Date,Studio,Library_Titles,Library_Value_B,Annual_Content_Spend_B,Theatrical_Releases,Streaming_Originals
2018-09-30 05:47:07.660415,Warner Bros,26300,13.029998799174203,6.467230170746087,11,58
2018-09-30 05:47:07.660415,HBO,21310,7.56331226336238,1.8703804570729563,0,50
2018-09-30 05:47:07.660415,Discovery,49017,16.782084111037495,6.661907204065772,0,59
2018-09-30 05:47:07.660415,DC,34840,24.15221103216009,7.106111836028045,14,46
2018-09-30 05:47:07.660415,CNN,27946,7.803090615585196,1.7046530983383643,0,45
2018-09-30 05:47:07.660415,TNT/TBS,17470,10.027553839300078,2.5333153701271858,0,50
2018-12-31 05:47:07.660415,Warner Bros,47782,17.69088849274061,6.7850476162086935,10,53
2018-12-31 05:47:07.660415,HBO,19907,14.12194948094619,6.365477734058292,0,50
2018-12-31 05:47:07.660415,Discovery,12413,19.046098618718407,3.7364101835969215,0,57
2018-12-31 05:47:07.660415,DC,30820,7.32507814012459,5.165519042812493,10,47
2018-12-31 05:47:07.660415,CNN,28059,10.426224539436536,4.879676468061066,0,56
2018-12-31 05:47:07.660415,TNT/TBS,36734,5.637375745317795,1.9982323365396257,0,55
2019-03-31 05:47:07.660415,Warner Bros,12756,14.648638179918665,2.6049727165251317,14,48
2019-03-31 05:47:07.660415,HBO,24084,12.888553766916512,1.090750611706245,0,49
2019-03-31 05:47:07.660415,Discovery,42815,27.537637463299447,5.261960887924422,0,57
2019-03-31 05:47:07.660415,DC,27307,17.43620148544005,1.112012119542321,14,38
2019-03-31 05:47:07.660415,CNN,46138,24.637304921283388,7.024937792537507,0,61
2019-03-31 05:47:07.660415,TNT/TBS,26473,10.882421811460874,5.050189642399367,0,62
2019-06-30 05:47:07.660415,Warner Bros,18276,26.672224880203835,4.794481364470773,15,50
2019-06-30 05:47:07.660415,HBO,17043,28.45669123288299,3.9655236702611756,0,59
2019-06-30 05:47:07.660415,Discovery,17467,11.533874553766953,5.6801006611964615,0,52
2019-06-30 05:47:07.660415,DC,7620,26.472295984209474,5.484598055763392,17,59
2019-06-30 05:47:07.660415,CNN,41682,10.737965659656458,6.042115212868591,0,43
2019-06-30 05:47:07.660415,TNT/TBS,26375,29.50435729709388,7.628067411459073,0,48
2019-09-30 05:47:07.660415,Warner Bros,14036,12.58168388406825,3.309471081305043,11,47
2019-09-30 05:47:07.660415,HBO,7669,9.377908688158517,2.84023623075721,0,60
2019-09-30 05:47:07.660415,Discovery,10876,17.532116704566086,6.6891901101969475,0,48
2019-09-30 05:47:07.660415,DC,13011,9.09031356558796,3.0581861994222113,5,58
2019-09-30 05:47:07.660415,CNN,20828,25.060436700609056,1.7735298311006495,0,44
2019-09-30 05:47:07.660415,TNT/TBS,46940,12.821867369809867,1.8079782151005643,0,62
2019-12-31 05:47:07.660415,Warner Bros,44078,5.906687579995152,5.107641735663896,10,47
2019-12-31 05:47:07.660415,HBO,9415,13.4166181675391,5.170658016449458,0,58
2019-12-31 05:47:07.660415,Discovery,36708,19.9323922622357,2.10425836115498,0,55
2019-12-31 05:47:07.660415,DC,27697,12.812461497527003,2.511164138768181,6,54
2019-12-31 05:47:07.660415,CNN,39821,19.949010135699307,1.7073525588225222,0,48
2019-12-31 05:47:07.660415,TNT/TBS,9696,28.56167180357522,1.3567879112638117,0,45
2020-03-31 05:47:07.660415,Warner Bros,23660,21.607476442774757,5.8648016681716015,10,59
2020-03-31 05:47:07.660415,HBO,8743,14.37970128759428,2.845326210287621,0,58
2020-03-31 05:47:07.660415,Discovery,40244,16.715315361691083,5.020594453918325,0,44
2020-03-31 05:47:07.660415,DC,13687,28.210440539584496,3.2547346003952295,6,52
2020-03-31 05:47:07.660415,CNN,14065,10.50407199867477,2.6014675097282063,0,53
2020-03-31 05:47:07.660415,TNT/TBS,46427,8.242578029977592,6.529175975879786,0,46
2020-06-30 05:47:07.660415,Warner Bros,13131,22.320097529623503,3.866267605589944,10,59
2020-06-30 05:47:07.660415,HBO,23052,16.0769115950577,7.640334048937247,0,51
2020-06-30 05:47:07.660415,Discovery,39618,12.31766118621399,4.725599763510256,0,51
2020-06-30 05:47:07.660415,DC,47080,10.1709121084559,2.73665983614511,11,45
2020-06-30 05:47:07.660415,CNN,39311,11.31396501823717,4.234542394235672,0,54
2020-06-30 05:47:07.660415,TNT/TBS,38217,16.83780875657363,2.7310886234769223,0,50
2020-09-30 05:47:07.660415,Warner Bros,31027,8.171019588512092,1.4540326924600078,10,57
2020-09-30 05:47:07.660415,HBO,16744,20.250000899959836,6.725985702529051,0,52
2020-09-30 05:47:07.660415,Discovery,48173,19.472022195336617,3.811966838822557,0,55
2020-09-30 05:47:07.660415,DC,17217,16.374643392854686,5.244241070456214,9,54
2020-09-30 05:47:07.660415,CNN,10481,10.597585887378933,5.444427016658667,0,58
2020-09-30 05:47:07.660415,TNT/TBS,29279,18.71789081418404,3.0331869161563807,0,54
2020-12-31 05:47:07.660415,Warner Bros,18984,13.151277869783716,2.934611389637457,15,50
2020-12-31 05:47:07.660415,HBO,16152,24.382593923020433,7.849981235003808,0,38
2020-12-31 05:47:07.660415,Discovery,16395,5.307408846866716,5.855161187278851,0,51
2020-12-31 05:47:07.660415,DC,29722,14.499149589666377,2.1774259015326525,9,55
2020-12-31 05:47:07.660415,CNN,34479,25.21524654601653,7.4766682534446085,0,42
2020-12-31 05:47:07.660415,TNT/TBS,8737,23.19545162574752,2.0936947547864246,0,50
2021-03-31 05:47:07.660415,Warner Bros,22525,23.328387098513318,1.321255704802683,14,50
2021-03-31 05:47:07.660415,HBO,29342,22.266084321408204,5.058589019949101,0,48
2021-03-31 05:47:07.660415,Discovery,29911,22.129693423385024,4.523379655639733,0,56
2021-03-31 05:47:07.660415,DC,33167,12.63549802454194,4.389135675081781,12,58
2021-03-31 05:47:07.660415,CNN,40655,6.309760562791185,2.976409008828678,0,59
2021-03-31 05:47:07.660415,TNT/TBS,15666,28.031438043926972,1.6166634390638963,0,56
2021-06-30 05:47:07.660415,Warner Bros,12041,24.925264244377484,4.953817224467021,13,30
2021-06-30 05:47:07.660415,HBO,32328,29.792532159871385,3.247475861248179,0,34
2021-06-30 05:47:07.660415,Discovery,21232,20.278325882565184,1.7343054135131761,0,51
2021-06-30 05:47:07.660415,DC,44941,17.70164902814839,3.167269170278317,6,48
2021-06-30 05:47:07.660415,CNN,43458,12.4615495206479,7.838967230977252,0,62
2021-06-30 05:47:07.660415,TNT/TBS,37633,10.320651791596786,3.2136195563926417,0,52
2021-09-30 05:47:07.660415,Warner Bros,10781,17.91988703998681,6.821349622183091,14,53
2021-09-30 05:47:07.660415,HBO,37821,26.184752629857684,5.786392375766571,0,51
2021-09-30 05:47:07.660415,Discovery,48306,5.754288682691659,1.579403255972118,0,42
2021-09-30 05:47:07.660415,DC,14560,25.619412283821834,6.483574424063104,11,40
2021-09-30 05:47:07.660415,CNN,34609,26.143357958687947,4.757726852599814,0,47
2021-09-30 05:47:07.660415,TNT/TBS,9517,28.52493633227849,5.483482572270991,0,43
2021-12-31 05:47:07.660415,Warner Bros,33394,10.247441842649609,5.01779745399991,7,70
2021-12-31 05:47:07.660415,HBO,34061,6.917395207684122,2.0941321826805903,0,41
2021-12-31 05:47:07.660415,Discovery,40828,13.639363578218711,4.647147715791472,0,43
2021-12-31 05:47:07.660415,DC,5918,17.41112915609885,7.414695449542234,7,49
2021-12-31 05:47:07.660415,CNN,18188,11.716302286430858,3.8020261340788073,0,53
2021-12-31 05:47:07.660415,TNT/TBS,46320,20.08795191412171,5.815574806407622,0,57
2022-03-31 05:47:07.660415,Warner Bros,11236,7.704556088685617,4.21412926372363,8,57
2022-03-31 05:47:07.660415,HBO,14312,5.108108448540081,2.0701655374839736,0,56
2022-03-31 05:47:07.660415,Discovery,43119,5.871778071972865,1.7264894837677236,0,39
2022-03-31 05:47:07.660415,DC,47464,15.540275503315838,5.0834498431151385,14,40
2022-03-31 05:47:07.660415,CNN,26694,25.293841364944505,7.7894980003860415,0,54
2022-03-31 05:47:07.660415,TNT/TBS,48871,9.992040990911065,7.736998437514304,0,39
2022-06-30 05:47:07.660415,Warner Bros,16944,20.324324174237404,5.1101316532397,9,43
2022-06-30 05:47:07.660415,HBO,11674,8.092057478556537,5.986370627023603,0,52
2022-06-30 05:47:07.660415,Discovery,41249,26.892825244216684,6.500025390772675,0,67
2022-06-30 05:47:07.660415,DC,17803,21.7627366734117,1.9815994831134893,4,47
2022-06-30 05:47:07.660415,CNN,6540,16.077081143340568,7.69808428565098,0,57
2022-06-30 05:47:07.660415,TNT/TBS,47517,29.691761224833773,7.609843020830322,0,68
2022-09-30 05:47:07.660415,Warner Bros,11734,26.982103473441978,5.596225720640646,9,55
2022-09-30 05:47:07.660415,HBO,21370,27.823419315157494,4.071739983269427,0,51
2022-09-30 05:47:07.660415,Discovery,47456,22.257022747337896,3.7651101179149884,0,50
2022-09-30 05:47:07.660415,DC,17941,24.776426206665395,7.793965575863466,11,49
2022-09-30 05:47:07.660415,CNN,38259,16.72454424300962,2.7937218879776013,0,57
2022-09-30 05:47:07.660415,TNT/TBS,32271,8.16383772618265,1.7376219487643207,0,48
2022-12-31 05:47:07.660415,Warner Bros,39020,19.977630472762733,1.5349062596632166,4,38
2022-12-31 05:47:07.660415,HBO,8960,14.543779423610003,2.278373727373345,0,48
2022-12-31 05:47:07.660415,Discovery,43730,20.343036836414853,5.368619620511059,0,47
2022-12-31 05:47:07.660415,DC,28096,15.13178742971634,4.739727380659939,11,52
2022-12-31 05:47:07.660415,CNN,8898,10.804419518278225,4.1708425089615755,0,47
2022-12-31 05:47:07.660415,TNT/TBS,9782,29.738054004978682,5.30501438163936,0,31
2023-03-31 05:47:07.660415,Warner Bros,8594,22.93583073625891,7.281061378444975,16,48
2023-03-31 05:47:07.660415,HBO,14269,29.652769839022127,4.1821581630866875,0,50
2023-03-31 05:47:07.660415,Discovery,14106,21.31340667072953,4.526510739518779,0,50
2023-03-31 05:47:07.660415,DC,35231,28.427422508810377,4.980923937675386,13,49
2023-03-31 05:47:07.660415,CNN,14015,29.01631854663805,7.628890041953227,0,49
2023-03-31 05:47:07.660415,TNT/TBS,14347,25.40264424526112,5.126005764050486,0,54
2023-06-30 05:47:07.660415,Warner Bros,11960,16.051698859959945,1.837313097210583,9,49
2023-06-30 05:47:07.660415,HBO,42085,8.057179510059829,3.4699910642156127,0,53
2023-06-30 05:47:07.660415,Discovery,43335,14.800735401100658,2.6172780192550387,0,57
2023-06-30 05:47:07.660415,DC,37166,14.389332122172325,3.8327249615615897,17,53
2023-06-30 05:47:07.660415,CNN,33155,21.793443296418157,3.162310377915171,0,48
2023-06-30 05:47:07.660415,TNT/TBS,43679,14.310915685372356,1.5517168723153285,0,45
2023-09-30 05:47:07.660415,Warner Bros,46867,29.5407399118295,1.0942390100577442,9,55
2023-09-30 05:47:07.660415,HBO,11000,25.870950058321768,4.965619265937678,0,50
2023-09-30 05:47:07.660415,Discovery,6095,19.21571310120695,3.8544374593230843,0,60
2023-09-30 05:47:07.660415,DC,36484,5.29677948142961,6.387186396482452,7,59
2023-09-30 05:47:07.660415,CNN,34950,23.836829704964224,7.091496628262147,0,52
2023-09-30 05:47:07.660415,TNT/TBS,26559,6.25335878293753,6.51930124446123,0,49
2023-12-31 05:47:07.660415,Warner Bros,43453,18.197188925028676,7.115118692427834,12,35
2023-12-31 05:47:07.660415,HBO,12244,20.78867851889639,2.0399653070073165,0,40
2023-12-31 05:47:07.660415,Discovery,12160,15.165330913622325,4.250218884349463,0,48
2023-12-31 05:47:07.660415,DC,6057,8.221188734922444,1.3465353592720541,9,52
2023-12-31 05:47:07.660415,CNN,23011,6.903041645975537,3.795613212140768,0,59
2023-12-31 05:47:07.660415,TNT/TBS,40620,17.001444884718413,5.873345910329305,0,39
2024-03-31 05:47:07.660415,Warner Bros,27038,27.149951699201047,4.888622309340246,7,44
2024-03-31 05:47:07.660415,HBO,45958,12.363650756140046,4.901400164040151,0,56
2024-03-31 05:47:07.660415,Discovery,18745,9.301465043048355,1.9324115428807398,0,53
2024-03-31 05:47:07.660415,DC,28758,14.093376984507293,3.579974960915872,8,55
2024-03-31 05:47:07.660415,CNN,42715,14.84854348430672,5.510376506379697,0,60
2024-03-31 05:47:07.660415,TNT/TBS,40442,10.670192713462697,4.734255697565919,0,51
2024-06-30 05:47:07.660415,Warner Bros,7452,14.37365886545122,1.6192317207589992,11,61
2024-06-30 05:47:07.660415,HBO,6784,9.928357883760675,5.085225458045325,0,47
2024-06-30 05:47:07.660415,Discovery,31551,14.522650309236944,2.2407662643488484,0,53
2024-06-30 05:47:07.660415,DC,8572,28.12433421174012,7.928253891363887,10,69
2024-06-30 05:47:07.660415,CNN,27939,12.274582885514022,2.943958811404421,0,55
2024-06-30 05:47:07.660415,TNT/TBS,12650,29.755122600995264,4.122011096653448,0,45
2024-09-30 05:47:07.660415,Warner Bros,48383,5.554886290640094,1.4725568178949837,9,56
2024-09-30 05:47:07.660415,HBO,20213,26.891038859987905,4.76059197872361,0,56
2024-09-30 05:47:07.660415,Discovery,30395,26.6987562061981,3.7172524144726387,0,49
2024-09-30 05:47:07.660415,DC,13855,10.72656634078993,1.1955858972535043,9,47
2024-09-30 05:47:07.660415,CNN,26209,12.837205330472155,5.373571945781862,0,48
2024-09-30 05:47:07.660415,TNT/TBS,18353,15.715415616058205,2.6572036451061205,0,45
2024-12-31 05:47:07.660415,Warner Bros,36378,20.382799593206236,6.687114257042688,11,53
2024-12-31 05:47:07.660415,HBO,32245,9.665304452186747,3.9444135323923644,0,54
2024-12-31 05:47:07.660415,Discovery,24470,19.337926781200363,6.56848289719121,0,56
2024-12-31 05:47:07.660415,DC,35312,23.19876708324753,1.2966902119366277,11,53
2024-12-31 05:47:07.660415,CNN,8660,12.573038730437704,1.6203876914240138,0,59
2024-12-31 05:47:07.660415,TNT/TBS,22108,12.292977575981437,6.093996056648862,0,49
2025-03-31 05:47:07.660415,Warner Bros,29833,14.149231936757818,3.972884917851331,12,54
2025-03-31 05:47:07.660415,HBO,22257,28.899326925705225,4.8417623447088225,0,44
2025-03-31 05:47:07.660415,Discovery,15442,9.833302729194852,6.982528774678112,0,37
2025-03-31 05:47:07.660415,DC,15361,16.737128468131903,2.5758395967072807,10,49
2025-03-31 05:47:07.660415,CNN,49649,5.61410197808624,7.918191363474249,0,49
2025-03-31 05:47:07.660415,TNT/TBS,40950,11.714969409919606,3.377273766474577,0,43
2025-06-30 05:47:07.660415,Warner Bros,37931,28.789151903824003,3.6228305435196027,11,56
2025-06-30 05:47:07.660415,HBO,15618,11.340907450224243,1.348967931556122,0,43
2025-06-30 05:47:07.660415,Discovery,24712,21.160587341323268,6.724128170068855,0,47
2025-06-30 05:47:07.660415,DC,8458,25.707186487384345,3.8048672797000718,5,48
2025-06-30 05:47:07.660415,CNN,8826,14.081043262848304,2.964173059324746,0,49
2025-06-30 05:47:07.660415,TNT/TBS,43875,8.36857747940872,3.379881247193556,0,47
2025-09-30 05:47:07.660415,Warner Bros,7931,25.066864712101896,6.28061980579379,11,40
2025-09-30 05:47:07.660415,HBO,17851,20.95853139500249,2.5324234769210756,0,49
2025-09-30 05:47:07.660415,Discovery,6845,12.555967175271663,3.954321469874694,0,44
2025-09-30 05:47:07.660415,DC,14175,25.452459155454207,5.629423083989887,8,47
2025-09-30 05:47:07.660415,CNN,24272,14.637946728650467,7.927402920097383,0,52
2025-09-30 05:47:07.660415,TNT/TBS,8902,20.944023293466827,6.174251550870598,0,44
2025-12-31 05:47:07.660415,Warner Bros,16413,26.49879604753793,4.759359120625924,11,59
2025-12-31 05:47:07.660415,HBO,27773,8.677727084797516,2.9081738204814265,0,49
2025-12-31 05:47:07.660415,Discovery,42513,14.590400643225008,4.942629827342938,0,44
2025-12-31 05:47:07.660415,DC,49273,7.809940007846451,3.0304042051487,9,59
2025-12-31 05:47:07.660415,CNN,49306,11.834240266345192,1.766763837363071,0,44
2025-12-31 05:47:07.660415,TNT/TBS,43095,10.307477925488627,1.790001893425818,0,67
