Date,Platform,Region,MAU_M,Premium_Subs_M,ARPU,Ad_Revenue_Per_User
2016-02-29 05:47:07.316302,Tidal,APAC,1.0274128580653765,0.40786878506661484,3.4429314820507244,1.0347003271031816
2016-02-29 05:47:07.316302,Tidal,ROW,0.2467385286993738,0.1225778077570466,5.912656203502336,1.7573875577929106
2016-03-31 05:47:07.316302,Spotify,North America,124.8822330710566,39.33108536287505,7.877242671281249,0.6775048453997252
2016-03-31 05:47:07.316302,Spotify,Europe,150.81066592109073,49.48346905363002,6.838777103710565,1.3322104463472573
2016-03-31 05:47:07.316302,Spotify,LATAM,98.32586290634009,48.63213194619763,3.335473074401195,1.8764374369000205
2016-03-31 05:47:07.316302,Spotify,APAC,101.72807151019282,48.576958216794196,5.022779883030295,1.1413393763679802
2016-03-31 05:47:07.316302,Spotify,ROW,26.203818336141403,7.935384816474026,3.0819352321988744,1.1844094925963462
2016-03-31 05:47:07.316302,Apple Music,North America,25.39074382409646,10.813274343622952,8.472912999334005,0.7816179056124274
2016-03-31 05:47:07.316302,Apple Music,Europe,29.283518388987627,9.110568424618094,7.4564661787381645,0.629234224334663
2016-03-31 05:47:07.316302,Apple Music,LATAM,19.85911373786248,7.537323234442074,3.0157537146170412,1.7902473335737301
2016-03-31 05:47:07.316302,Apple Music,APAC,20.52063664823799,6.711001576369747,4.857740440041375,1.4913652935266855
2016-03-31 05:47:07.316302,Apple Music,ROW,5.37576337170091,2.2390079015534545,4.745356556967395,1.3198590019701903
2016-03-31 05:47:07.316302,Amazon Music,North America,19.98648718489277,9.70057091750342,8.376427617885891,1.2240268498661968
2016-03-31 05:47:07.316302,Amazon Music,Europe,24.89369523216228,11.094272059619932,6.866566100774626,1.568735391030675
2016-03-31 05:47:07.316302,Amazon Music,LATAM,16.116133724354462,6.630213849322004,4.013300826631396,1.9877924742934778
2016-03-31 05:47:07.316302,Amazon Music,APAC,16.767508094720455,5.244916765652735,4.766180261049886,1.6072150350908823
2016-03-31 05:47:07.316302,Amazon Music,ROW,3.9740905053107363,1.7115151027181092,5.645824813592834,0.9519230754763521
2016-03-31 05:47:07.316302,YouTube Music,North America,20.647726086723665,7.123794394180229,9.538440282524803,1.155720125351909
2016-03-31 05:47:07.316302,YouTube Music,Europe,23.972315609101713,11.329938081753099,9.719919466049186,1.2253570875761013
2016-03-31 05:47:07.316302,YouTube Music,LATAM,16.11964903184229,5.098035168534458,3.5219179618427026,1.9518479578349965
2016-03-31 05:47:07.316302,YouTube Music,APAC,16.618934874583715,7.435934649579947,4.166754306037951,1.8695961295010557
2016-03-31 05:47:07.316302,YouTube Music,ROW,3.9973622654365766,1.5992317712258848,4.00857696473021,1.502541037172798
2016-03-31 05:47:07.316302,Deezer,North America,3.977764453137412,1.362717172077662,6.042217722217797,1.1856088039513373
2016-03-31 05:47:07.316302,Deezer,Europe,4.770161685680726,1.9089037432635416,9.161531635777951,1.668944563206931
2016-03-31 05:47:07.316302,Deezer,LATAM,3.2618528043411636,1.615431941978704,5.539698343646142,1.1798959805372655
2016-03-31 05:47:07.316302,Deezer,APAC,3.3686215673334337,1.4306084473917617,4.321084826970748,0.7285522254161658
2016-03-31 05:47:07.316302,Deezer,ROW,0.8256546778511783,0.3924302750824397,4.704888948284338,1.951255888051338
2016-03-31 05:47:07.316302,Tidal,North America,1.1877977834168276,0.6116954257682236,7.784568666926779,1.9110046197604578
2016-03-31 05:47:07.316302,Tidal,Europe,1.5911407864202844,0.6531537272325139,8.287607815388993,0.8862773411320366
2016-03-31 05:47:07.316302,Tidal,LATAM,1.0240125416802273,0.39777109531592447,3.4874016278104722,1.9793173055146445
2016-03-31 05:47:07.316302,Tidal,APAC,1.0196282326359383,0.3182561375855024,4.104505574828437,1.005085295782506
2016-03-31 05:47:07.316302,Tidal,ROW,0.24655432784311376,0.12405640973230081,4.645632322712477,0.8677583510429281
2016-04-30 05:47:07.316302,Spotify,North America,127.35384465323082,57.68815848193003,6.87198816448626,1.318931345308062
2016-04-30 05:47:07.316302,Spotify,Europe,149.07744974314758,53.07745021103599,7.454439848268005,1.4838381444373088
2016-04-30 05:47:07.316302,Spotify,LATAM,104.9064892780462,34.774184921923066,3.943148107701787,0.9223914004505684
2016-04-30 05:47:07.316302,Spotify,APAC,104.66789142554866,44.21850070791215,5.341493166875637,0.6889616383346425
2016-04-30 05:47:07.316302,Spotify,ROW,25.05249604021645,9.686611471559775,4.105709311751049,1.546733233020555
2016-04-30 05:47:07.316302,Apple Music,North America,26.136957297035057,10.314080032357504,7.855686006914277,0.8071371078881242
2016-04-30 05:47:07.316302,Apple Music,Europe,30.88360229898305,15.134770045743313,5.936059801782495,1.3610506214874558
2016-04-30 05:47:07.316302,Apple Music,LATAM,20.61104517559324,8.58618929703019,4.205028667086024,1.9932595729207172
2016-04-30 05:47:07.316302,Apple Music,APAC,20.394823837587367,7.294756753320846,3.400039848784057,1.5595136272919154
2016-04-30 05:47:07.316302,Apple Music,ROW,4.944937587055358,2.0242172757545442,5.022081088852423,1.8001542918975626
2016-04-30 05:47:07.316302,Amazon Music,North America,21.430436635259724,6.416215239161604,8.078607014116816,0.9593386495656135
2016-04-30 05:47:07.316302,Amazon Music,Europe,24.321462819476185,11.469186655912608,5.333394061028096,1.3897989668235664
2016-04-30 05:47:07.316302,Amazon Music,LATAM,16.97894586720087,6.981649848308953,3.758132742986305,1.2708256999423115
2016-04-30 05:47:07.316302,Amazon Music,APAC,16.852541977490798,5.0075930705923914,5.5905907959342,1.3068248116895391
2016-04-30 05:47:07.316302,Amazon Music,ROW,4.232551292068047,1.4187212968867469,5.4522659072912525,0.6763817197365919
2016-04-30 05:47:07.316302,YouTube Music,North America,19.85649436690374,6.211321408367931,7.015157840846371,1.3915829692842292
2016-04-30 05:47:07.316302,YouTube Music,Europe,25.121678390399847,12.10274593155753,8.591189343030257,1.8145349556555141
2016-04-30 05:47:07.316302,YouTube Music,LATAM,16.88689610644798,6.148359678819095,3.24121625248804,1.5481901543479974
2016-04-30 05:47:07.316302,YouTube Music,APAC,15.854093468294506,5.173995051579746,4.1304624088406054,1.1064665568972178
2016-04-30 05:47:07.316302,YouTube Music,ROW,3.9829715136469925,1.9685732091126602,5.813742011685418,0.8889274778886552
2016-04-30 05:47:07.316302,Deezer,North America,4.014765420942502,1.999363539639952,6.925915696639465,0.7073216905280844
2016-04-30 05:47:07.316302,Deezer,Europe,5.113012415141201,1.9707638470406164,8.155287100262424,1.64923667851922
2016-04-30 05:47:07.316302,Deezer,LATAM,3.1812728989789245,1.068631111328343,3.0072000125887066,1.7747494753945314
2016-04-30 05:47:07.316302,Deezer,APAC,3.3044620718660616,1.1240070542923344,3.281195568944134,1.2460987118770934
2016-04-30 05:47:07.316302,Deezer,ROW,0.8174280469507328,0.3907280680275953,4.219804075135735,1.276711054027731
2016-04-30 05:47:07.316302,Tidal,North America,1.3118795982982838,0.47914303776902323,7.385428645224785,0.6187867949439853
2016-04-30 05:47:07.316302,Tidal,Europe,1.5119211211629195,0.6083825739551819,9.874844827473428,0.9737199439416517
2016-04-30 05:47:07.316302,Tidal,LATAM,0.9749402758992181,0.3197704867279127,3.8723780643266914,0.7662533317075312
2016-04-30 05:47:07.316302,Tidal,APAC,1.0125181820693212,0.3095302682443584,5.898682227367917,1.2961967476247742
2016-04-30 05:47:07.316302,Tidal,ROW,0.2659039458602239,0.10744698588308095,4.314705015016097,1.047294204975021
2016-05-31 05:47:07.316302,Spotify,North America,129.06407121127745,62.67562306300033,7.5596018899457444,0.7807054678128302
2016-05-31 05:47:07.316302,Spotify,Europe,148.23606745973984,67.52679953900937,9.15638259985348,1.1998693865851189
2016-05-31 05:47:07.316302,Spotify,LATAM,103.28487550549657,50.58928543869859,3.9742284306250455,1.4412400810030632
2016-05-31 05:47:07.316302,Spotify,APAC,101.29782400132434,50.1484292727576,5.790422624950982,0.790617722205728
2016-05-31 05:47:07.316302,Spotify,ROW,24.36302946364667,9.175688228320551,5.1275310613735545,1.6400507691590418
2016-05-31 05:47:07.316302,Apple Music,North America,26.284271546687798,12.057198959469329,6.642155957519193,1.7021684049339738
2016-05-31 05:47:07.316302,Apple Music,Europe,30.77286473368937,15.170328824978625,9.543966283955244,1.0442007368301995
2016-05-31 05:47:07.316302,Apple Music,LATAM,21.11295004444051,8.937306852228721,4.118373234774789,1.2850500991854545
2016-05-31 05:47:07.316302,Apple Music,APAC,20.9624047562433,6.81774762887167,4.0827906964742855,1.994288192969349
2016-05-31 05:47:07.316302,Apple Music,ROW,4.907775412154743,2.5082939112760108,3.0979842119909606,0.6918860066367754
2016-05-31 05:47:07.316302,Amazon Music,North America,20.988473322218606,8.990775300865932,9.71618490656393,0.8209661311720771
2016-05-31 05:47:07.316302,Amazon Music,Europe,24.47153330577714,8.289520757124592,8.704392613724467,0.8703601749714882
2016-05-31 05:47:07.316302,Amazon Music,LATAM,16.906363635804254,6.292786075730214,5.418597483352074,1.0840410991632572
2016-05-31 05:47:07.316302,Amazon Music,APAC,16.066410861629663,7.137811650260181,4.035394869113985,1.126819327341448
2016-05-31 05:47:07.316302,Amazon Music,ROW,4.053580114312681,1.7156142152389269,4.51258783024696,1.0652215417210718
2016-05-31 05:47:07.316302,YouTube Music,North America,21.10348572352332,8.56478395038015,9.522977108123076,1.0541038299834877
2016-05-31 05:47:07.316302,YouTube Music,Europe,23.472144185434153,10.579698657317149,5.209342819210547,1.3152756355091892
2016-05-31 05:47:07.316302,YouTube Music,LATAM,16.07345187729949,7.923643026406468,4.1593033564956885,1.2946082735855688
2016-05-31 05:47:07.316302,YouTube Music,APAC,15.860791833863814,5.570144066069752,5.9806135256965725,1.557029173648623
2016-05-31 05:47:07.316302,YouTube Music,ROW,4.01410574985394,1.6119565578657449,4.356145882274172,0.9084395307931472
2016-05-31 05:47:07.316302,Deezer,North America,4.067521092925093,1.9402147896254676,8.557055836652909,0.8855216164591726
2016-05-31 05:47:07.316302,Deezer,Europe,4.983943741897024,1.9050358197623376,6.794737374488367,1.7644936002715095
2016-05-31 05:47:07.316302,Deezer,LATAM,3.3997368207819445,1.4461761890299376,4.987360057053878,1.272732235107838
2016-05-31 05:47:07.316302,Deezer,APAC,3.398251199978958,1.1614253667620633,4.89877495064722,1.8653458845771045
2016-05-31 05:47:07.316302,Deezer,ROW,0.8448842696635841,0.3937012596949202,3.3283474499653583,1.8232142292199518
2016-05-31 05:47:07.316302,Tidal,North America,1.218718408331568,0.6095714093565688,9.51168883284833,1.6158592777946292
2016-05-31 05:47:07.316302,Tidal,Europe,1.5066894001988034,0.5990769055749326,6.349558716700884,1.405823409322926
2016-05-31 05:47:07.316302,Tidal,LATAM,1.036480105829969,0.4042770171998326,3.6519497295693597,1.4477201204983001
2016-05-31 05:47:07.316302,Tidal,APAC,1.0274391559403409,0.39644181140828433,3.7028074665844137,0.8447476191989112
2016-05-31 05:47:07.316302,Tidal,ROW,0.261589342689574,0.1204662238996741,5.875853124520929,1.282528010121489
2016-06-30 05:47:07.316302,Spotify,North America,130.2457463160021,44.64796394085333,5.639810423818423,1.8925581889021643
2016-06-30 05:47:07.316302,Spotify,Europe,167.01254675467513,68.10144624092987,5.249265877246121,1.717953340429274
2016-06-30 05:47:07.316302,Spotify,LATAM,99.67024629003114,37.890117265561,3.0323520672488127,1.3304728753316488
2016-06-30 05:47:07.316302,Spotify,APAC,97.73066151767779,39.87296698769419,5.718084081732167,1.1439421787039592
2016-06-30 05:47:07.316302,Spotify,ROW,26.79180593552946,9.904797649121939,3.370494797288889,0.9344241142626029
2016-06-30 05:47:07.316302,Apple Music,North America,25.044379478131656,9.604588237443908,6.729744689386638,0.8632822062745473
2016-06-30 05:47:07.316302,Apple Music,Europe,30.28345394366679,12.935830930235609,6.0385560502125015,0.7239282219955006
2016-06-30 05:47:07.316302,Apple Music,LATAM,21.094598714622276,9.377436937681168,4.132184521615642,1.7145255700100812
2016-06-30 05:47:07.316302,Apple Music,APAC,21.198329475873354,9.16968820117605,4.242545341501607,1.139689459803447
2016-06-30 05:47:07.316302,Apple Music,ROW,5.158834421476104,2.28813379783717,4.797650252621953,1.073655589941902
2016-06-30 05:47:07.316302,Amazon Music,North America,20.271682057653592,9.13669821824988,8.483442940191537,0.8477318681603783
2016-06-30 05:47:07.316302,Amazon Music,Europe,25.324445244478596,8.782279802664952,6.457067606044396,1.5685197154153854
2016-06-30 05:47:07.316302,Amazon Music,LATAM,16.8052007950869,6.107595520467945,3.122415748197796,1.6353227591024906
2016-06-30 05:47:07.316302,Amazon Music,APAC,16.822106733775804,8.062967891742376,5.657427129145115,0.5032205845622707
2016-06-30 05:47:07.316302,Amazon Music,ROW,4.108837109643518,1.7119535009504467,5.7086663221212275,1.255371864288177
2016-06-30 05:47:07.316302,YouTube Music,North America,20.079190967784132,9.054055968056,9.92465131196516,1.2266556109365627
2016-06-30 05:47:07.316302,YouTube Music,Europe,25.090497303561584,12.389547371737306,6.5322061626068155,1.8449764821390873
2016-06-30 05:47:07.316302,YouTube Music,LATAM,15.551746157065237,6.431417489650715,5.094048633945761,0.9326895422771555
2016-06-30 05:47:07.316302,YouTube Music,APAC,16.78624860805576,7.686119926408642,4.854431218688097,1.096239978263006
2016-06-30 05:47:07.316302,YouTube Music,ROW,4.3194455079300464,1.4088744539508151,3.6758611522411244,0.8733514342011484
2016-06-30 05:47:07.316302,Deezer,North America,4.033656340521283,1.2709972065231763,6.239408779323789,1.4704698879150142
2016-06-30 05:47:07.316302,Deezer,Europe,4.799770588811966,1.504228130884539,7.288762575411306,0.8618469999310068
2016-06-30 05:47:07.316302,Deezer,LATAM,3.173284180506142,1.1143268842925715,5.131930400339762,0.7592141996489559
2016-06-30 05:47:07.316302,Deezer,APAC,3.423846170088839,1.497470569022763,4.649745210055708,1.6142439994392737
2016-06-30 05:47:07.316302,Deezer,ROW,0.8259556103671241,0.3418731379855684,5.795004240989834,1.7152076704185588
2016-06-30 05:47:07.316302,Tidal,North America,1.3445663247889266,0.4338466110336993,8.22030391309122,1.0785053354063514
2016-06-30 05:47:07.316302,Tidal,Europe,1.6132295882639553,0.7586405783710366,9.22676544312414,0.8101603684672689
2016-06-30 05:47:07.316302,Tidal,LATAM,1.0328618732290005,0.3598555151326153,4.53250820301763,1.2421630793226404
2016-06-30 05:47:07.316302,Tidal,APAC,1.0388324781189973,0.37163400739399893,5.732321562155565,0.8825979597548526
2016-06-30 05:47:07.316302,Tidal,ROW,0.26001387827606715,0.11159362592224317,3.6059777663218435,1.4312376591815337
2016-07-31 05:47:07.316302,Spotify,North America,132.74193404925626,40.63528012837488,6.399732933295896,1.1654589139126383
2016-07-31 05:47:07.316302,Spotify,Europe,152.48286521480998,72.5460733237054,9.581037159303047,1.6880917548962269
2016-07-31 05:47:07.316302,Spotify,LATAM,104.39935131902757,46.2219077499165,3.9482365259582117,1.5428755767609776
2016-07-31 05:47:07.316302,Spotify,APAC,107.68270014497061,34.87329375373182,5.855358000293127,1.979234214352377
2016-07-31 05:47:07.316302,Spotify,ROW,26.492649748473717,9.183580553355982,3.7815172207012178,0.5593469815682959
2016-07-31 05:47:07.316302,Apple Music,North America,24.66507710610501,11.205256500245273,8.635757508466977,0.8247576748510376
2016-07-31 05:47:07.316302,Apple Music,Europe,31.118180436107654,15.584125248700156,6.744100431013024,1.6027057521754027
2016-07-31 05:47:07.316302,Apple Music,LATAM,20.578769666434642,9.343439544816704,4.535800270295064,1.7283028775429823
2016-07-31 05:47:07.316302,Apple Music,APAC,21.84711242416951,9.358989510042626,3.7715285408897743,1.0541842854994252
2016-07-31 05:47:07.316302,Apple Music,ROW,5.281277106622742,2.196864777344684,5.297978350905023,1.489939820205306
2016-07-31 05:47:07.316302,Amazon Music,North America,21.38141708505904,9.523280331375194,9.304809363775354,0.5044515729965018
2016-07-31 05:47:07.316302,Amazon Music,Europe,26.314088256714854,12.195949033381337,9.520829321276352,0.8799825255925493
2016-07-31 05:47:07.316302,Amazon Music,LATAM,16.42947719165161,5.320939198516661,3.2728074817465886,1.422447414973022
2016-07-31 05:47:07.316302,Amazon Music,APAC,16.719632532293264,5.294798805350033,4.667843024213644,0.7302963086693811
2016-07-31 05:47:07.316302,Amazon Music,ROW,3.979228035746775,1.906770875365519,4.998027634559695,0.6764221455588739
2016-07-31 05:47:07.316302,YouTube Music,North America,19.865039047450185,9.389390532523375,9.475544368545963,0.635440423427514
2016-07-31 05:47:07.316302,YouTube Music,Europe,24.821906203903296,12.434073490714862,9.872597965276164,1.494536894561986
2016-07-31 05:47:07.316302,YouTube Music,LATAM,16.65899882169718,5.426936140499653,3.4705927905948992,1.0504904605426564
2016-07-31 05:47:07.316302,YouTube Music,APAC,16.655139059641588,6.013379652139012,4.1843815526881105,0.7364725325719308
2016-07-31 05:47:07.316302,YouTube Music,ROW,4.047675066300322,1.2993802479241683,3.0610027501584285,0.9937678360130626
2016-07-31 05:47:07.316302,Deezer,North America,4.418805028293186,1.7983428012913916,7.324835020926136,1.797056809273016
2016-07-31 05:47:07.316302,Deezer,Europe,5.007835593947368,1.9561724575343362,8.164899280959606,0.6498638332718494
2016-07-31 05:47:07.316302,Deezer,LATAM,3.389862682159281,1.1057291658889874,3.845147164712254,1.9040119369429434
2016-07-31 05:47:07.316302,Deezer,APAC,3.3324507748450727,1.3881041958490759,3.5655401417157737,1.1775949623691737
2016-07-31 05:47:07.316302,Deezer,ROW,0.8822369983156625,0.36888580899749485,5.238357635066627,1.424189040867076
2016-07-31 05:47:07.316302,Tidal,North America,1.3355601395654844,0.6374458902101849,7.025258883174404,1.9139957083013375
2016-07-31 05:47:07.316302,Tidal,Europe,1.62580372981518,0.7304467983792879,9.682171119998445,0.5021009672726049
2016-07-31 05:47:07.316302,Tidal,LATAM,1.0516539972374055,0.32989255638705095,5.492809301578199,1.3917941669776175
2016-07-31 05:47:07.316302,Tidal,APAC,1.1081391557100766,0.4911511888361281,3.2816850473883052,1.4655899949514992
2016-07-31 05:47:07.316302,Tidal,ROW,0.2592184722822821,0.08608888021802784,5.6187659975477535,1.4410981770042701
2016-08-31 05:47:07.316302,Spotify,North America,133.03508263929584,40.70460731076936,7.908765590488979,0.7906677606821186
2016-08-31 05:47:07.316302,Spotify,Europe,159.4184323218899,57.06339908375924,9.885227426064457,1.2046638264298184
2016-08-31 05:47:07.316302,Spotify,LATAM,103.53468792139999,51.144083304799985,5.614415660176839,1.791565158198111
2016-08-31 05:47:07.316302,Spotify,APAC,98.78829168510745,35.624374441237094,3.685614467808076,0.6204773115119168
2016-08-31 05:47:07.316302,Spotify,ROW,25.849042871733072,9.169354164102373,4.164586148072974,1.167994681016748
2016-08-31 05:47:07.316302,Apple Music,North America,25.801762619707535,13.082986384256623,5.187950772014266,1.5149359666884825
2016-08-31 05:47:07.316302,Apple Music,Europe,31.64750520334945,10.657363547848924,9.088068822940583,1.0818151262090456
2016-08-31 05:47:07.316302,Apple Music,LATAM,21.65105790488918,9.845442117335857,3.6950490868725097,1.2542293743157211
2016-08-31 05:47:07.316302,Apple Music,APAC,19.415710859120885,9.098400499101038,3.2101768638236985,1.192276286613042
2016-08-31 05:47:07.316302,Apple Music,ROW,5.148121090938331,2.008042990793826,5.347694719733678,0.8510059536066823
2016-08-31 05:47:07.316302,Amazon Music,North America,21.3199576244403,7.18892970029148,9.164759450620265,0.8025065598087413
2016-08-31 05:47:07.316302,Amazon Music,Europe,25.84683901563155,7.960816194978713,5.865953075423749,1.6913535537511535
2016-08-31 05:47:07.316302,Amazon Music,LATAM,16.663921030079376,5.449251241271538,5.606754557629866,1.8205459709271863
2016-08-31 05:47:07.316302,Amazon Music,APAC,15.99823685294281,6.391404410624706,3.9711355117750964,1.968482264090236
2016-08-31 05:47:07.316302,Amazon Music,ROW,4.361261213349277,1.8310582752982991,4.47546285514818,0.9156937743220539
2016-08-31 05:47:07.316302,YouTube Music,North America,21.939877054608793,10.385201557148507,8.119366242652838,0.5760362138051824
2016-08-31 05:47:07.316302,YouTube Music,Europe,26.255711668677073,9.637912939554399,7.3923496794937495,1.1261414510704206
2016-08-31 05:47:07.316302,YouTube Music,LATAM,16.462243272145674,6.885395382184915,3.962265540796128,0.6455616622538919
2016-08-31 05:47:07.316302,YouTube Music,APAC,16.251625045183516,6.847626320480699,4.614887351157905,1.3336299231074378
2016-08-31 05:47:07.316302,YouTube Music,ROW,4.319468275208578,1.9315889108467899,4.784486806604098,0.8373194456449289
2016-08-31 05:47:07.316302,Deezer,North America,4.235242067978552,2.0993358751779176,8.644251376462456,0.5592828255292696
2016-08-31 05:47:07.316302,Deezer,Europe,4.863830204107154,2.350660296031918,8.071037396963881,1.8608672879562287
2016-08-31 05:47:07.316302,Deezer,LATAM,3.2413210345471466,1.465847321420774,4.863569045436341,0.5676108642397104
2016-08-31 05:47:07.316302,Deezer,APAC,3.2809633942136176,1.2054700977040291,5.735737331512306,1.2154846214234345
2016-08-31 05:47:07.316302,Deezer,ROW,0.8630366439858158,0.31403751084382264,5.946394991137139,1.7110317617018065
2016-08-31 05:47:07.316302,Tidal,North America,1.3232846258353226,0.5372653825909145,7.778261382274421,1.7934223722893514
2016-08-31 05:47:07.316302,Tidal,Europe,1.5655837677522673,0.6875351265415308,7.649827913828313,1.9550973916669163
2016-08-31 05:47:07.316302,Tidal,LATAM,1.03845756953686,0.37914395260568856,3.6316795138829314,1.729239827523388
2016-08-31 05:47:07.316302,Tidal,APAC,1.073395051148253,0.3608679303057161,5.989015305403994,1.2057927325452247
2016-08-31 05:47:07.316302,Tidal,ROW,0.25531458676011143,0.10874150089267469,3.6781919917229233,0.6035520353559991
2016-09-30 05:47:07.316302,Spotify,North America,141.62482434097916,62.6312526162835,5.131034384026617,0.6720713888720575
2016-09-30 05:47:07.316302,Spotify,Europe,159.2696613763663,71.33160945351266,8.192442697926126,1.0653900114275756
2016-09-30 05:47:07.316302,Spotify,LATAM,107.93009982074037,45.24800465160902,5.293507843739585,0.5788649666300951
2016-09-30 05:47:07.316302,Spotify,APAC,104.11133512499185,49.9726232618515,3.0983206944276205,0.7551616254219107
2016-09-30 05:47:07.316302,Spotify,ROW,27.930024190508792,9.929818082048943,3.3204229372760152,0.5404296155637949
2016-09-30 05:47:07.316302,Apple Music,North America,26.42842713742426,10.6294866868119,8.846330857316508,1.1039742888763202
2016-09-30 05:47:07.316302,Apple Music,Europe,32.1819918782722,12.318982378335162,7.938643510858164,1.0039163857558413
2016-09-30 05:47:07.316302,Apple Music,LATAM,20.16673853570618,7.83444038693742,5.923692819719044,1.7928621322014369
2016-09-30 05:47:07.316302,Apple Music,APAC,20.870883686792126,9.748524995204454,5.1193292067586125,1.887700606464784
2016-09-30 05:47:07.316302,Apple Music,ROW,5.372262748333025,1.8981434066044578,5.005593363454646,1.5424185817695777
2016-09-30 05:47:07.316302,Amazon Music,North America,21.350081777700236,10.284896272061658,5.283566998128875,1.4400788114384737
2016-09-30 05:47:07.316302,Amazon Music,Europe,24.102310490899722,12.314393578327858,8.2365541527098,1.5006528449521397
2016-09-30 05:47:07.316302,Amazon Music,LATAM,16.764688523540947,6.44570514373111,5.998148551298925,1.6855327010493315
2016-09-30 05:47:07.316302,Amazon Music,APAC,17.72923528584373,6.865676800587549,5.001613560554642,1.569087250923714
2016-09-30 05:47:07.316302,Amazon Music,ROW,4.547044997566286,1.869570446987311,5.569713627011622,1.1256140456698567
2016-09-30 05:47:07.316302,YouTube Music,North America,21.83270329684456,9.755962389745681,8.153729467306675,1.1914881156946482
2016-09-30 05:47:07.316302,YouTube Music,Europe,26.399857818275382,11.948124845235242,5.331700631257423,1.7007876840686171
2016-09-30 05:47:07.316302,YouTube Music,LATAM,17.39530538230393,6.377800684457862,3.3682198710610183,1.8951892922818434
2016-09-30 05:47:07.316302,YouTube Music,APAC,18.16751895144111,5.649150600955647,4.2872183394134735,1.6201523804452993
2016-09-30 05:47:07.316302,YouTube Music,ROW,4.407707467635759,1.6161543351927543,4.971690927439109,1.3869600536673445
2016-09-30 05:47:07.316302,Deezer,North America,4.39120484996056,1.7317887618181895,8.570094883355267,1.3693199639440023
2016-09-30 05:47:07.316302,Deezer,Europe,4.7602876876962075,2.172358997402333,6.151979834806812,0.8661330631266231
2016-09-30 05:47:07.316302,Deezer,LATAM,3.435695729195948,1.3409979403346992,5.760908123927495,1.9836648112153787
