Month,Product,Company,Complaint_Count,Timely_Response_Pct,Consumer_Disputed_Pct,MoM_Change,YoY_Change
2019-03,Bank account,Equifax,2692,0.9549569161553351,0.2548776292052721,0.2905081495685522,-0.23804132465326922
2019-04,Bank account,Equifax,3810,0.9521510433449848,0.25248106044133484,0.4153046062407133,0.25535420098846795
2019-05,Bank account,Equifax,2944,0.9525857656933348,0.2523483966289963,-0.2272965879265092,0.06550850524791896
2019-06,Bank account,Equifax,2398,0.9562061462939836,0.25089258063163516,-0.18546195652173914,0.05918727915194344
2019-07,Bank account,Equifax,2753,0.9542959194339179,0.24500732760137386,0.14804003336113425,0.13619479983491534
2019-08,Bank account,Equifax,3313,0.955947226286767,0.2567023912771104,0.20341445695604787,0.7291231732776617
2019-09,Bank account,Equifax,2057,0.954346977737686,0.24563307631195166,-0.3791125867793541,-0.24954396205764318
2019-10,Bank account,Equifax,3280,0.9550016119927215,0.24916197153023195,0.5945551774428779,0.08825481088254805
2019-11,Bank account,Equifax,2878,0.9564400923515667,0.24712671242175835,-0.1225609756097561,0.16991869918699187
2019-12,Bank account,Equifax,3140,0.9540387078215458,0.24978241365862802,0.09103544127866581,0.13316492241068212
2020-01,Bank account,Equifax,3860,0.9532434850645228,0.25029264302504955,0.2292993630573248,0.14268798105387814
2020-02,Bank account,Equifax,2730,0.9546084654741405,0.24555425997218383,-0.29274611398963735,0.3087248322147651
2020-03,Bank account,Equifax,3713,0.9543199829199108,0.2519772272574194,0.3600732600732601,0.3792719167904903
2020-04,Bank account,Equifax,3429,0.9551111554536009,0.2539231297642849,-0.07648801508214387,-0.09999999999999998
2020-05,Bank account,Equifax,2276,0.9541881774448606,0.24703456049260242,-0.33624963546223385,-0.22690217391304346
2020-06,Bank account,Equifax,3015,0.9564456829779995,0.24890531165251562,0.3246924428822495,0.2572977481234362
2020-07,Bank account,Equifax,2825,0.9552495487682122,0.2507038680184471,-0.06301824212271978,0.026153287322920438
2020-08,Bank account,Equifax,2930,0.9548962992456085,0.258464752576717,0.03716814159292037,-0.11560519166918204
2020-09,Bank account,Equifax,2573,0.9535169639105694,0.24813845685246913,-0.12184300341296928,0.25085075352455033
2020-10,Bank account,Equifax,2768,0.9560157245685701,0.2585788888900703,0.0757870190439176,-0.15609756097560978
2020-11,Bank account,Equifax,3207,0.9540304552771808,0.2445864427185664,0.15859826589595372,0.11431549687282838
2020-12,Bank account,Equifax,3055,0.9553331182059595,0.2524874966602182,-0.0473963205487995,-0.027070063694267565
2021-01,Bank account,Equifax,4207,0.955311501697907,0.24959968311150452,0.37708674304418976,0.08989637305699483
2021-02,Bank account,Equifax,3562,0.95375985776063,0.251521236972866,-0.15331590206798196,0.3047619047619048
2021-03,Bank account,Equifax,3560,0.9545563779001414,0.24292423113479278,-0.0005614823133071045,-0.041206571505521095
2021-04,Bank account,Equifax,3607,0.9562397775334566,0.25490335457822155,0.013202247191011152,0.051910177894429754
2021-05,Bank account,Equifax,2881,0.9554007738065707,0.2526107999566747,-0.20127529803160527,0.265817223198594
2021-06,Bank account,Equifax,3608,0.952666896407741,0.25274908410542046,0.25234293648038886,0.19668325041459367
2021-07,Bank account,Equifax,2799,0.9552593377937212,0.25140241376696565,-0.2242239467849224,-0.00920353982300881
2021-08,Bank account,Equifax,3133,0.9549481775914017,0.24630987870408994,0.11932833154698108,0.06928327645051202
2021-09,Bank account,Equifax,2946,0.9556907521598083,0.24374010686309383,-0.05968720076603895,0.14496696463272452
2021-10,Bank account,Equifax,2756,0.9562536827203995,0.24631333149904852,-0.06449422946367955,-0.00433526011560692
2021-11,Bank account,Equifax,3144,0.9546078048188491,0.2536444189039988,0.14078374455732945,-0.019644527595883976
2021-12,Bank account,Equifax,3983,0.9547831139871144,0.24784515641677451,0.2668575063613232,0.30376432078559734
2022-01,Bank account,Equifax,3641,0.9556949722584134,0.2506647764623894,-0.08586492593522466,-0.13453767530306637
2022-02,Bank account,Equifax,3991,0.9533688943892097,0.24375310081834828,0.09612743751716568,0.12043795620437958
2022-03,Bank account,Equifax,4886,0.9541595093869566,0.24524576334044904,0.2242545727887748,0.37247191011235947
2022-04,Bank account,Equifax,2840,0.954886388292288,0.25135197115129687,-0.4187474416700778,-0.212642084835043
2022-05,Bank account,Equifax,3110,0.9540140420358107,0.25321324059196104,0.09507042253521125,0.07948628948281855
2022-06,Bank account,Equifax,2900,0.9533900579298842,0.24896972185017688,-0.067524115755627,-0.1962305986696231
2022-07,Bank account,Equifax,3200,0.9539120793202556,0.24961998518245027,0.10344827586206895,0.14326545194712392
2022-08,Bank account,Equifax,3960,0.9548660499429832,0.24738198270012735,0.23750000000000004,0.2639642515161187
2022-09,Bank account,Equifax,2857,0.9542486757059214,0.24970429637998942,-0.2785353535353535,-0.030210454854039392
2022-10,Bank account,Equifax,2924,0.9548013053166184,0.24930643658486704,0.023451172558627942,0.060957910014513894
2022-11,Bank account,Equifax,3525,0.9565019659802777,0.2498473432752632,0.20554035567715467,0.12118320610687028
2022-12,Bank account,Equifax,5061,0.9554348436396288,0.24612331383786332,0.4357446808510639,0.2706502636203867
2023-01,Bank account,Equifax,4400,0.9548903433463739,0.24890037187270028,-0.13060659948626752,0.2084592145015105
2023-02,Bank account,Equifax,4006,0.9555509655121273,0.24756176566644014,-0.0895454545454546,0.0037584565271862047
2023-03,Bank account,Equifax,5444,0.9565311217936748,0.2526278282659917,0.3589615576635048,0.11420384772820302
2023-04,Bank account,Equifax,3861,0.9538604115193601,0.2541827578287656,-0.2907788390889052,0.35950704225352115
2023-05,Bank account,Equifax,2869,0.9531354269717134,0.2533817123479832,-0.25692825692825694,-0.07749196141479098
2023-06,Bank account,Equifax,5178,0.9545119520430018,0.24067304281340177,0.8048100383408854,0.7855172413793103
2023-07,Bank account,Equifax,3648,0.9545460692780852,0.24540776198365707,-0.2954808806488992,0.1399999999999999
2023-08,Bank account,Equifax,3634,0.9555691424175701,0.25507695531184943,-0.003837719298245612,-0.08232323232323235
2023-09,Bank account,Equifax,3796,0.9561015817361964,0.24995048061184644,0.044578976334617604,0.328666433321666
2023-10,Bank account,Equifax,3462,0.9538116130995755,0.2504136513306437,-0.08798735511064282,0.18399452804377558
2023-11,Bank account,Equifax,4117,0.9545931582976434,0.24774257391303472,0.18919699595609485,0.1679432624113475
2023-12,Bank account,Equifax,3717,0.9537030858365281,0.2577436265516079,-0.09715812484819042,-0.2655601659751037
2024-01,Bank account,Equifax,5480,0.955105696852776,0.2562119946600786,0.4743072370191015,0.24545454545454537
2024-02,Bank account,Equifax,4162,0.9543514681451822,0.25667117162376807,-0.2405109489051095,0.03894158761857214
2024-03,Bank account,Equifax,4834,0.9543072283938234,0.24792323041137485,0.16146083613647289,-0.1120499632623071
2024-04,Bank account,Equifax,5941,0.9568832321617764,0.2443303917822976,0.22900289615225478,0.5387205387205387
2024-05,Bank account,Equifax,3616,0.9544055841522902,0.24944614071694177,-0.3913482578690456,0.26036946671314043
2024-06,Bank account,Equifax,3697,0.9537351382279862,0.2491137812339373,0.022400442477876092,-0.2860177674777906
2024-07,Bank account,Equifax,4675,0.9548153496449123,0.25176829971332826,0.26453881525561274,0.28152412280701755
2024-08,Bank account,Equifax,3311,0.9533254810628844,0.2472179417289074,-0.2917647058823529,-0.08888277380297194
2024-09,Bank account,Equifax,4151,0.9555787819817295,0.24911758490119013,0.2536997885835095,0.09351949420442573
2024-10,Bank account,Equifax,3481,0.954926868352187,0.24763460839765852,-0.1614068899060468,0.005488157134604377
2024-11,Bank account,Equifax,4495,0.9545660209994608,0.2468718408307567,0.2912956047112898,0.09181442798154005
2024-12,Bank account,Equifax,4385,0.9569079170310707,0.2522408542290476,-0.024471635150166815,0.1797148237826205
2025-01,Bank account,Equifax,4294,0.9556644483483286,0.2501002501121862,-0.020752565564424175,-0.2164233576642336
2025-02,Bank account,Equifax,5916,0.956604089063123,0.24150665700723464,0.37773637633907775,0.42143200384430557
2025-03,Bank account,Equifax,4991,0.9565710226286296,0.25017133497776367,-0.15635564570655847,0.03247827885808863
2025-04,Bank account,Equifax,4738,0.9550202896331172,0.2492927631935626,-0.05069124423963134,-0.20249116310385462
2025-05,Bank account,Equifax,4118,0.9558744003000259,0.24854541689619367,-0.1308569016462643,0.13882743362831862
2025-06,Bank account,Equifax,3792,0.9568587545177545,0.24623287682523495,-0.07916464303059734,0.025696510684338758
2025-07,Bank account,Equifax,4061,0.9549447804679315,0.24784950169091266,0.07093881856540074,-0.13133689839572193
2025-08,Bank account,Equifax,4193,0.954032259108142,0.24779508740815717,0.032504309283427624,0.2663847780126849
2025-09,Bank account,Equifax,4104,0.9562467544154752,0.24424516614676747,-0.021225852611495344,-0.011322572874006287
2025-10,Bank account,Equifax,4869,0.9564274858154215,0.2450432803519369,0.1864035087719298,0.3987359954036196
2025-11,Bank account,Equifax,4659,0.9549515468333039,0.25191781677011243,-0.04313000616142948,0.03648498331479422
2025-12,Bank account,Equifax,5421,0.9541408596644538,0.24795345894311804,0.163554410817772,0.23625997719498293
2026-01,Bank account,Equifax,6850,0.9545754350143804,0.24629885110683236,0.2636045010145729,0.5952491849091757
2016-02,Credit card,Equifax,3582,0.9538778666295772,0.24431855198561508,,
2016-03,Credit card,Equifax,3994,0.9547536433446574,0.24970568599326715,0.11501954215522048,
2016-04,Credit card,Equifax,3988,0.9551575822201196,0.250842098534292,-0.001502253380070151,
2016-05,Credit card,Equifax,3218,0.9547915178383005,0.25285136091102384,-0.1930792377131394,
2016-06,Credit card,Equifax,3381,0.9559878625883088,0.2514551434925389,0.05065257924176514,
2016-07,Credit card,Equifax,3328,0.9555569337093479,0.25436667100709426,-0.015675835551611894,
2016-08,Credit card,Equifax,3794,0.9569831868007482,0.24714609906479182,0.14002403846153855,
2016-09,Credit card,Equifax,2822,0.9558446955735989,0.24706524046842412,-0.25619399051133374,
2016-10,Credit card,Equifax,3034,0.9546777314222789,0.24266063474179242,0.07512402551381991,
2016-11,Credit card,Equifax,4354,0.9542598876992939,0.2532231778598725,0.4350692155570204,
2016-12,Credit card,Equifax,3716,0.9547317379460203,0.2511200159267231,-0.14653192466697285,
2017-01,Credit card,Equifax,3922,0.952750578572705,0.24930659154161444,0.05543595263724432,
2017-02,Credit card,Equifax,3688,0.954161370273025,0.25312888818677914,-0.05966343702192756,0.02959240647682848
2017-03,Credit card,Equifax,4706,0.9538423041963445,0.25198276020788385,0.27603036876355747,0.1782674011016525
2017-04,Credit card,Equifax,4033,0.9545078983463784,0.2539035686989673,-0.14300892477688054,0.011283851554664048
2017-05,Credit card,Equifax,3453,0.9529273714882369,0.25228874297829496,-0.14381353830895116,0.07302672467371041
2017-06,Credit card,Equifax,3207,0.9570986180030331,0.24955619901362444,-0.07124239791485665,-0.051464063886424105
2017-07,Credit card,Equifax,2964,0.9564072170068717,0.2515421977227208,-0.07577174929840969,-0.109375
2017-08,Credit card,Equifax,3053,0.9550631340949772,0.24951035731630963,0.030026990553306376,-0.1953083816552451
2017-09,Credit card,Equifax,2553,0.9546980588498702,0.2550439969216453,-0.1637733377006223,-0.095322466335932
2017-10,Credit card,Equifax,3680,0.9561841318065966,0.2426045296259689,0.4414414414414414,0.21292023731048126
2017-11,Credit card,Equifax,4017,0.9544671669002777,0.24666276738067755,0.09157608695652164,-0.07740009186954522
2017-12,Credit card,Equifax,3679,0.9548329951252985,0.24604376139480913,-0.08414239482200647,-0.009956942949407965
2018-01,Credit card,Equifax,4946,0.9545225579612695,0.2558062946746354,0.3443870617015494,0.26109127995920445
2018-02,Credit card,Equifax,4674,0.953939342193841,0.24751061639595323,-0.054993934492519214,0.2673535791757049
2018-03,Credit card,Equifax,4610,0.9546222882424388,0.25243221725885895,-0.01369276850663248,-0.020399490012749655
2018-04,Credit card,Equifax,5309,0.9552187447188617,0.2478078176604708,0.15162689804772245,0.31638978427969255
2018-05,Credit card,Equifax,3540,0.9567236721714926,0.2521289114922985,-0.3332077604068563,0.025195482189400487
2018-06,Credit card,Equifax,3867,0.956212538778183,0.24219523493343878,0.09237288135593213,0.20579981290926108
2018-07,Credit card,Equifax,3491,0.9566458672209218,0.2556214201821642,-0.09723299715541767,0.177800269905533
2018-08,Credit card,Equifax,4235,0.9556301435576534,0.2563021762081506,0.21311945001432253,0.3871601703242713
2018-09,Credit card,Equifax,3578,0.9566931390310071,0.2493702711015902,-0.15513577331759154,0.40148844496670577
2018-10,Credit card,Equifax,4336,0.9550486987588138,0.2555490356814185,0.21185019564002228,0.17826086956521747
2018-11,Credit card,Equifax,3912,0.9562067007263362,0.24786666657677955,-0.0977859778597786,-0.026138909634055296
2018-12,Credit card,Equifax,4375,0.9556413106404765,0.2428221494342022,0.11835378323108392,0.18918184289209017
2019-01,Credit card,Equifax,5342,0.9520917655523965,0.2510099924915475,0.22102857142857135,0.08006469874646172
2019-02,Credit card,Equifax,5820,0.9544022713421484,0.24737124332299953,0.08947959565705732,0.245186136071887
2019-03,Credit card,Equifax,4299,0.9529877561536337,0.2566442374267916,-0.26134020618556697,-0.06746203904555315
2019-04,Credit card,Equifax,4654,0.9521923763615434,0.2469333791679165,0.08257734356827173,-0.1233754002637032
2019-05,Credit card,Equifax,3729,0.9542125683590014,0.2569469440340795,-0.19875376020627422,0.05338983050847457
2019-06,Credit card,Equifax,3471,0.9551708505608615,0.24970859229112174,-0.06918744971842317,-0.10240496508921648
2019-07,Credit card,Equifax,3970,0.9557795647049497,0.250513613752687,0.1437626044367617,0.1372099684904038
2019-08,Credit card,Equifax,3771,0.9540597915780294,0.251253599148213,-0.05012594458438291,-0.10956316410861866
2019-09,Credit card,Equifax,3646,0.9536458470644741,0.2468990869378505,-0.03314770617873242,0.019005030743432183
2019-10,Credit card,Equifax,4193,0.9541595288338917,0.2523330840702828,0.15002742731760832,-0.032979704797047926
2019-11,Credit card,Equifax,4552,0.9543393428069437,0.24881512955697582,0.08561888862389688,0.16359918200409007
2019-12,Credit card,Equifax,4614,0.9558299608348483,0.24733273192285624,0.01362038664323384,0.05462857142857147
2020-01,Credit card,Equifax,4625,0.9534287595931656,0.25194165084109676,0.0023840485478976436,-0.13421939348558587
2020-02,Credit card,Equifax,5445,0.9567132520300455,0.24140667067625332,0.17729729729729726,-0.06443298969072164
2020-03,Credit card,Equifax,4707,0.9548582927199618,0.2452328088251108,-0.13553719008264464,0.09490579204466165
2020-04,Credit card,Equifax,5568,0.9565573745941507,0.251263528071548,0.18291905672402797,0.19639020197679424
2020-05,Credit card,Equifax,4315,0.9542155465811293,0.25149582886199984,-0.22503591954022983,0.15714668812013954
2020-06,Credit card,Equifax,4420,0.9545957209913081,0.2434135869737305,0.024333719582850577,0.27340823970037453
2020-07,Credit card,Equifax,3936,0.9563001587996753,0.24524728074568683,-0.10950226244343897,-0.008564231738035222
2020-08,Credit card,Equifax,4396,0.9565278273996063,0.24593549580500776,0.11686991869918706,0.16573853089366208
2020-09,Credit card,Equifax,3903,0.9543443933330745,0.24446228742422893,-0.11214740673339396,0.07048820625342844
2020-10,Credit card,Equifax,4477,0.9547551541011614,0.2491320331824127,0.14706635921086342,0.06773193417600765
2020-11,Credit card,Equifax,5758,0.9553277664974082,0.25030102448696123,0.2861291043109224,0.26493848857644986
2020-12,Credit card,Equifax,6210,0.9565677258473231,0.25415577961623664,0.07849947898575893,0.3459037711313393
2021-01,Credit card,Equifax,6550,0.9548340429294946,0.25361609072256724,0.054750402576489554,0.4162162162162162
2021-02,Credit card,Equifax,5794,0.9558101557523122,0.25507194552017565,-0.11541984732824428,0.06409550045913681
2021-03,Credit card,Equifax,6598,0.9553964037327579,0.24815809294181418,0.13876423886779432,0.40174208625451446
2021-04,Credit card,Equifax,6466,0.9526096384317205,0.2469140392967238,-0.020006062443164607,0.16127873563218387
2021-05,Credit card,Equifax,4638,0.9543738707672628,0.24949687724093794,-0.2827095576863594,0.07485515643105445
2021-06,Credit card,Equifax,4020,0.9544708504203183,0.25441945805092286,-0.1332470892626132,-0.0904977375565611
2021-07,Credit card,Equifax,5333,0.9533242124080019,0.24463530072099243,0.3266169154228855,0.35492886178861793
2021-08,Credit card,Equifax,4112,0.9546366462859206,0.2520875608608387,-0.22895180948809302,-0.06460418562329395
2021-09,Credit card,Equifax,4704,0.9561932782194672,0.25054450451335514,0.14396887159533067,0.2052267486548809
2021-10,Credit card,Equifax,5609,0.95465758872658,0.25278724648954426,0.19238945578231292,0.25284788921152557
2021-11,Credit card,Equifax,6581,0.9567479448152071,0.23844627778975816,0.17329292208949898,0.1429315734630079
2021-12,Credit card,Equifax,6167,0.9568752757143967,0.24933227065470268,-0.06290837258775261,-0.006924315619967758
2022-01,Credit card,Equifax,5881,0.9549152366875349,0.24655248334242894,-0.04637587157450951,-0.10213740458015264
2022-02,Credit card,Equifax,5707,0.9515286962288687,0.2432765151844714,-0.02958680496514199,-0.015015533310321016
2022-03,Credit card,Equifax,5280,0.9529498728765569,0.2494700366384508,-0.07482039600490631,-0.19975750227341615
2022-04,Credit card,Equifax,5667,0.9559335829743456,0.250672376313491,0.0732954545454545,-0.12356944014846893
2022-05,Credit card,Equifax,5976,0.9550154074667692,0.2533347225841795,0.05452620434092115,0.28848641655886165
2022-06,Credit card,Equifax,4236,0.9560064502019119,0.25011862346233055,-0.2911646586345381,0.0537313432835822
2022-07,Credit card,Equifax,4378,0.9548868582269225,0.25030969611513815,0.033522190745986835,-0.17907369210575663
2022-08,Credit card,Equifax,5008,0.9537543851193783,0.25372535586439493,0.14390132480584739,0.2178988326848248
2022-09,Credit card,Equifax,5672,0.9543504437668777,0.24144743955133907,0.13258785942492013,0.20578231292517013
2022-10,Credit card,Equifax,5863,0.9550145242480144,0.24605598519584868,0.03367418899858965,0.045284364414334144
2022-11,Credit card,Equifax,6024,0.9541151166013636,0.24471989898219423,0.027460344533515313,-0.08463759307096186
2022-12,Credit card,Equifax,6541,0.954640423075374,0.25422005653186497,0.08582337317397082,0.06064537052051233
2023-01,Credit card,Equifax,7939,0.955793976734377,0.25311264371049447,0.21372878764714875,0.3499404863118518
2023-02,Credit card,Equifax,6655,0.9548702543225372,0.24550607966680296,-0.16173321577024813,0.1661117925354827
2023-03,Credit card,Equifax,5858,0.9543614660163239,0.2499282373112116,-0.1197595792637115,0.10946969696969688
2023-04,Credit card,Equifax,6206,0.9542730374962298,0.24758249599699647,0.05940594059405946,0.09511205223222174
2023-05,Credit card,Equifax,5540,0.9556726918085471,0.25286301594824173,-0.10731550112794075,-0.07295850066934406
2023-06,Credit card,Equifax,4650,0.9538806887307716,0.2501222858080157,-0.1606498194945848,0.09773371104815864
2023-07,Credit card,Equifax,4821,0.953652356708389,0.24424175332197307,0.03677419354838718,0.1011877569666515
2023-08,Credit card,Equifax,5869,0.9543220359441269,0.25309795455376904,0.21738228583281471,0.17192492012779548
2023-09,Credit card,Equifax,6719,0.9548732489680805,0.24793256356812465,0.14482876128812405,0.1845909732016926
2023-10,Credit card,Equifax,5260,0.9531577884792457,0.25309973133371594,-0.21714540854293796,-0.10284837114105405
2023-11,Credit card,Equifax,8524,0.9538529074048924,0.24432148376324608,0.620532319391635,0.4150066401062418
2023-12,Credit card,Equifax,7734,0.9553855601207688,0.2467285277570897,-0.0926794931956828,0.18238801406512772
2024-01,Credit card,Equifax,7995,0.9543768425751044,0.24758860610365707,0.03374709076803728,0.0070537851114749195
2024-02,Credit card,Equifax,6585,0.9541108333675093,0.24426084813889964,-0.17636022514071292,-0.010518407212622094
2024-03,Credit card,Equifax,5484,0.9565025656283885,0.24703545005660396,-0.16719817767653755,-0.06384431546602931
2024-04,Credit card,Equifax,8012,0.9560302601082998,0.2488430625966859,0.4609773887673232,0.2910087012568483
2024-05,Credit card,Equifax,4938,0.9544163204524103,0.25256899659986637,-0.38367448826759865,-0.10866425992779782
2024-06,Credit card,Equifax,4652,0.9564677420598386,0.24953228910399705,-0.05791818550020256,0.00043010752688177334
2024-07,Credit card,Equifax,5560,0.953156124117458,0.24846310357559234,0.19518486672398971,0.15328769964737599
2024-08,Credit card,Equifax,6399,0.9527690408736301,0.24610762707821207,0.15089928057553958,0.09030499233259492
2024-09,Credit card,Equifax,5524,0.9543548705369518,0.24608155810502286,-0.1367401156430692,-0.17785384729870513
2024-10,Credit card,Equifax,6496,0.954548032326367,0.2521274546053783,0.17595944967414923,0.23498098859315597
2024-11,Credit card,Equifax,6844,0.9560733984482255,0.24885901850410388,0.0535714285714286,-0.19709056780854062
2024-12,Credit card,Equifax,6367,0.9554408087305366,0.24994310370260067,-0.06969608416130912,-0.1767520041375743
2025-01,Credit card,Equifax,8210,0.9535818948122553,0.2535397094076262,0.2894612847494895,0.026891807379612276
2025-02,Credit card,Equifax,8106,0.954454193767552,0.25891795389525135,-0.012667478684531108,0.23097949886104785
2025-03,Credit card,Equifax,7144,0.9551030268658433,0.25345675292843467,-0.11867752282260058,0.30269876002917573
2025-04,Credit card,Equifax,8734,0.9519164144255523,0.2494788915075915,0.22256438969764836,0.09011482775836255
2025-05,Credit card,Equifax,6339,0.9556261419621348,0.2515376036733671,-0.27421570872452483,0.2837181044957473
2025-06,Credit card,Equifax,5350,0.9554552802889311,0.2474799498956792,-0.15601829941631173,0.15004299226139306
2025-07,Credit card,Equifax,6772,0.9551776045964397,0.2487173314176655,0.26579439252336456,0.21798561151079143
2025-08,Credit card,Equifax,7059,0.9559712602523641,0.25230791429885424,0.04238038984051973,0.1031411157993436
2025-09,Credit card,Equifax,6505,0.9561529211630135,0.25306669645975155,-0.07848137129905086,0.1775887038377988
2025-10,Credit card,Equifax,5123,0.9532458441330462,0.2533666456541918,-0.21245196003074562,-0.2113608374384236
2025-11,Credit card,Equifax,7132,0.9544516125002653,0.2507388727825824,0.3921530353308609,0.042080654587960176
2025-12,Credit card,Equifax,8336,0.9559243206951714,0.24552709083463517,0.16881660123387543,0.309250824564159
2026-01,Credit card,Equifax,10304,0.9549158102460521,0.24685057901686205,0.23608445297504788,0.2550548112058466
2016-02,Credit reporting,Equifax,6793,0.9558855250703666,0.24729374716952998,,
2016-03,Credit reporting,Equifax,14314,0.9555573240627068,0.2496398383585821,1.1071691447077874,
2016-04,Credit reporting,Equifax,10660,0.956363331811047,0.24457826468909066,-0.2552745563783708,
2016-05,Credit reporting,Equifax,8167,0.954002377917243,0.24811858080423427,-0.23386491557223266,
2016-06,Credit reporting,Equifax,9077,0.9561581832537116,0.25292734623117685,0.11142402350924452,
2016-07,Credit reporting,Equifax,9312,0.9545376976309949,0.2461878523346872,0.025889611104990662,
2016-08,Credit reporting,Equifax,8495,0.9537092016935654,0.25061922363383193,-0.08773625429553267,
2016-09,Credit reporting,Equifax,8778,0.9541636808721323,0.24942764002279116,0.033313713949381984,
2016-10,Credit reporting,Equifax,6373,0.9546353950559435,0.24168117829429278,-0.2739804055593529,
2016-11,Credit reporting,Equifax,9079,0.9539010345592083,0.24807950989056415,0.42460379726973163,
2016-12,Credit reporting,Equifax,9206,0.9544315434524855,0.2530450789683608,0.013988324705364041,
2017-01,Credit reporting,Equifax,14739,0.9555157821997428,0.252093917828029,0.6010210732131218,
2017-02,Credit reporting,Equifax,7866,0.9563988427781747,0.25065582899522887,-0.46631386118461227,0.1579567201530987
2017-03,Credit reporting,Equifax,9532,0.9559049641625963,0.24695024290631795,0.2117976099669463,-0.3340785245214475
2017-04,Credit reporting,Equifax,10310,0.9540781622860299,0.2470352373816639,0.08161980696600923,-0.032833020637898724
2017-05,Credit reporting,Equifax,9034,0.9538142719416733,0.25222144860716267,-0.12376333656644034,0.10615893228847795
2017-06,Credit reporting,Equifax,9089,0.9542629571917495,0.2418122649108092,0.0060881115784812145,0.0013220226947230351
2017-07,Credit reporting,Equifax,8302,0.9536621195165537,0.2492427928449441,-0.08658818351853892,-0.10846219931271472
2017-08,Credit reporting,Equifax,9918,0.9520166473900015,0.2564908419068979,0.19465189111057568,0.16751030017657453
