Date,Issuer,Complaint_Count,Resolved_Pct,Avg_Resolution_Days,Monetary_Relief,Complaints_7d,Complaints_30d,Resolution_Score,Speed_Score,Compliance_Score
2016-02-24 05:42:07.872292,AmEx,95,0.9230269884209059,17.37735849056604,29600,568.0,,92.30269884209059,71.0377358490566,
2016-02-25 05:42:07.872292,AmEx,79,0.9181627230340473,17.303571428571427,32900,580.0,,91.81627230340473,71.16071428571429,
2016-02-26 05:42:07.872292,AmEx,101,0.9172327436835525,17.473684210526315,24350,602.0,,91.72327436835525,70.87719298245614,
2016-02-29 05:42:07.872292,AmEx,65,0.9149524801557721,16.020833333333332,28400,571.0,,91.49524801557722,73.29861111111111,
2016-03-01 05:42:07.872292,AmEx,50,0.9157472129199411,15.484848484848484,15200,550.0,,91.57472129199411,74.1919191919192,
2016-03-02 05:42:07.872292,AmEx,58,0.9107319185289345,17.291666666666668,19300,532.0,,91.07319185289346,71.18055555555556,
2016-03-03 05:42:07.872292,AmEx,56,0.9124292671184039,17.956521739130434,13100,504.0,,91.24292671184038,70.07246376811594,
2016-03-04 05:42:07.872292,AmEx,35,0.9181144889889209,17.060606060606062,10600,444.0,,91.8114488988921,71.56565656565655,
2016-03-06 05:42:07.872292,AmEx,1,0.9626344744789219,28.0,100,366.0,,96.26344744789219,53.333333333333336,
2016-03-07 05:42:07.872292,AmEx,60,0.9277233835037632,17.975609756097562,15100,325.0,,92.77233835037632,70.04065040650406,
2016-03-08 05:42:07.872292,AmEx,43,0.9111479906444521,17.52777777777778,14050,303.0,,91.11479906444521,70.78703703703704,
2016-03-09 05:42:07.872292,AmEx,44,0.924611413237802,16.4,14800,297.0,,92.46114132378021,72.66666666666667,
2016-03-10 05:42:07.872292,AmEx,36,0.9107540861782584,18.558823529411764,11150,275.0,,91.07540861782584,69.06862745098039,
2016-03-11 05:42:07.872292,AmEx,34,0.930106932821282,17.806451612903224,6200,253.0,1964.0,93.0106932821282,70.3225806451613,83.6741208346125
2016-03-12 05:42:07.872292,AmEx,2,0.9114523089303055,21.5,1050,220.0,1872.0,91.14523089303054,64.16666666666666,81.07861544651527
2016-03-14 05:42:07.872292,AmEx,66,0.9195075810376586,16.638297872340427,22550,285.0,1874.0,91.95075810376586,72.26950354609929,83.90823011571271
2016-03-15 05:42:07.872292,AmEx,48,0.916226388402313,16.975609756097562,16200,273.0,1855.0,91.6226388402313,71.70731707317073,83.61351454206688
2016-03-16 05:42:07.872292,AmEx,49,0.9135574324095753,17.357142857142858,15900,279.0,1902.0,91.35574324095754,71.07142857142857,83.19530019190734
2016-03-17 05:42:07.872292,AmEx,37,0.9105866844816413,19.36111111111111,11100,272.0,1874.0,91.05866844816413,67.73148148148148,82.10077866852652
2016-03-18 05:42:07.872292,AmEx,36,0.9129260735523755,17.09090909090909,16250,272.0,1825.0,91.29260735523755,71.51515151515152,83.45084913216422
2016-03-21 05:42:07.872292,AmEx,52,0.9152003581468444,16.35,13450,290.0,1797.0,91.52003581468445,72.75,83.99101790734223
2016-03-22 05:42:07.872292,AmEx,44,0.9134030076213152,16.55,12700,332.0,1755.0,91.34030076213152,72.41666666666667,83.88515038106576
2016-03-23 05:42:07.872292,AmEx,59,0.9129102649208906,16.829787234042552,18600,325.0,1722.0,91.29102649208906,71.95035460992908,83.78661962902325
2016-03-24 05:42:07.872292,AmEx,16,0.9311367014188342,17.125,3500,293.0,1639.0,93.11367014188342,71.45833333333334,84.71633507094171
2016-03-25 05:42:07.872292,AmEx,55,0.9175221933645892,18.6,19400,299.0,1627.0,91.75221933645892,69.0,83.32210966822947
2016-03-27 05:42:07.872292,AmEx,5,0.9066122903278867,16.2,800,267.0,1553.0,90.66122903278867,73.0,84.12461451639433
2016-03-28 05:42:07.872292,AmEx,60,0.9159356352611636,16.4390243902439,18850,291.0,1517.0,91.59356352611636,72.60162601626016,84.54326956793622
2016-03-29 05:42:07.872292,AmEx,44,0.91676215389364,17.95,16350,283.0,1490.0,91.676215389364,70.08333333333334,83.883107694682
2016-03-30 05:42:07.872292,AmEx,48,0.9119449586951501,17.38095238095238,16350,287.0,1462.0,91.19449586951501,71.03174603174604,83.98277174428131
2016-03-31 05:42:07.872292,AmEx,46,0.9113265622815011,16.390243902439025,13950,274.0,1424.0,91.13265622815011,72.6829268292683,84.52320616285554
2016-04-01 05:42:07.872292,AmEx,61,0.9236790137559817,18.615384615384617,16850,319.0,1390.0,92.36790137559817,68.97435897435898,84.09625838010678
2016-04-04 05:42:07.872292,AmEx,40,0.9100720763777402,16.529411764705884,17000,304.0,1351.0,91.00720763777403,72.45098039215686,84.53689793653407
2016-04-05 05:42:07.872292,AmEx,34,0.9266207417416756,15.96875,11200,333.0,1284.0,92.66207417416756,73.38541666666666,85.77866208708377
2016-04-06 05:42:07.872292,AmEx,31,0.9076705962924069,16.75,7850,304.0,1250.0,90.76705962924069,72.08333333333333,84.50852981462035
2016-04-07 05:42:07.872292,AmEx,50,0.9253154479251837,18.82608695652174,19300,310.0,1250.0,92.53154479251837,68.6231884057971,84.35272891799832
2016-04-08 05:42:07.872292,AmEx,52,0.9226334557410953,17.692307692307693,15650,314.0,1244.0,92.26334557410954,70.51282051282051,84.79751894090091
2016-04-11 05:42:07.872292,AmEx,57,0.9020043260352283,16.46511627906977,11100,325.0,1245.0,90.20043260352283,72.55813953488372,84.37765816222654
2016-04-12 05:42:07.872292,AmEx,41,0.9024745850754707,16.42105263157895,14950,305.0,1251.0,90.24745850754708,72.63157894736841,84.41120293798407
2016-04-13 05:42:07.872292,AmEx,56,0.9142662844788139,18.57777777777778,19750,321.0,1306.0,91.42662844788138,69.03703703703704,83.81242533505181
2016-04-14 05:42:07.872292,AmEx,52,0.9154701719200365,17.536585365853657,13350,339.0,1298.0,91.54701719200365,70.77235772357724,84.409215913075
2016-04-15 05:42:07.872292,AmEx,53,0.9317258269384239,17.61904761904762,18000,361.0,1308.0,93.17258269384239,70.63492063492063,85.16076753739738
2016-04-17 05:42:07.872292,AmEx,2,0.8556418095815452,19.5,1050,313.0,1266.0,85.56418095815452,67.5,80.50009047907726
2016-04-18 05:42:07.872292,AmEx,36,0.9073216994804859,15.8125,10200,297.0,1266.0,90.7321699480486,73.64583333333333,84.9278349740243
2016-04-19 05:42:07.872292,AmEx,62,0.9182114088398486,16.782608695652176,21100,302.0,1294.0,91.82114088398487,72.02898550724638,84.93126609416635
2016-04-20 05:42:07.872292,AmEx,40,0.9106562637092979,17.763157894736842,10350,301.0,1332.0,91.06562637092979,70.39473684210526,83.98723423809648
2016-04-21 05:42:07.872292,AmEx,54,0.9044871622795412,17.066666666666666,13550,299.0,1320.0,90.44871622795412,71.55555555555556,84.05102478064373
2016-04-22 05:42:07.872292,AmEx,40,0.9198816027945099,16.771428571428572,9900,287.0,1312.0,91.988160279451,72.04761904761904,84.98436585401122
2016-04-25 05:42:07.872292,AmEx,59,0.9119362782896199,18.11111111111111,16650,293.0,1322.0,91.193627828962,69.81481481481481,83.89725835892543
2016-04-26 05:42:07.872292,AmEx,49,0.9092408581038326,16.842105263157894,12600,340.0,1334.0,90.92408581038326,71.9298245614035,84.37299027361269
2016-04-27 05:42:07.872292,AmEx,45,0.922789986103024,17.2,11750,349.0,1343.0,92.2789986103024,71.33333333333333,84.85349930515119
2016-04-28 05:42:07.872292,AmEx,36,0.9253766600624932,14.93939393939394,11150,323.0,1327.0,92.53766600624932,75.1010101010101,86.14513603342769
2016-04-29 05:42:07.872292,AmEx,54,0.9144518309258642,15.404255319148936,18750,337.0,1337.0,91.44518309258642,74.32624113475177,85.34646388671874
2016-05-02 05:42:07.872292,AmEx,44,0.9209840113046898,16.232558139534884,8500,327.0,1322.0,92.09840113046897,72.94573643410853,85.28892149546704
2016-05-03 05:42:07.872292,AmEx,61,0.9081873784066962,16.152173913043477,18700,348.0,1367.0,90.81873784066961,73.07971014492753,84.59928196381307
2016-05-04 05:42:07.872292,AmEx,63,0.9088281171889533,17.102040816326532,16000,352.0,1375.0,90.88281171889533,71.49659863945578,84.1403854512844
2016-05-05 05:42:07.872292,AmEx,48,0.9211363000771545,18.55,22050,351.0,1418.0,92.11363000771546,69.08333333333333,83.94581500385773
2016-05-06 05:42:07.872292,AmEx,37,0.9290942046370075,16.857142857142858,11700,343.0,1395.0,92.90942046370076,71.9047619047619,85.23613880327895
2016-05-09 05:42:07.872292,AmEx,35,0.9197425987442026,16.25,13250,342.0,1386.0,91.97425987442026,72.91666666666667,85.09012993721012
2016-05-10 05:42:07.872292,AmEx,45,0.9138837166468168,18.08108108108108,14150,333.0,1383.0,91.38837166468167,69.86486486486487,83.88764529180031
2016-05-11 05:42:07.872292,AmEx,42,0.9130655795225462,16.973684210526315,13100,331.0,1379.0,91.30655795225462,71.71052631578948,84.40843687086415
2016-05-12 05:42:07.872292,AmEx,64,0.9146561865256089,16.617021276595743,23300,334.0,1382.0,91.46561865256089,72.3049645390071,84.66029868798257
2016-05-13 05:42:07.872292,AmEx,51,0.9246596954297919,16.583333333333332,17800,322.0,1393.0,92.46596954297918,72.36111111111111,85.15531810482292
2016-05-16 05:42:07.872292,AmEx,29,0.9158894948445759,14.545454545454545,7000,303.0,1388.0,91.5889494844576,75.75757575757576,85.74574746950154
2016-05-17 05:42:07.872292,AmEx,31,0.9068591811869166,18.066666666666666,6650,297.0,1388.0,90.68591811869166,69.88888888888889,83.5336257260125
2016-05-18 05:42:07.872292,AmEx,37,0.9192527603501297,15.972222222222221,10300,299.0,1375.0,91.92527603501297,73.37962962962963,85.22652690639538
2016-05-19 05:42:07.872292,AmEx,36,0.9204852470086649,16.35483870967742,10450,290.0,1359.0,92.04852470086648,72.74193548387098,85.12884299559452
2016-05-20 05:42:07.872292,AmEx,48,0.9111846862025798,16.58139534883721,17600,296.0,1350.0,91.11846862025797,72.36434108527132,84.56853663571037
2016-05-23 05:42:07.872292,AmEx,26,0.9196875370855452,16.84,7300,258.0,1335.0,91.96875370855452,71.93333333333334,84.89437685427725
2016-05-24 05:42:07.872292,AmEx,42,0.9302802027944543,19.205882352941178,11850,249.0,1321.0,93.02802027944543,67.99019607843137,84.26906896325212
2016-05-25 05:42:07.872292,AmEx,41,0.914546044749624,16.457142857142856,15450,261.0,1310.0,91.4546044749624,72.57142857142858,84.87873080890978
2016-05-26 05:42:07.872292,AmEx,40,0.9226749532733918,17.96875,10850,270.0,1297.0,92.26749532733918,70.05208333333333,84.55537266366959
2016-05-27 05:42:07.872292,AmEx,53,0.9185401184604937,18.261904761904763,18900,286.0,1348.0,91.85401184604936,69.56349206349206,84.1000535420723
2016-05-30 05:42:07.872292,AmEx,38,0.9242483856772102,19.36842105263158,14950,288.0,1350.0,92.42483856772103,67.71929824561403,83.82820875754472
2016-05-31 05:42:07.872292,AmEx,46,0.9120117360859568,16.463414634146343,8500,286.0,1334.0,91.20117360859568,72.5609756097561,84.70087948722468
2016-06-01 05:42:07.872292,AmEx,40,0.9101039352175863,16.763157894736842,13200,300.0,1334.0,91.01039352175863,72.06140350877193,84.45561781351088
2016-06-02 05:42:07.872292,AmEx,49,0.9164880755123332,17.47222222222222,17150,307.0,1329.0,91.64880755123332,70.87962962962963,84.43029266450554
2016-06-03 05:42:07.872292,AmEx,24,0.9077573093780845,16.59090909090909,5150,290.0,1313.0,90.77573093780845,72.34848484848484,84.46641092344967
2016-06-06 05:42:07.872292,AmEx,40,0.9220194411648756,16.3,10000,290.0,1294.0,92.20194411648755,72.83333333333333,85.36297205824378
2016-06-07 05:42:07.872292,AmEx,48,0.911702891182373,17.404761904761905,10000,285.0,1293.0,91.1702891182373,70.9920634920635,84.2967636067377
2016-06-08 05:42:07.872292,AmEx,47,0.9115820466015817,18.41025641025641,16500,294.0,1295.0,91.15820466015818,69.31623931623932,83.78397412495087
2016-06-09 05:42:07.872292,AmEx,48,0.9098842334708784,17.926829268292682,11900,296.0,1307.0,90.98842334708785,70.1219512195122,83.91679703939758
2016-06-10 05:42:07.872292,AmEx,64,0.9129469149078524,16.208333333333332,14550,320.0,1317.0,91.29469149078524,72.98611111111111,84.90917907872596
2016-06-13 05:42:07.872292,AmEx,44,0.9190287180674642,16.94871794871795,16700,315.0,1317.0,91.90287180674642,71.75213675213675,84.84307692901423
2016-06-14 05:42:07.872292,AmEx,38,0.9057713933900751,16.93548387096774,14600,329.0,1294.0,90.5771393390075,71.7741935483871,84.23282773401989
2016-06-15 05:42:07.872292,AmEx,48,0.9081252978664492,17.170731707317074,16300,337.0,1279.0,90.81252978664493,71.3821138211382,84.26289903966394
2016-06-16 05:42:07.872292,AmEx,45,0.9060658880669571,18.486486486486488,14150,334.0,1276.0,90.60658880669571,69.1891891891892,83.50805116010463
2016-06-17 05:42:07.872292,AmEx,57,0.9100807921913894,16.295454545454547,15600,344.0,1296.0,91.00807921913893,72.8409090909091,84.7643123368422
2016-06-19 05:42:07.872292,AmEx,1,0.8989838113195684,13.0,250,297.0,1262.0,89.89838113195684,78.33333333333333,85.92519056597841
2016-06-20 05:42:07.872292,AmEx,35,0.9133532750082772,18.818181818181817,13100,268.0,1252.0,91.33532750082772,68.63636363636364,83.75457284132295
2016-06-21 05:42:07.872292,AmEx,30,0.9059897698488044,17.433333333333334,8000,254.0,1240.0,90.59897698488044,70.94444444444444,84.10282182577355
2016-06-22 05:42:07.872292,AmEx,54,0.9130227929251916,15.631578947368421,14950,270.0,1230.0,91.30227929251916,73.94736842105263,85.37535017257538
2016-06-23 05:42:07.872292,AmEx,36,0.9180346321992342,14.258064516129032,12600,258.0,1215.0,91.80346321992342,76.23655913978494,86.34269935189718
2016-06-24 05:42:07.872292,AmEx,45,0.91523206551924,17.333333333333332,16600,258.0,1231.0,91.52320655192399,71.11111111111111,84.63293660929533
2016-06-25 05:42:07.872292,AmEx,2,0.9042593230056608,21.5,1100,203.0,1202.0,90.42593230056607,64.16666666666666,82.05896615028304
2016-06-27 05:42:07.872292,AmEx,37,0.9121605818386845,17.34375,12800,239.0,1202.0,91.21605818386845,71.09375,84.53215409193423
2016-06-28 05:42:07.872292,AmEx,35,0.9166671209310361,15.866666666666667,11600,239.0,1201.0,91.66671209310361,73.55555555555556,85.49802271321848
2016-06-29 05:42:07.872292,AmEx,43,0.9237068564358147,15.64102564102564,10750,252.0,1196.0,92.37068564358147,73.93162393162393,85.97283000127791
2016-06-30 05:42:07.872292,AmEx,47,0.9163957555195982,17.95,16200,245.0,1217.0,91.63957555195982,70.08333333333334,84.41078777597991
2016-07-01 05:42:07.872292,AmEx,52,0.9182908537902982,17.15909090909091,18750,261.0,1227.0,91.82908537902982,71.40151515151516,84.88099723496946
2016-07-02 05:42:07.872292,AmEx,2,0.9010867287487645,20.0,750,218.0,1188.0,90.10867287487645,66.66666666666667,82.67833643743822
2016-07-04 05:42:07.872292,AmEx,57,0.9174582757272245,16.59090909090909,18800,273.0,1205.0,91.74582757272245,72.34848484848484,85.16745924090668
2016-07-05 05:42:07.872292,AmEx,43,0.9249127548771546,15.972222222222221,14800,279.0,1195.0,92.49127548771547,73.37962962962963,85.86952663274663
2016-07-06 05:42:07.872292,AmEx,58,0.9195191916419764,18.26086956521739,13550,302.0,1215.0,91.95191916419763,69.56521739130434,84.41552479949013
2016-07-07 05:42:07.872292,AmEx,46,0.9059393722153561,16.641025641025642,12600,305.0,1215.0,90.59393722153561,72.26495726495726,84.54645579025498
2016-07-08 05:42:07.872292,AmEx,58,0.916771680247466,16.86046511627907,17650,316.0,1233.0,91.6771680247466,71.89922480620154,84.94235145423377
2016-07-11 05:42:07.872292,AmEx,45,0.9175498621865786,15.555555555555555,10550,309.0,1229.0,91.75498621865786,74.07407407407408,85.64171533155115
2016-07-12 05:42:07.872292,AmEx,61,0.9285594284417195,16.80851063829787,23350,368.0,1266.0,92.85594284417195,71.98581560283688,85.49171610293705
2016-07-13 05:42:07.872292,AmEx,34,0.9108098783766055,16.103448275862068,11400,345.0,1260.0,91.08098783766056,73.16091954022988,84.96876978089925
2016-07-14 05:42:07.872292,AmEx,39,0.9185059692737569,17.65625,11200,341.0,1251.0,91.85059692737569,70.57291666666667,84.59517346368786
2016-07-15 05:42:07.872292,AmEx,46,0.9086791598907192,20.16216216216216,12800,329.0,1250.0,90.86791598907192,66.3963963963964,82.85287691345488
2016-07-16 05:42:07.872292,AmEx,3,0.9113106505422798,12.666666666666666,1100,286.0,1205.0,91.13106505422797,78.88888888888889,86.82219919378065
2016-07-18 05:42:07.872292,AmEx,54,0.9085028740161436,16.024390243902438,16550,282.0,1195.0,90.85028740161437,73.29268292682927,85.02294857885596
2016-07-19 05:42:07.872292,AmEx,39,0.9123754068241678,16.575757575757574,7150,276.0,1190.0,91.23754068241678,72.37373737373737,84.9508915533296
2016-07-20 05:42:07.872292,AmEx,65,0.9223732403408311,16.666666666666668,22350,280.0,1217.0,92.23732403408312,72.22222222222223,85.35132868370823
2016-07-21 05:42:07.872292,AmEx,24,0.9132312938142758,18.166666666666668,3950,270.0,1193.0,91.32312938142758,69.72222222222221,84.19223135738045
2016-07-22 05:42:07.872292,AmEx,37,0.9166017724151532,17.303030303030305,10600,268.0,1185.0,91.66017724151531,71.16161616161617,84.8085734692425
2016-07-25 05:42:07.872292,AmEx,61,0.9093095956585667,17.148936170212767,21400,283.0,1189.0,90.93095956585667,71.41843971631205,84.51301169782195
2016-07-26 05:42:07.872292,AmEx,57,0.9135249861912486,16.8125,21850,337.0,1245.0,91.35249861912486,71.97916666666667,84.77999930956243
2016-07-27 05:42:07.872292,AmEx,54,0.903662581394175,16.65,23400,337.0,1264.0,90.3662581394175,72.25,84.33012906970876
2016-07-28 05:42:07.872292,AmEx,58,0.9160675038310071,17.348837209302324,16600,356.0,1292.0,91.60675038310072,71.08527131782945,84.54495658689919
2016-07-29 05:42:07.872292,AmEx,68,0.9229374258147666,17.083333333333332,18800,359.0,1306.0,92.29374258147665,71.52777777777777,84.99320462407167
2016-08-01 05:42:07.872292,AmEx,51,0.9096262979317115,17.181818181818183,16450,386.0,1321.0,90.96262979317115,71.36363636363636,84.24840580567648
2016-08-02 05:42:07.872292,AmEx,47,0.9077508174934504,18.41176470588235,11350,396.0,1323.0,90.77508174934505,69.31372549019608,83.53565852173135
2016-08-03 05:42:07.872292,AmEx,43,0.9061649759157918,17.193548387096776,12250,378.0,1364.0,90.61649759157918,71.34408602150538,83.9834746022412
2016-08-04 05:42:07.872292,AmEx,53,0.9176448216764315,18.27659574468085,13500,374.0,1380.0,91.76448216764315,69.53900709219859,83.98394321148115
2016-08-05 05:42:07.872292,AmEx,43,0.916154033302177,17.236842105263158,12500,363.0,1388.0,91.6154033302177,71.2719298245614,84.41328061247727
2016-08-08 05:42:07.872292,AmEx,49,0.9129480256292164,15.35,17800,354.0,1394.0,91.29480256292165,74.41666666666667,85.18440128146082
2016-08-09 05:42:07.872292,AmEx,46,0.9151893602600525,17.5,15450,332.0,1393.0,91.51893602600525,70.83333333333333,84.22346801300262
2016-08-10 05:42:07.872292,AmEx,37,0.9229204960223166,16.705882352941178,13700,318.0,1378.0,92.29204960223166,72.15686274509804,85.03708362464523
2016-08-11 05:42:07.872292,AmEx,32,0.9004432527744446,16.655172413793103,9150,303.0,1408.0,90.04432527744446,72.24137931034483,83.87857643182568
2016-08-12 05:42:07.872292,AmEx,34,0.9112525023609274,16.235294117647058,11500,294.0,1385.0,91.12525023609274,72.94117647058823,84.67497805922284
2016-08-15 05:42:07.872292,AmEx,44,0.9074739307230621,15.538461538461538,13950,285.0,1386.0,90.74739307230621,74.1025641025641,84.83246576692233
2016-08-16 05:42:07.872292,AmEx,53,0.9151282658729616,17.886363636363637,17400,295.0,1381.0,91.51282658729616,70.18939393939394,84.05123147546627
2016-08-17 05:42:07.872292,AmEx,32,0.9112398868307505,17.576923076923077,8600,278.0,1367.0,91.12398868307505,70.7051282051282,84.039532803076
2016-08-18 05:42:07.872292,AmEx,46,0.9102022346261707,18.55,18250,278.0,1355.0,91.02022346261707,69.08333333333333,83.52511173130854
2016-08-19 05:42:07.872292,AmEx,53,0.9145941566743545,15.727272727272727,15750,294.0,1363.0,91.45941566743545,73.7878787878788,85.14007147008137
2016-08-22 05:42:07.872292,AmEx,43,0.9092782679174629,13.675675675675675,12900,305.0,1345.0,90.9278267917463,77.2072072072072,85.93607555803531
2016-08-23 05:42:07.872292,AmEx,30,0.9143059543709694,15.464285714285714,8750,301.0,1341.0,91.43059543709694,74.22619047619048,85.3011548614056
2016-08-24 05:42:07.872292,AmEx,33,0.9241434186616472,16.9375,16550,290.0,1335.0,92.41434186616472,71.77083333333333,85.06842093308235
2016-08-25 05:42:07.872292,AmEx,49,0.905531363041411,16.63157894736842,15950,286.0,1338.0,90.5531363041411,72.28070175438596,84.28477867838633
2016-08-26 05:42:07.872292,AmEx,50,0.9184954300890852,14.804878048780488,17000,304.0,1385.0,91.84954300890851,75.32520325203252,85.75233248006401
2016-08-29 05:42:07.872292,AmEx,63,0.9225923895827505,16.877551020408163,23450,321.0,1394.0,92.25923895827505,71.87074829931973,84.90284396893345
2016-08-30 05:42:07.872292,AmEx,48,0.9116945116390067,15.973684210526315,14850,316.0,1403.0,91.16945116390067,73.37719298245614,84.79188347668718
2016-08-31 05:42:07.872292,AmEx,60,0.9174085807737234,17.434782608695652,18600,333.0,1398.0,91.74085807737235,70.94202898550725,84.35703773433835
2016-09-01 05:42:07.872292,AmEx,60,0.9076907849102092,16.046511627906977,17600,363.0,1434.0,90.76907849102092,73.25581395348837,84.49328343155697
2016-09-02 05:42:07.872292,AmEx,44,0.9090253412971069,17.0,14500,374.0,1441.0,90.90253412971069,71.66666666666667,84.06926706485535
2016-09-05 05:42:07.872292,AmEx,41,0.9073546689336578,16.942857142857143,13850,366.0,1421.0,90.73546689336578,71.76190476190476,84.05430487525432
2016-09-06 05:42:07.872292,AmEx,47,0.925553847853798,18.736842105263158,13650,363.0,1411.0,92.5553847853798,68.77192982456141,84.08727134005832
2016-09-07 05:42:07.872292,AmEx,34,0.9093441099443819,13.333333333333334,14400,334.0,1391.0,90.93441099443818,77.77777777777777,86.01853883055243
2016-09-08 05:42:07.872292,AmEx,42,0.9228442285807633,16.805555555555557,6500,328.0,1375.0,92.28442285807633,71.99074074074073,84.98943365126038
2016-09-09 05:42:07.872292,AmEx,46,0.9141425710318396,16.7,12650,314.0,1353.0,91.41425710318396,72.16666666666667,84.65112855159198
2016-09-12 05:42:07.872292,AmEx,40,0.924293334576162,17.166666666666668,13950,294.0,1342.0,92.42933345761621,71.38888888888889,84.94733339547477
2016-09-13 05:42:07.872292,AmEx,58,0.9188911562071937,20.46511627906977,14450,308.0,1353.0,91.88911562071938,65.89147286821705,83.0059996708248
2016-09-14 05:42:07.872292,AmEx,41,0.9250918949708011,17.11111111111111,14850,308.0,1351.0,92.50918949708011,71.48148148148148,84.9970391929845
2016-09-15 05:42:07.872292,AmEx,44,0.9103850508412972,18.02777777777778,14050,305.0,1342.0,91.03850508412972,69.9537037037037,83.82136365317598
2016-09-16 05:42:07.872292,AmEx,34,0.9094087242934538,16.79310344827586,16300,305.0,1333.0,90.94087242934538,72.01149425287356,84.40788449053476
2016-09-18 05:42:07.872292,AmEx,2,0.9427802938438778,9.5,150,265.0,1286.0,94.27802938438778,84.16666666666667,89.81701469219388
2016-09-19 05:42:07.872292,AmEx,38,0.9231799825006253,15.066666666666666,11550,257.0,1278.0,92.31799825006253,74.88888888888889,86.06966579169793
2016-09-20 05:42:07.872292,AmEx,37,0.9134850352108375,17.193548387096776,12050,254.0,1278.0,91.34850352108374,71.34408602150538,84.52147756699348
2016-09-21 05:42:07.872292,AmEx,37,0.9179416514166872,18.0,8750,233.0,1283.0,91.79416514166871,70.0,84.33108257083435
2016-09-22 05:42:07.872292,AmEx,41,0.9092310460654403,16.636363636363637,13800,233.0,1290.0,90.92310460654403,72.27272727272728,84.5633704850902
2016-09-23 05:42:07.872292,AmEx,33,0.9162674032748562,15.9,12100,222.0,1279.0,91.62674032748562,73.5,85.30537016374282
2016-09-24 05:42:07.872292,AmEx,3,0.8751171154721405,13.333333333333334,1050,191.0,1229.0,87.51171154721405,77.77777777777777,84.63118910694035
2016-09-25 05:42:07.872292,AmEx,3,0.9101215007813114,18.0,2100,192.0,1200.0,91.01215007813114,70.0,84.10607503906556
2016-09-26 05:42:07.872292,AmEx,39,0.9331503995706413,16.289473684210527,15850,193.0,1193.0,93.31503995706413,72.85087719298245,86.12678313642681
2016-09-27 05:42:07.872292,AmEx,42,0.9125712188682243,16.742857142857144,12050,198.0,1182.0,91.25712188682243,72.0952380952381,84.89313237198266
2016-09-28 05:42:07.872292,AmEx,55,0.9161638301868864,18.571428571428573,21700,216.0,1194.0,91.61638301868864,69.04761904761905,84.13447722363003
2016-09-29 05:42:07.872292,AmEx,46,0.9117092315286305,16.53846153846154,13050,221.0,1210.0,91.17092315286305,72.43589743589743,84.89623080720075
2016-09-30 05:42:07.872292,AmEx,43,0.919262737012063,18.94736842105263,15000,231.0,1220.0,91.9262737012063,68.42105263157895,84.04945264007684
2016-10-01 05:42:07.872292,AmEx,4,0.9118124176408235,10.75,2300,232.0,1175.0,91.18124176408236,82.08333333333333,87.86562088204118
2016-10-03 05:42:07.872292,AmEx,47,0.9148880723536399,18.024390243902438,19500,276.0,1172.0,91.48880723536399,69.95934959349593,84.38820849573078
2016-10-04 05:42:07.872292,AmEx,41,0.921587634423589,19.114285714285714,14500,278.0,1150.0,92.1587634423589,68.14285714285714,84.2222388640366
2016-10-05 05:42:07.872292,AmEx,37,0.9111964567551221,17.88235294117647,15650,273.0,1139.0,91.1196456755122,70.19607843137254,84.34064636716786
