Year,Bank,Scenario,Projected_Loss_Rate,Min_CET1,PPNR_B,Loan_Losses_B,Qualitative_Result
2018,Goldman Sachs,Severely Adverse,7.755007654371004,9.771442232347427,55.22516816326655,45.14469407434959,Conditional
2018,Morgan Stanley,Baseline,0.33809169138869843,11.05448749410342,48.71458274887423,7.057484576786631,Pass
2018,Morgan Stanley,Adverse,3.331991736986665,8.088867476117308,34.11638885570897,20.639539259622993,Pass
2018,Morgan Stanley,Severely Adverse,6.625117840741415,8.927035457406028,26.024640431167143,38.72730963507211,Conditional
2019,Bank of America,Baseline,1.8704297303994226,10.944489515047682,32.03794751448936,15.36715911723012,Pass
2019,Bank of America,Adverse,3.438214363835474,6.88107785897416,41.95447836207721,60.29114938985263,Pass
2019,Bank of America,Severely Adverse,6.152384766201379,7.401175891955088,45.650963340488225,44.59130775836314,Pass
2019,JPMorgan,Baseline,0.1514451146281519,10.37925824139721,26.221092877006743,11.44955109820923,Pass
2019,JPMorgan,Adverse,3.9488893343698837,9.46498026017366,31.8934126601609,31.109578575612794,Pass
2019,JPMorgan,Severely Adverse,6.289878906908914,6.049979897349436,42.3971055364274,26.430326995874733,Pass
2019,Citigroup,Baseline,1.5712407224562825,10.359710052799604,30.476860723993372,18.599339547575603,Conditional
2019,Citigroup,Adverse,4.08246494422195,7.008867158083262,28.851330253005464,33.724572463570524,Pass
2019,Citigroup,Severely Adverse,6.966676528444977,7.32450800314013,28.082572774592172,31.021627459908764,Pass
2019,Wells Fargo,Baseline,0.6301584661713759,12.80387497257567,35.499597093398066,8.430942722369041,Objection
2019,Wells Fargo,Adverse,4.936687692610094,8.687608212977569,44.47561743776063,50.452913788395435,Objection
2019,Wells Fargo,Severely Adverse,6.1834152396429864,6.402214323615741,20.224589797517922,19.549007272636022,Pass
2019,Goldman Sachs,Baseline,1.8363497953719239,12.153637281235463,44.55375938618749,16.942855124622223,Pass
2019,Goldman Sachs,Adverse,4.997699513621208,8.66231067282034,35.69702086706998,19.00706944516592,Pass
2019,Goldman Sachs,Severely Adverse,6.697991429912504,8.916098121596043,52.123335121214026,23.3263874186326,Pass
2019,Morgan Stanley,Baseline,0.8260563930736748,11.85131475666311,47.43509176995537,6.05741158311937,Pass
2019,Morgan Stanley,Adverse,4.1927154135618805,8.166144978937227,27.95728969027413,52.25325904212823,Pass
2019,Morgan Stanley,Severely Adverse,7.344577214756299,9.992575412106468,53.21204919659915,34.12594115872871,Pass
2020,Bank of America,Baseline,1.3426095270681149,12.638173639284743,56.01710834092279,7.59976276026244,Pass
2020,Bank of America,Adverse,4.455129843511099,9.733395318802271,36.998830124108125,68.86950471539647,Pass
2020,Bank of America,Severely Adverse,7.203325490865436,8.880205891642275,23.829203492277813,35.4544088646165,Pass
2020,JPMorgan,Baseline,0.737180463757388,11.34576158536017,32.96695663269791,9.742492767124453,Conditional
2020,JPMorgan,Adverse,4.842330347754986,9.399366193026736,51.740022140306294,56.1908063252653,Pass
2020,JPMorgan,Severely Adverse,7.256508828603961,9.816284204771172,29.524495117708387,45.72925377610485,Pass
2020,Citigroup,Baseline,0.4252736975646958,12.357795665722772,26.176133294940858,18.12298654466829,Pass
2020,Citigroup,Adverse,3.2526887670822413,8.114181482977635,56.35993135187983,12.146134204114627,Pass
2020,Citigroup,Severely Adverse,6.199145587715119,8.23314797673676,38.34601842530119,60.13107898123438,Pass
2020,Wells Fargo,Baseline,0.6014462855629292,12.878322904081518,23.057461525977054,9.559338479098672,Pass
2020,Wells Fargo,Adverse,4.673460924069526,9.022450056442759,39.09649239462894,53.224677834008816,Pass
2020,Wells Fargo,Severely Adverse,7.553513117040726,7.7871805922735815,48.59445262382279,78.47938644390923,Objection
2020,Goldman Sachs,Baseline,0.946551916903493,10.625470289301933,34.15554420579974,18.10589051446901,Pass
2020,Goldman Sachs,Adverse,3.7484113400916153,9.512586850783068,20.699823795831517,55.24825917146034,Pass
2020,Goldman Sachs,Severely Adverse,7.645641183180341,8.5092570200248,21.172774187827223,25.442438104582997,Conditional
2020,Morgan Stanley,Baseline,0.794427309957175,12.915784444316904,45.35077373652755,5.535925460538549,Pass
2020,Morgan Stanley,Adverse,3.350632444070433,9.30839389929286,33.27632346122207,71.73660022505317,Pass
2020,Morgan Stanley,Severely Adverse,7.938671152957193,6.041027367605051,33.32357997230583,22.724643450314304,Pass
2021,Bank of America,Baseline,1.8281656623876954,12.85262517219112,37.985576158453625,6.142016048850985,Pass
2021,Bank of America,Adverse,4.631853225980561,6.627552396898583,30.680539029011257,18.75213041645881,Pass
2021,Bank of America,Severely Adverse,6.98916344731598,6.554417357938465,49.489649136672014,36.49396177814858,Pass
2021,JPMorgan,Baseline,1.8522061648083528,10.361580539572236,33.21852815329186,18.238476409361905,Pass
2021,JPMorgan,Adverse,3.7626243814422837,6.037014310711357,50.52752424361011,32.73983485279118,Conditional
2021,JPMorgan,Severely Adverse,7.008554539903214,7.081054456102754,39.20610106945236,27.928859113039035,Pass
2021,Citigroup,Baseline,0.8237945583643727,12.611784535513788,34.7603845249466,16.45060353821164,Conditional
2021,Citigroup,Adverse,4.669859562332567,9.785252789148633,36.44591158228896,15.088683521459098,Pass
2021,Citigroup,Severely Adverse,7.631084487398418,8.2075466680981,25.165391658939722,52.19813339894536,Pass
2021,Wells Fargo,Baseline,1.3798963377444922,10.3391735129338,20.676850330118384,19.10934118509441,Pass
2021,Wells Fargo,Adverse,3.128446915695487,6.690953877926114,46.82446119339757,36.100754392440486,Conditional
2021,Wells Fargo,Severely Adverse,7.99033375617631,9.003429404605845,32.263549760583885,73.12906827796903,Pass
2021,Goldman Sachs,Baseline,1.6524485145648276,12.88463631505563,52.28209082514513,18.97653140711493,Pass
2021,Goldman Sachs,Adverse,3.687883267037727,7.899280719588817,29.787998800123198,55.717055780083776,Conditional
2021,Goldman Sachs,Severely Adverse,7.407942577866546,6.276510736748973,52.225422280474355,78.51197489968006,Pass
2021,Morgan Stanley,Baseline,1.341742392359294,12.496430217342063,49.82989657741185,13.922062158513983,Conditional
2021,Morgan Stanley,Adverse,4.664793566037737,8.420875176569252,28.41022517455817,46.3135211299542,Pass
2021,Morgan Stanley,Severely Adverse,6.403014781538598,6.21275917642107,42.03931325272234,50.33150414816799,Conditional
2022,Bank of America,Baseline,1.105944810224749,11.871468559142507,24.167108081670527,8.727851763866646,Objection
2022,Bank of America,Adverse,4.500605351647487,7.107163698486088,21.923747371609,29.00255727970992,Pass
2022,Bank of America,Severely Adverse,6.681841286999222,8.925365427043342,23.89171438170852,73.92961810962667,Pass
2022,JPMorgan,Baseline,0.6756945739389388,11.39237132463361,58.669555263332946,19.1311991457618,Pass
2022,JPMorgan,Adverse,4.7213018933853235,7.81782893967625,21.966069657864796,77.43692352502433,Pass
2022,JPMorgan,Severely Adverse,7.471894948368423,9.280712660834102,54.549995006609066,42.648013425692845,Conditional
2022,Citigroup,Baseline,1.0735764791356641,11.393360217941078,37.52932150854703,18.96905290820311,Pass
2022,Citigroup,Adverse,4.094993413538416,7.82549035393888,34.62120342748291,47.025331256688865,Conditional
2022,Citigroup,Severely Adverse,6.006174767334508,7.886764094997471,57.053690400302976,61.457472155574536,Pass
2022,Wells Fargo,Baseline,1.6033121836742268,10.67689057026413,46.04118374968992,14.124322749027602,Pass
2022,Wells Fargo,Adverse,3.8822767304460903,9.437052690126714,45.71261507967569,60.25192661851028,Pass
2022,Wells Fargo,Severely Adverse,7.0453836202919495,6.8259610769717245,32.87114967060732,35.02349432594478,Pass
2022,Goldman Sachs,Baseline,1.0285043646101455,10.478775808628942,26.93094722742575,7.150759221975533,Pass
2022,Goldman Sachs,Adverse,4.753441683648206,8.179984728988888,41.027599910226,63.00642826793472,Pass
2022,Goldman Sachs,Severely Adverse,6.733913853493375,7.147210731294514,48.67287923929079,64.7695917931957,Conditional
2022,Morgan Stanley,Baseline,0.4939548974147592,12.015958330134348,44.084824963074766,17.873714035121566,Pass
2022,Morgan Stanley,Adverse,4.49499354852721,8.363076062218651,52.02607122410399,57.00848299699903,Pass
2022,Morgan Stanley,Severely Adverse,7.300474345775974,8.517660422867275,59.812913978686744,29.570335481430895,Pass
2023,Bank of America,Baseline,0.06916714252654965,10.58654421846088,48.38272288202576,18.67334441336846,Pass
2023,Bank of America,Adverse,4.814227196569271,8.109063342144706,23.09406553003525,15.492147787167475,Pass
2023,Bank of America,Severely Adverse,6.7103755559057205,7.698482314964733,23.05597898171856,24.53513584921598,Pass
2023,JPMorgan,Baseline,0.7269031155327705,11.865720300732384,46.2835908382523,8.82337859977332,Pass
2023,JPMorgan,Adverse,3.773593714638909,8.413129069222867,50.26255078645876,76.91277669800414,Pass
2023,JPMorgan,Severely Adverse,6.66112637409883,8.4050843151748,29.01545162967741,43.32834236854323,Pass
2023,Citigroup,Baseline,0.5762639377742562,10.923082481344485,33.02285115826953,12.942209133532208,Conditional
2023,Citigroup,Adverse,4.197650752781644,7.297672054037433,44.370434089849674,44.29915287783553,Pass
2023,Citigroup,Severely Adverse,6.480299058374077,8.59093432280276,41.06894494118321,18.00298562177336,Pass
2023,Wells Fargo,Baseline,1.9012652595664066,12.018844725352206,27.03524995444507,17.379660955287303,Pass
2023,Wells Fargo,Adverse,3.1183362766516964,8.645760003857012,59.3735824541086,55.91343317720041,Pass
2023,Wells Fargo,Severely Adverse,6.521038954114911,9.275354213135692,35.9624298701101,77.05468819927086,Pass
2023,Goldman Sachs,Baseline,1.5275694341441697,11.183229361507744,20.775807733045106,17.934176210501715,Pass
2023,Goldman Sachs,Adverse,3.427903331604675,9.91804451780746,38.06319677468081,67.77223615000402,Objection
2023,Goldman Sachs,Severely Adverse,7.128183409481592,6.783945723457759,49.165338322086264,64.18638158283723,Pass
2023,Morgan Stanley,Baseline,1.713360338130753,12.447885135419497,52.73656953050335,7.2901242528976065,Pass
2023,Morgan Stanley,Adverse,4.232400746962327,9.123472042362016,46.42537219714965,62.03630070773834,Pass
2023,Morgan Stanley,Severely Adverse,6.604808571075934,9.962275590005357,35.78023641661536,37.51050085218116,Pass
2024,Bank of America,Baseline,1.7020057974804932,10.94675901897843,43.00194739158508,18.20019236778234,Pass
2024,Bank of America,Adverse,4.959781872353731,6.7638727671385,49.01921584595642,25.018295775194957,Pass
2024,Bank of America,Severely Adverse,7.490449235431793,7.940624838972979,24.4670499772179,38.974530185994524,Conditional
2024,JPMorgan,Baseline,1.128090473642529,11.466249906896469,26.49965084492898,7.916673760286141,Pass
2024,JPMorgan,Adverse,4.936541033442734,8.166975758798104,36.682884916105905,65.16417721503969,Objection
2024,JPMorgan,Severely Adverse,7.607447405744738,7.301543900182901,20.762867774142798,73.20896660784,Pass
2024,Citigroup,Baseline,0.7274922344085746,11.095485166182005,22.800246050952087,7.622762078722307,Pass
2024,Citigroup,Adverse,3.996430428155671,6.022888426925357,49.24491538705838,38.686154588939736,Pass
2024,Citigroup,Severely Adverse,6.267194941209752,9.243578729178614,54.194008657565114,59.45305143876063,Pass
2024,Wells Fargo,Baseline,1.3176471715927847,12.97532194259488,59.56558060159325,10.566563547616992,Pass
2024,Wells Fargo,Adverse,3.4381453675608538,9.45136904422088,37.46600214396527,51.60492315982172,Pass
2024,Wells Fargo,Severely Adverse,6.771598578535037,7.875183247451483,27.884234998569937,42.06997596563639,Pass
2024,Goldman Sachs,Baseline,0.11377313039750026,11.334848566131257,29.14433594230491,7.462638299852532,Pass
2024,Goldman Sachs,Adverse,4.439933533370447,9.541477669027525,34.02260148612856,78.26859592667205,Pass
2024,Goldman Sachs,Severely Adverse,6.575850801517852,6.8990355594178085,56.57176836762729,78.27840041561686,Pass
2024,Morgan Stanley,Baseline,1.8842443515556988,10.845436833371458,30.554375012034928,16.35411694386005,Pass
2024,Morgan Stanley,Adverse,3.7055816863439177,9.495693651158906,51.03569556318702,63.77457038952541,Pass
2024,Morgan Stanley,Severely Adverse,6.198088278446063,7.7370941044259105,58.13264186029268,69.73543688880025,Objection
2025,Bank of America,Baseline,1.7376543695619566,10.331900902832038,20.338946844349355,12.82781280366998,Pass
2025,Bank of America,Adverse,4.477287227161647,8.699063612945462,25.0244552727972,34.03121177215918,Pass
2025,Bank of America,Severely Adverse,6.1732744748566795,9.648706187012923,57.30150435545888,73.59490196954438,Pass
2025,JPMorgan,Baseline,1.92905632689135,10.48355689888448,31.189245622717273,5.113557506845122,Pass
2025,JPMorgan,Adverse,3.2645936884976394,9.334779068188343,44.42291725025666,43.7092536989586,Pass
2025,JPMorgan,Severely Adverse,6.037382352828681,9.575544668513231,27.042682098965024,24.41392677942303,Pass
2025,Citigroup,Baseline,0.1639623889072115,10.548420672091854,27.105558837139014,12.845781273600608,Pass
2025,Citigroup,Adverse,3.8768268407008986,7.429004299265364,54.83153032058222,29.954440264950453,Objection
2025,Citigroup,Severely Adverse,6.532658409019441,9.223404079174962,29.884477126953794,50.16162086943396,Pass
2025,Wells Fargo,Baseline,1.8770729963344548,10.169792090967798,37.18372850612576,14.122212203774385,Pass
2025,Wells Fargo,Adverse,3.5680451108508837,9.961790071256686,58.875216407643144,57.59557985073504,Conditional
2025,Wells Fargo,Severely Adverse,6.991690661936332,8.672236705133427,53.001374201164346,51.56250302396015,Pass
2025,Goldman Sachs,Baseline,0.5857292120929214,11.49888710444592,45.29638075434757,17.981862981349398,Pass
2025,Goldman Sachs,Adverse,4.7298744555323,6.168361526806999,50.20028156887893,38.64307271870796,Pass
2025,Goldman Sachs,Severely Adverse,6.212666065521942,6.641823967172144,50.95544073826969,77.72681515446888,Pass
2025,Morgan Stanley,Baseline,0.24346646026967633,10.099958555825415,56.39779419876858,9.195547872037476,Pass
2025,Morgan Stanley,Adverse,3.561518123779572,8.308137290940381,48.76013145388343,53.54803835816887,Pass
2025,Morgan Stanley,Severely Adverse,6.762433501162184,7.581264851295181,59.160481854011834,29.004066520077714,Pass
2026,Bank of America,Baseline,0.18763999896924788,12.694033259868505,25.252746894745354,7.710923819588126,Pass
2026,Bank of America,Adverse,4.469960955892417,7.7459336569043575,35.541163311990864,37.55942268364038,Conditional
2026,Bank of America,Severely Adverse,7.654818415797256,9.322567695791012,52.616679424276896,32.779434630404154,Pass
2026,JPMorgan,Baseline,0.0525357561133426,11.656257983639373,22.174577911436778,8.572189010115356,Conditional
2026,JPMorgan,Adverse,4.489909484984181,6.410248745880084,21.97771667151866,75.6057299146186,Pass
2026,JPMorgan,Severely Adverse,6.316135711404923,8.414889775136809,26.180100483282608,38.70653508002268,Pass
2026,Citigroup,Baseline,1.1315613685828096,12.89042979089884,38.99337242410183,13.11708880844299,Conditional
2026,Citigroup,Adverse,3.7312450347115123,6.055741354830548,51.41468413447606,46.98345892782138,Pass
2026,Citigroup,Severely Adverse,7.975255386168576,9.91625528142467,39.666132249561336,73.19148194186334,Pass
2026,Wells Fargo,Baseline,1.8934254885647746,11.888047770733856,58.099953773293436,8.107035377045845,Pass
2026,Wells Fargo,Adverse,4.764044992579949,8.6289639060344,56.46050081568128,71.58284863766124,Pass
2026,Wells Fargo,Severely Adverse,6.295330303699452,6.227876263812478,23.144833379815857,70.67770175154406,Pass
2026,Goldman Sachs,Baseline,0.9785198773415351,11.269260853226198,28.90506918123242,17.263190615420864,Pass
2026,Goldman Sachs,Adverse,4.9577598595785615,7.436316011754439,23.495847108805815,12.347573179333644,Conditional
2026,Goldman Sachs,Severely Adverse,7.543693252098402,7.308380695888438,26.98607695160762,14.454331896686716,Pass
2026,Morgan Stanley,Baseline,1.658043548908168,10.619735705618425,53.26691588755517,7.770839810141148,Objection
2026,Morgan Stanley,Adverse,4.9406768336678715,8.167172392951842,49.44096267932678,34.595447668005235,Pass
2026,Morgan Stanley,Severely Adverse,6.3078649392555,7.965731864804987,48.80643845614282,68.73885264845167,Conditional
