Date,Risk_Score,Exam_Finding_Count,MRA_Count,MRIA_Count,Remediation_Pct,Bank,Risk_Score_30d,Risk_Score_90d,Risk_Trend,Regulatory_Health_Score
2016-03-13 05:41:59.816244,45.46046595674479,25,13,9,0.8289678640883975,Wells Fargo,41.598892585742234,,,54.53953404325521
2016-03-14 05:41:59.816244,40.65202798673133,27,9,8,0.7886465572383368,Wells Fargo,41.54380080186547,,,59.34797201326867
2016-03-15 05:41:59.816244,39.17504439163475,16,14,11,0.8432156579441379,Wells Fargo,41.45946644855188,,,60.82495560836525
2016-03-16 05:41:59.816244,44.38887647278479,21,18,11,0.8306208876322657,Wells Fargo,41.7737800067817,,,55.61112352721521
2016-03-17 05:41:59.816244,34.82237992214338,21,13,6,0.8325275964656047,Wells Fargo,41.22465601267153,,,65.17762007785663
2016-03-18 05:41:59.816244,41.103685088641825,19,9,16,0.840677729134379,Wells Fargo,41.38643490493105,,,58.896314911358175
2016-03-19 05:41:59.816244,44.31154450729345,14,12,9,0.8137593899384543,Wells Fargo,41.4760192076195,,,55.68845549270655
2016-03-20 05:41:59.816244,42.38899494775584,26,14,11,0.8114250481275855,Wells Fargo,41.81577972895817,,,57.61100505224416
2016-03-21 05:41:59.816244,45.693808725002654,19,15,8,0.8189151029767888,Wells Fargo,41.91293489853535,,,54.306191274997346
2016-03-22 05:41:59.816244,46.46651273806431,16,19,9,0.8503907601909125,Wells Fargo,42.35545713050232,,,53.53348726193569
2016-03-23 05:41:59.816244,35.186299183391114,16,17,8,0.8130461205765285,Wells Fargo,41.99210553669593,,,64.81370081660889
2016-03-24 05:41:59.816244,43.29581624746693,17,14,8,0.8609975234245338,Wells Fargo,42.26606939770859,,,56.70418375253307
2016-03-25 05:41:59.816244,48.70287973046578,28,20,12,0.8294263368893745,Wells Fargo,42.33570336738938,,,51.29712026953422
2016-03-26 05:41:59.816244,42.74915765269271,18,16,11,0.7951525769595544,Wells Fargo,42.51688692534126,,,57.25084234730729
2016-03-27 05:41:59.816244,33.995693147589336,15,8,6,0.8288016643578444,Wells Fargo,42.53587022243496,,,66.00430685241066
2016-03-28 05:41:59.816244,41.83442667256409,17,9,13,0.8241086628248858,Wells Fargo,42.43141713787328,,,58.16557332743591
2016-03-29 05:41:59.816244,46.32375592971829,19,12,11,0.8109386625443522,Wells Fargo,42.57137526571793,,,53.67624407028171
2016-03-30 05:41:59.816244,42.811458829849435,27,12,6,0.8232221240212809,Wells Fargo,42.601876632228,,,57.188541170150565
2016-03-31 05:41:59.816244,41.492259824417275,21,11,6,0.8081873132941269,Wells Fargo,42.44286983158505,,,58.507740175582725
2016-04-01 05:41:59.816244,48.643922003854776,26,10,4,0.8353641767323496,Wells Fargo,42.71844453954032,,,51.356077996145224
2016-04-02 05:41:59.816244,45.76494882081909,27,12,8,0.8093817361719235,Wells Fargo,42.54784058605134,,,54.23505117918091
2016-04-03 05:41:59.816244,44.033163387719924,22,15,4,0.7947067779780836,Wells Fargo,42.342075790067355,,,55.966836612280076
2016-04-04 05:41:59.816244,42.27006720935106,20,13,14,0.8331131544089052,Wells Fargo,42.41915013771325,,,57.72993279064894
2016-04-05 05:41:59.816244,45.90305015253865,23,9,11,0.8631301924326336,Wells Fargo,42.68103453182899,,,54.09694984746135
2016-04-06 05:41:59.816244,37.470685608107736,19,8,11,0.8209569378437603,Wells Fargo,42.3850682414644,,,62.529314391892264
2016-04-07 05:41:59.816244,45.08461109254554,27,13,13,0.8007511520023073,Wells Fargo,42.484839558407025,,,54.91538890745446
2016-04-08 05:41:59.816244,41.5815692654697,23,11,4,0.8117775443285178,Wells Fargo,42.643513936969356,,,58.4184307345303
2016-04-09 05:41:59.816244,41.753809216557286,21,13,9,0.7832195489862505,Wells Fargo,42.618053269073904,,,58.246190783442714
2016-04-10 05:41:59.816244,48.91446666998064,26,15,14,0.8460617238894601,Wells Fargo,42.78741585696404,,,51.08553333001936
2016-04-11 05:41:59.816244,41.32975024035517,27,19,8,0.8038979305785118,Wells Fargo,42.786837720741715,,,58.67024975964483
2016-04-12 05:41:59.816244,39.879034915067,16,15,8,0.8145752939726855,Wells Fargo,42.60079001935246,,,60.120965084933
2016-04-13 05:41:59.816244,44.98886852082962,19,19,4,0.7788606529631953,Wells Fargo,42.745351370489075,,,55.01113147917038
2016-04-14 05:41:59.816244,37.8122804556932,19,13,6,0.8135981079594152,Wells Fargo,42.699925905957684,,,62.1877195443068
2016-04-15 05:41:59.816244,40.0145550104009,15,17,5,0.85660172546035,Wells Fargo,42.55411519054489,,,59.9854449895991
2016-04-16 05:41:59.816244,48.61562194288575,18,21,6,0.7984567686816295,Wells Fargo,43.01388992456964,,,51.38437805711425
2016-04-17 05:41:59.816244,43.61656789147357,23,10,7,0.8534268307461795,Wells Fargo,43.09765268466403,,,56.38343210852643
2016-04-18 05:41:59.816244,44.47605889081887,20,18,12,0.7875160231228284,Wells Fargo,43.10313649744821,,,55.52394110918113
2016-04-19 05:41:59.816244,38.602326088535214,20,16,9,0.8317934739630898,Wells Fargo,42.976914202140854,,,61.397673911464786
2016-04-20 05:41:59.816244,44.571710126425764,23,13,9,0.8271967781231655,Wells Fargo,42.93951091552162,,,55.428289873574236
2016-04-21 05:41:59.816244,40.9596761120546,13,8,8,0.82799049634705,Wells Fargo,42.75594969465463,,,59.0403238879454
2016-04-22 05:41:59.816244,43.04801263371287,18,16,7,0.8124860328621022,Wells Fargo,43.018006809665366,,,56.95198736628713
2016-04-23 05:41:59.816244,37.32383737062675,14,8,9,0.7786950978085172,Wells Fargo,42.818940847104024,,,62.67616262937325
2016-04-24 05:41:59.816244,43.20822696746775,21,10,11,0.825998529443457,Wells Fargo,42.635785755004086,,,56.79177303253225
2016-04-25 05:41:59.816244,44.011400836861625,23,20,3,0.8096680869701744,Wells Fargo,42.67786052780971,,,55.988599163138375
2016-04-26 05:41:59.816244,38.421495920168255,19,8,7,0.8227680896343126,Wells Fargo,42.82538728689568,,,61.578504079831745
2016-04-27 05:41:59.816244,46.03755255679423,26,24,14,0.8272652908337113,Wells Fargo,42.965491483036686,,,53.96244744320577
2016-04-28 05:41:59.816244,47.35898324555129,21,12,9,0.8092974562842297,Wells Fargo,42.99999906023111,,,52.64101675444871
2016-04-29 05:41:59.816244,44.82763433422177,21,16,9,0.8608819408055636,Wells Fargo,43.06720491037686,,,55.17236566577823
2016-04-30 05:41:59.816244,35.05370155905646,14,16,12,0.8461453048012221,Wells Fargo,42.852586301531495,,,64.94629844094354
2016-05-01 05:41:59.816244,50.47370723315529,35,14,9,0.8317881930560314,Wells Fargo,42.91357914250819,,,49.52629276684471
2016-05-02 05:41:59.816244,47.97992889612027,22,14,8,0.8667295564584986,Wells Fargo,42.987411811684886,42.139879940897195,0.8475318707876909,52.02007110387973
2016-05-03 05:41:59.816244,41.29760458201066,25,13,7,0.7934586584796148,Wells Fargo,42.89622651816125,42.17013263763025,0.7260938805309962,58.70239541798934
2016-05-04 05:41:59.816244,41.574453273484906,18,14,17,0.794510375025243,Wells Fargo,42.873039386965715,42.187982382822646,0.6850570041430686,58.425546726515094
2016-05-05 05:41:59.816244,38.856445974247926,19,9,6,0.8197983226865242,Wells Fargo,42.638152581022695,42.10306279447733,0.5350897865453632,61.143554025752074
2016-05-06 05:41:59.816244,38.56909057020463,23,16,8,0.7716323848635998,Wells Fargo,42.67476607975925,42.03599581016296,0.6387702695962929,61.43090942979537
2016-05-07 05:41:59.816244,42.58027582893769,16,13,3,0.8590971187726302,Wells Fargo,42.59128823763899,42.01517643477099,0.5761118028679988,57.41972417106231
2016-05-08 05:41:59.816244,43.60083134516668,18,14,9,0.8379490144848754,Wells Fargo,42.65859697362889,42.116747381654335,0.5418495919745538,56.39916865483332
2016-05-09 05:41:59.816244,37.70602996673491,22,14,7,0.8000677254838255,Wells Fargo,42.523670998634806,41.999540095622365,0.5241309030124413,62.29397003326509
2016-05-10 05:41:59.816244,43.23412609095642,21,14,11,0.7897478550939511,Wells Fargo,42.33432631266734,42.13015572876972,0.20417058389762133,56.76587390904358
2016-05-11 05:41:59.816244,43.61071178215047,17,13,16,0.8324126568700386,Wells Fargo,42.410358364060514,42.15423625765614,0.2561221064043764,56.38928821784953
2016-05-12 05:41:59.816244,44.432233010476914,25,14,11,0.8063689990639705,Wells Fargo,42.56213163390751,42.2539380796674,0.30819355424011263,55.567766989523086
2016-05-13 05:41:59.816244,39.69299816980601,20,13,6,0.8405100771752597,Wells Fargo,42.38560262220672,42.224918264853756,0.16068435735296305,60.30700183019399
2016-05-14 05:41:59.816244,45.857094500174824,24,16,11,0.8182348622438447,Wells Fargo,42.653763090356115,42.27105181495522,0.38271127540089367,54.142905499825176
2016-05-15 05:41:59.816244,37.08554049981011,18,17,6,0.8207365203739474,Wells Fargo,42.55612927333642,42.29467482355434,0.26145444978207877,62.91445950018989
2016-05-16 05:41:59.816244,50.4942534990739,25,15,5,0.8570896801914181,Wells Fargo,42.618750325209355,42.28576542081684,0.33298490439251793,49.5057465009261
2016-05-17 05:41:59.816244,39.98488041291106,21,23,12,0.8331120609413295,Wells Fargo,42.49769407592394,42.327260555173,0.1704335207509402,60.01511958708894
2016-05-18 05:41:59.816244,34.10493990529795,11,9,8,0.8008131109589138,Wells Fargo,42.151990109739906,42.24371527160254,-0.0917251618626338,65.89506009470205
2016-05-19 05:41:59.816244,43.459438375781446,21,12,12,0.8400675122594942,Wells Fargo,42.313893852648114,42.36886259458238,-0.054968741934267484,56.540561624218554
2016-05-20 05:41:59.816244,39.13105468761912,15,14,13,0.8297875847497908,Wells Fargo,42.13253867135457,42.328328161803846,-0.19578949044927896,60.86894531238088
2016-05-21 05:41:59.816244,43.095153067355994,22,14,9,0.8374876832244963,Wells Fargo,42.20372123653127,42.43837602056274,-0.2346547840314699,56.904846932644006
2016-05-22 05:41:59.816244,45.81679516115726,25,22,6,0.8781529484540253,Wells Fargo,42.29601398744608,42.43537544460246,-0.13936145715637593,54.18320483884274
2016-05-23 05:41:59.816244,46.42533652819716,20,20,15,0.8195427440618147,Wells Fargo,42.599397292698434,42.561469179170345,0.037928113528089114,53.57466347180284
2016-05-24 05:41:59.816244,37.460673392764356,21,14,11,0.861373297523533,Wells Fargo,42.40781217354165,42.45976709864504,-0.05195492510338795,62.539326607235644
2016-05-25 05:41:59.816244,43.725911983472656,23,14,14,0.8038950863445656,Wells Fargo,42.39829587842869,42.53101444385989,-0.13271856543119753,56.274088016527344
2016-05-26 05:41:59.816244,46.249183036259595,31,18,9,0.8212081381523589,Wells Fargo,42.659218782298396,42.673492097209675,-0.01427331491127859,53.750816963740405
2016-05-27 05:41:59.816244,39.09849814230127,20,13,7,0.8222600485801232,Wells Fargo,42.427916968481966,42.60827519646398,-0.18035822798201195,60.90150185769873
2016-05-28 05:41:59.816244,41.624296855055476,14,14,5,0.8413439730532598,Wells Fargo,42.23676075546544,42.60271169380483,-0.3659509383393882,58.375703144944524
2016-05-29 05:41:59.816244,46.84533434348958,34,15,11,0.8352542377239933,Wells Fargo,42.304017422441035,42.6576996550153,-0.3536822325742648,53.15466565651042
2016-05-30 05:41:59.816244,49.32048127127787,24,15,5,0.8195085238040732,Wells Fargo,42.779576746181746,42.69167762643277,0.08789911974897535,50.67951872872213
2016-05-31 05:41:59.816244,42.52688734679708,25,11,5,0.8416059993101243,Wells Fargo,42.5146827499698,42.71556881067278,-0.20088606070297743,57.47311265320292
2016-06-01 05:41:59.816244,46.3166383246939,19,14,9,0.8270986790046695,Wells Fargo,42.45923973092226,42.66483070955283,-0.20559097863056763,53.6833616753061
2016-06-02 05:41:59.816244,39.30381398848148,23,8,12,0.8104232421788312,Wells Fargo,42.39278004447129,42.54369411756662,-0.15091407309533622,60.69618601151852
2016-06-03 05:41:59.816244,46.20794531089645,23,11,9,0.8179709493618965,Wells Fargo,42.54722977905167,42.61313976791022,-0.06590998885855015,53.79205468910355
2016-06-04 05:41:59.816244,40.80695933807722,28,10,8,0.8063952368624326,Wells Fargo,42.61224689117931,42.643811334677,-0.03156444349768606,59.19304066192278
2016-06-05 05:41:59.816244,37.57960086218526,21,14,2,0.823531770356728,Wells Fargo,42.579263900912004,42.546366074045224,0.03289782686677967,62.42039913781474
2016-06-06 05:41:59.816244,37.50084467939448,17,8,11,0.8091254852703983,Wells Fargo,42.40994952926056,42.49535910843553,-0.08540957917497138,62.49915532060552
2016-06-07 05:41:59.816244,40.33059778315926,17,14,8,0.8630958723087137,Wells Fargo,42.300941743860314,42.534350884819524,-0.2334091409592105,59.66940221684074
2016-06-08 05:41:59.816244,42.54103175628858,19,12,12,0.8219038284349679,Wells Fargo,42.46210847017878,42.53461091262916,-0.07250244245038573,57.45896824371142
2016-06-09 05:41:59.816244,35.79971769920197,19,11,12,0.8066897578141544,Wells Fargo,42.21429485712029,42.44534567558389,-0.23105081846360065,64.20028230079802
2016-06-10 05:41:59.816244,37.51047976677142,19,11,6,0.8472684336280674,Wells Fargo,42.010953789940984,42.402716624914405,-0.3917628349734201,62.48952023322858
2016-06-11 05:41:59.816244,45.469900634031625,28,9,10,0.8268213885290725,Wells Fargo,42.045542710726146,42.40282145466203,-0.3572787439358862,54.530099365968375
2016-06-12 05:41:59.816244,42.269201570171745,23,11,5,0.828988174090615,Wells Fargo,42.131416157405006,42.420790050033595,-0.28937389262858915,57.730798429828255
2016-06-13 05:41:59.816244,42.84898623197108,18,13,6,0.8085471101895845,Wells Fargo,42.03114588179821,42.46161162603734,-0.43046574423912887,57.15101376802892
2016-06-14 05:41:59.816244,36.17084610690215,17,12,8,0.8234111814605368,Wells Fargo,42.000656068701275,42.370300177527525,-0.3696441088262503,63.82915389309785
2016-06-15 05:41:59.816244,37.50878891220788,27,19,6,0.8928943336742134,Wells Fargo,41.56780724913907,42.40014916630603,-0.832341917166957,62.49121108779212
2016-06-16 05:41:59.816244,42.758348843093444,26,16,10,0.8207272661465567,Wells Fargo,41.66025619681182,42.418534319133265,-0.7582781223214425,57.241651156906556
2016-06-17 05:41:59.816244,46.99678106906926,24,19,11,0.8311532625791278,Wells Fargo,42.089984235604206,42.44837028093077,-0.3583860453265615,53.00321893093074
2016-06-18 05:41:59.816244,42.036085474534595,17,14,6,0.8066039544905266,Wells Fargo,42.042539138895975,42.444449064561645,-0.4019099256656702,57.963914525465405
2016-06-19 05:41:59.816244,48.58293060035352,30,17,11,0.838729045833096,Wells Fargo,42.35760166932046,42.47655041873221,-0.11894874941175004,51.41706939964648
2016-06-20 05:41:59.816244,36.99380198066986,15,10,16,0.8477092164110221,Wells Fargo,42.15422329976425,42.371298076983386,-0.21707477721913904,63.00619801933014
2016-06-21 05:41:59.816244,39.822583191445275,9,14,6,0.7880008086711435,Wells Fargo,41.954416234107185,42.422812343739544,-0.46839610963235856,60.177416808554725
2016-06-22 05:41:59.816244,43.13092175814929,13,12,6,0.8151919983282421,Wells Fargo,41.844602408438924,42.42098018274712,-0.5763777743081988,56.86907824185071
2016-06-23 05:41:59.816244,40.485866575459355,15,15,5,0.824793276684497,Wells Fargo,41.945442181195425,42.329680036580385,-0.3842378553849599,59.514133424540645
2016-06-24 05:41:59.816244,41.308213324827385,13,13,11,0.8046616276329253,Wells Fargo,41.86485222590724,42.31366954404855,-0.4488173181413089,58.691786675172615
2016-06-25 05:41:59.816244,49.748377854379996,16,15,5,0.8403864850425927,Wells Fargo,41.981492053177924,42.488699374123996,-0.5072073209460726,50.251622145620004
2016-06-26 05:41:59.816244,35.925427268126015,26,13,10,0.8251139237870346,Wells Fargo,41.87572302403875,42.4230438251858,-0.5473208011470518,64.07457273187399
2016-06-27 05:41:59.816244,48.23168691117441,26,13,14,0.8279875331686719,Wells Fargo,42.095969359242716,42.44424305831309,-0.34827369907037564,51.76831308882559
2016-06-28 05:41:59.816244,35.425202212293335,11,14,6,0.8339844426113696,Wells Fargo,41.71529828820284,42.362173540340244,-0.6468752521374057,64.57479778770667
2016-06-29 05:41:59.816244,50.95430505020854,27,16,12,0.8398879504002634,Wells Fargo,41.769759080833865,42.46730737618237,-0.6975482953485042,49.04569494979146
2016-06-30 05:41:59.816244,40.87217743259505,32,12,10,0.7917864271207333,Wells Fargo,41.71460208369379,42.38095465872393,-0.6663525750301389,59.12782256740495
2016-07-01 05:41:59.816244,40.574497643760154,16,12,15,0.7983578344980717,Wells Fargo,41.52319739432934,42.32328297897883,-0.8000855846494943,59.425502356239846
2016-07-02 05:41:59.816244,42.675615947769,21,20,6,0.7855028228901018,Wells Fargo,41.63559079297225,42.30819911853493,-0.6726083255626776,57.324384052231
2016-07-03 05:41:59.816244,46.15564991333666,22,14,8,0.8100590581091553,Wells Fargo,41.6338476130536,42.35137225969033,-0.7175246466367327,53.84435008666334
2016-07-04 05:41:59.816244,39.01513941748973,23,10,9,0.820700095420376,Wells Fargo,41.57412028236735,42.27483991818978,-0.7007196358224235,60.98486058251027
2016-07-05 05:41:59.816244,47.43949131788422,29,16,9,0.7672510701360242,Wells Fargo,41.90278329755731,42.38560442607619,-0.4828211285188786,52.56050868211578
2016-07-06 05:41:59.816244,51.71644281694741,23,17,6,0.831567650493555,Wells Fargo,42.376636568809076,42.45929144523621,-0.0826548764271351,48.28355718305259
2016-07-07 05:41:59.816244,44.809208447676205,20,7,9,0.8331629485706294,Wells Fargo,42.52592359095964,42.49515410281628,0.030769488143363333,55.190791552323795
2016-07-08 05:41:59.816244,43.66401880877487,18,17,11,0.8414473131156586,Wells Fargo,42.56335649270918,42.51637865384092,0.046977838868265565,56.33598119122513
2016-07-09 05:41:59.816244,43.56949865679717,25,15,8,0.8406880497203908,Wells Fargo,42.822349191295686,42.456990120361105,0.36535907093458064,56.43050134320283
2016-07-10 05:41:59.816244,43.06694864554258,17,12,11,0.7889425065416192,Wells Fargo,43.007564820588065,42.47629232486319,0.5312724957248776,56.93305135445742
2016-07-11 05:41:59.816244,36.778938127155065,12,17,8,0.7797916477080385,Wells Fargo,42.71786607035884,42.441846804997496,0.2760192653613416,63.221061872844935
2016-07-12 05:41:59.816244,36.73466288375927,22,10,11,0.8472513619460557,Wells Fargo,42.533381447478426,42.35013340903005,0.1832480384483759,63.26533711624073
2016-07-13 05:41:59.816244,46.546894690870396,20,12,13,0.7992758502029254,Wells Fargo,42.65664506277507,42.447184678309796,0.20946038446527382,53.453105309129604
2016-07-14 05:41:59.816244,38.91843877657897,18,17,11,0.7951541907569097,Wells Fargo,42.748231485097634,42.435005609045106,0.3132258760525275,61.08156122342103
2016-07-15 05:41:59.816244,40.821720936555714,18,19,6,0.8579320370959174,Wells Fargo,42.85866255257589,42.34840670897477,0.5102558436011222,59.178279063444286
2016-07-16 05:41:59.816244,34.634153122383616,20,11,3,0.8499872836659907,Wells Fargo,42.58785602855223,42.24860210042933,0.33925392812290056,65.36584687761638
2016-07-17 05:41:59.816244,44.93606873033522,24,19,10,0.8139084508454564,Wells Fargo,42.519165617261095,42.2537133208684,0.2654522963926951,55.06393126966478
2016-07-18 05:41:59.816244,42.14469506865025,26,17,11,0.8513575348855749,Wells Fargo,42.522785937064945,42.293072976203014,0.2297129608619315,57.85530493134975
2016-07-19 05:41:59.816244,40.688353849460285,15,18,3,0.8273477105092093,Wells Fargo,42.25963337870185,42.24992457312562,0.009708805576231327,59.311646150539715
2016-07-20 05:41:59.816244,43.800019490839226,15,12,10,0.8213152303562458,Wells Fargo,42.48650729570749,42.281483944001,0.20502335170648678,56.199980509160774
2016-07-21 05:41:59.816244,44.62189613899464,22,7,7,0.8078436026462917,Wells Fargo,42.64648439395913,42.298971538504134,0.347512855454994,55.37810386100536
2016-07-22 05:41:59.816244,39.349502306554676,24,16,3,0.8354681052683656,Wells Fargo,42.52043707890598,42.32147892668112,0.19895815222486135,60.650497693445324
2016-07-23 05:41:59.816244,50.775730495430814,24,17,15,0.7971817471602763,Wells Fargo,42.863432542905024,42.40556229921403,0.4578702436909907,49.224269504569186
2016-07-24 05:41:59.816244,33.16945638022972,26,8,10,0.8450403729436001,Wells Fargo,42.59214064475177,42.2850962496959,0.30704439505587544,66.83054361977028
2016-07-25 05:41:59.816244,40.52576424197323,19,15,7,0.8434184999460731,Wells Fargo,42.28472019100488,42.30847700882707,-0.02375681782218919,59.47423575802677
2016-07-26 05:41:59.816244,45.15622951685844,26,16,17,0.8165360856375494,Wells Fargo,42.59241359929596,42.298684530605556,0.2937290686904035,54.84377048314156
2016-07-27 05:41:59.816244,47.51998629843031,22,22,11,0.7975687711671791,Wells Fargo,42.56869024553782,42.30047345341533,0.2682167921224945,52.48001370156969
2016-07-28 05:41:59.816244,41.58903846509353,17,25,6,0.8276887056822083,Wells Fargo,42.77415145396449,42.26448905486946,0.5096623990950349,58.41096153490647
2016-07-29 05:41:59.816244,41.14566272626356,27,14,13,0.8034909264057312,Wells Fargo,42.447196709832994,42.33217751228287,0.1150191975501258,58.85433727373644
2016-07-30 05:41:59.816244,39.88651259878079,11,18,14,0.8091434095917686,Wells Fargo,42.414341215372524,42.214542016345376,0.19979919902714727,60.11348740121921
2016-07-31 05:41:59.816244,44.11380438884913,10,11,7,0.8352478119253416,Wells Fargo,42.532318106875486,42.171585077375696,0.3607330294997908,55.88619561115087
2016-08-01 05:41:59.816244,33.608375384569776,10,15,7,0.7884102828776907,Wells Fargo,42.23007675476885,42.08614919740413,0.1439275573647194,66.39162461543023
2016-08-02 05:41:59.816244,48.380530515110976,32,16,9,0.8327075015518158,Wells Fargo,42.30423944149466,42.16177227786664,0.14246716362801948,51.619469484889024
2016-08-03 05:41:59.816244,42.09426682650216,22,12,7,0.8146070807616237,Wells Fargo,42.40687702179507,42.19774806511391,0.2091289566811554,57.90573317349784
2016-08-04 05:41:59.816244,47.090717765391496,27,7,9,0.817522234991167,Wells Fargo,42.39525123671198,42.292432811727096,0.10281842498488203,52.909282234608504
2016-08-05 05:41:59.816244,40.925162134008175,18,10,9,0.8445014190460658,Wells Fargo,42.035541880614005,42.27404265956122,-0.23850077894721267,59.074837865991825
2016-08-06 05:41:59.816244,46.718504042974224,24,14,13,0.8250285648344141,Wells Fargo,42.09918506712394,42.30868346731464,-0.20949840019069654,53.281495957025776
2016-08-07 05:41:59.816244,41.0998421625731,24,12,10,0.8095860907856105,Wells Fargo,42.01371251225055,42.34639249171284,-0.33267997946229144,58.9001578374269
2016-08-08 05:41:59.816244,35.69714146306433,17,15,5,0.8067678919541217,Wells Fargo,41.75130060579279,42.26264821806959,-0.5113476122768006,64.30285853693567
2016-08-09 05:41:59.816244,37.00101936834396,16,15,8,0.8006412323397225,Wells Fargo,41.549102963219504,42.189207191249515,-0.6401042280300118,62.99898063165604
2016-08-10 05:41:59.816244,38.71377870094443,21,15,7,0.8375960329803869,Wells Fargo,41.61359764901248,42.12566881003249,-0.5120711610200033,61.28622129905557
2016-08-11 05:41:59.816244,46.50229121195621,16,19,10,0.8745112344629936,Wells Fargo,41.93918525995238,42.20132762161193,-0.2621423616595493,53.49770878804379
