Date,State,GGR_M,BetMGM_Share_Pct,Market_Maturity
2021-09-30 06:02:51.543693,Connecticut,67.17798056825076,24.12454982918871,Growing
2021-09-30 06:02:51.543693,Delaware,33.911478808414735,29.87440114555577,Mature
2021-10-31 06:02:51.543693,New Jersey,183.249568566373,16.647124443577415,Mature
2021-10-31 06:02:51.543693,Pennsylvania,106.29479555137821,17.486644228277882,Growing
2021-10-31 06:02:51.543693,Michigan,62.584860640796464,28.109184791433343,Growing
2021-10-31 06:02:51.543693,West Virginia,20.822159700282782,18.15950692841603,Growing
2021-10-31 06:02:51.543693,Connecticut,30.7380771639659,25.101147639596203,Growing
2021-10-31 06:02:51.543693,Delaware,9.485414508008436,19.41640004809168,Mature
2021-11-30 06:02:51.543693,New Jersey,122.29450551582076,18.8178235454573,Mature
2021-11-30 06:02:51.543693,Pennsylvania,71.33998328361025,29.83255147628988,Growing
2021-11-30 06:02:51.543693,Michigan,108.93574880361926,17.635026179006516,Growing
2021-11-30 06:02:51.543693,West Virginia,35.67853157070638,15.725180652042258,Growing
2021-11-30 06:02:51.543693,Connecticut,40.98444505937981,18.51866761687023,Growing
2021-11-30 06:02:51.543693,Delaware,34.22132877810758,29.25308068031223,Mature
2021-12-31 06:02:51.543693,New Jersey,209.00259790398076,27.84826054023336,Mature
2021-12-31 06:02:51.543693,Pennsylvania,90.44329307302125,23.784718266166482,Growing
2021-12-31 06:02:51.543693,Michigan,40.66961283146756,24.161207685464596,Growing
2021-12-31 06:02:51.543693,West Virginia,31.0417312357027,17.272626613350507,Growing
2021-12-31 06:02:51.543693,Connecticut,66.99246691050197,24.644289109406948,Growing
2021-12-31 06:02:51.543693,Delaware,33.17354573435664,18.540409313194722,Mature
2022-01-31 06:02:51.543693,New Jersey,114.0477130381108,25.68123431784828,Mature
2022-01-31 06:02:51.543693,Pennsylvania,149.84139114467132,28.1420000185284,Growing
2022-01-31 06:02:51.543693,Michigan,127.23798996799492,25.31164467575565,Growing
2022-01-31 06:02:51.543693,West Virginia,45.20790817234394,21.209720027173436,Growing
2022-01-31 06:02:51.543693,Connecticut,48.448185256861585,25.359050438772957,Growing
2022-01-31 06:02:51.543693,Delaware,23.008193171443878,21.997342503267777,Mature
2022-02-28 06:02:51.543693,New Jersey,84.92390693511736,16.427746439998696,Mature
2022-02-28 06:02:51.543693,Pennsylvania,145.51200864046646,27.341832556419398,Growing
2022-02-28 06:02:51.543693,Michigan,108.06449604863556,19.206896571052596,Growing
2022-02-28 06:02:51.543693,West Virginia,18.015882348476108,26.284271476148763,Growing
2022-02-28 06:02:51.543693,Connecticut,50.082240148791605,19.780767424030785,Growing
2022-02-28 06:02:51.543693,Delaware,14.26635021095427,27.758625522313654,Mature
2022-03-31 06:02:51.543693,New Jersey,80.33481176605042,25.1681037056995,Mature
2022-03-31 06:02:51.543693,Pennsylvania,127.5790058483439,21.425775171104544,Growing
2022-03-31 06:02:51.543693,Michigan,106.08673855828704,23.187463996588924,Growing
2022-03-31 06:02:51.543693,West Virginia,51.202247205209034,26.93484258206928,Growing
2022-03-31 06:02:51.543693,Connecticut,78.69975386585662,19.55149124910326,Growing
2022-03-31 06:02:51.543693,Delaware,26.931716084447416,23.07514841399212,Mature
2022-04-30 06:02:51.543693,New Jersey,218.58366040234648,15.162252840290517,Mature
2022-04-30 06:02:51.543693,Pennsylvania,144.96832286473574,28.952270463188267,Growing
2022-04-30 06:02:51.543693,Michigan,127.00022950017058,26.496348353567424,Growing
2022-04-30 06:02:51.543693,West Virginia,59.74966207267993,15.210477736966258,Growing
2022-04-30 06:02:51.543693,Connecticut,61.49552483906173,16.85595753923624,Growing
2022-04-30 06:02:51.543693,Delaware,12.898518358698334,17.3202419559486,Mature
2022-05-31 06:02:51.543693,New Jersey,118.29201060993363,16.88954907054839,Mature
2022-05-31 06:02:51.543693,Pennsylvania,170.1143283340802,15.129743156941517,Growing
2022-05-31 06:02:51.543693,Michigan,48.74396895434068,27.133079183235242,Growing
2022-05-31 06:02:51.543693,West Virginia,44.849190738685074,28.023487070285583,Growing
2022-05-31 06:02:51.543693,Connecticut,42.16793434835166,29.6501249767221,Growing
2022-05-31 06:02:51.543693,Delaware,21.142341326484296,25.770880100712812,Mature
2022-06-30 06:02:51.543693,New Jersey,142.78171963583696,16.585245599145836,Mature
2022-06-30 06:02:51.543693,Pennsylvania,171.62095139692616,15.152737353631629,Growing
2022-06-30 06:02:51.543693,Michigan,84.10659195215887,17.01035414869853,Growing
2022-06-30 06:02:51.543693,West Virginia,48.6581050328968,26.370948296315436,Growing
2022-06-30 06:02:51.543693,Connecticut,57.5385542450803,21.046140380121454,Growing
2022-06-30 06:02:51.543693,Delaware,26.194261988850513,19.280085646849027,Mature
2022-07-31 06:02:51.543693,New Jersey,66.29758385421219,23.426010050423894,Mature
2022-07-31 06:02:51.543693,Pennsylvania,172.0338980062513,15.00206900474019,Growing
2022-07-31 06:02:51.543693,Michigan,149.37291024407716,29.603845150834758,Growing
2022-07-31 06:02:51.543693,West Virginia,41.217827310992135,26.942351925748902,Growing
2022-07-31 06:02:51.543693,Connecticut,26.62476981189602,24.95986221438796,Growing
2022-07-31 06:02:51.543693,Delaware,35.82894995741545,21.605811814356304,Mature
2022-08-31 06:02:51.543693,New Jersey,73.58204977956025,18.80509848191142,Mature
2022-08-31 06:02:51.543693,Pennsylvania,161.1472454366329,20.140548236722996,Growing
2022-08-31 06:02:51.543693,Michigan,147.35979486552532,16.657784781296108,Growing
2022-08-31 06:02:51.543693,West Virginia,44.735732741642856,27.872957745022557,Growing
2022-08-31 06:02:51.543693,Connecticut,80.27072489379168,18.044472220432166,Growing
2022-08-31 06:02:51.543693,Delaware,43.73125803068733,20.918885104159962,Mature
2022-09-30 06:02:51.543693,New Jersey,70.42799493987191,20.698513814809726,Mature
2022-09-30 06:02:51.543693,Pennsylvania,44.882380433009104,28.243201460178753,Growing
2022-09-30 06:02:51.543693,Michigan,49.59965327343265,24.02390181349024,Growing
2022-09-30 06:02:51.543693,West Virginia,48.33163861585601,23.523206296567196,Growing
2022-09-30 06:02:51.543693,Connecticut,84.58886662065035,18.13877411118541,Growing
2022-09-30 06:02:51.543693,Delaware,36.13457579194964,15.757499754142835,Mature
2022-10-31 06:02:51.543693,New Jersey,214.83662440872547,28.92590768243624,Mature
2022-10-31 06:02:51.543693,Pennsylvania,56.618042880110686,15.286893245256076,Growing
2022-10-31 06:02:51.543693,Michigan,123.07699679641372,24.274803241302287,Growing
2022-10-31 06:02:51.543693,West Virginia,48.806276995414095,16.57719225907542,Growing
2022-10-31 06:02:51.543693,Connecticut,60.72203794377424,24.296048056288726,Growing
2022-10-31 06:02:51.543693,Delaware,44.336392014949546,28.185107541211664,Mature
2022-11-30 06:02:51.543693,New Jersey,134.30971819497802,26.8717345821263,Mature
2022-11-30 06:02:51.543693,Pennsylvania,189.5661286026725,29.81291791343816,Growing
2022-11-30 06:02:51.543693,Michigan,44.73583545819226,23.96118784366758,Growing
2022-11-30 06:02:51.543693,West Virginia,29.270246942475826,15.09033424987592,Growing
2022-11-30 06:02:51.543693,Connecticut,51.372843724358525,19.25702641312509,Growing
2022-11-30 06:02:51.543693,Delaware,33.58219550514012,25.43658363487048,Mature
2022-12-31 06:02:51.543693,New Jersey,175.04048377436342,18.25163189012459,Mature
2022-12-31 06:02:51.543693,Pennsylvania,61.71021936294687,15.20265185750487,Growing
2022-12-31 06:02:51.543693,Michigan,33.565772342306474,21.926116138582227,Growing
2022-12-31 06:02:51.543693,West Virginia,22.444888551231532,23.086577859009353,Growing
2022-12-31 06:02:51.543693,Connecticut,66.88281882005401,21.194483521940565,Growing
2022-12-31 06:02:51.543693,Delaware,36.919987037476325,23.235365816993408,Mature
2023-01-31 06:02:51.543693,New Jersey,67.10876809182685,15.372949058799756,Mature
2023-01-31 06:02:51.543693,Pennsylvania,82.94001543605518,27.31780591173206,Growing
2023-01-31 06:02:51.543693,Michigan,128.31717652268,29.08731394618171,Growing
2023-01-31 06:02:51.543693,West Virginia,59.36265288255052,16.549987475471504,Growing
2023-01-31 06:02:51.543693,Connecticut,42.520387474204206,17.15172512880545,Growing
2023-01-31 06:02:51.543693,Delaware,38.15498269770457,18.28783378764116,Mature
2023-02-28 06:02:51.543693,New Jersey,60.67464777175544,23.72937921493904,Mature
2023-02-28 06:02:51.543693,Pennsylvania,67.05543985486892,21.15283993983424,Growing
2023-02-28 06:02:51.543693,Michigan,56.01160076006665,26.055951955219825,Growing
2023-02-28 06:02:51.543693,West Virginia,15.870394878608062,17.094108594846755,Growing
2023-02-28 06:02:51.543693,Connecticut,22.38454977928372,28.305859827423873,Growing
2023-02-28 06:02:51.543693,Delaware,38.00830860480267,22.03811532898981,Mature
2023-03-31 06:02:51.543693,New Jersey,215.27315743599024,20.88039502393061,Mature
2023-03-31 06:02:51.543693,Pennsylvania,91.01241794020528,19.713988082989538,Growing
2023-03-31 06:02:51.543693,Michigan,37.199634412799746,22.91341394188051,Growing
2023-03-31 06:02:51.543693,West Virginia,22.276728662578893,17.6101961879435,Growing
2023-03-31 06:02:51.543693,Connecticut,64.76645972431207,17.777478287263534,Growing
2023-03-31 06:02:51.543693,Delaware,31.51017044001611,27.090074725766993,Mature
2023-04-30 06:02:51.543693,New Jersey,128.9878340182034,22.397156795787073,Mature
2023-04-30 06:02:51.543693,Pennsylvania,63.774154174671764,23.875269348181213,Growing
2023-04-30 06:02:51.543693,Michigan,109.07470649478594,21.14090538250505,Growing
2023-04-30 06:02:51.543693,West Virginia,23.75911630033018,19.673624629903895,Growing
2023-04-30 06:02:51.543693,Connecticut,38.804566274855375,19.919127668418724,Growing
2023-04-30 06:02:51.543693,Delaware,40.56185392771644,22.271971105411343,Mature
2023-05-31 06:02:51.543693,New Jersey,201.65175509508015,28.693390936546166,Mature
2023-05-31 06:02:51.543693,Pennsylvania,94.28076204828714,24.52799451742023,Growing
2023-05-31 06:02:51.543693,Michigan,61.946408661940914,17.59908986510624,Growing
2023-05-31 06:02:51.543693,West Virginia,18.861516998173933,17.76870801028219,Growing
2023-05-31 06:02:51.543693,Connecticut,65.23481484766194,19.528503376804526,Growing
2023-05-31 06:02:51.543693,Delaware,25.893820244588834,20.42365514201133,Mature
2023-06-30 06:02:51.543693,New Jersey,168.86744682860763,28.593165603680095,Mature
2023-06-30 06:02:51.543693,Pennsylvania,151.04991283366473,23.243459358517534,Growing
2023-06-30 06:02:51.543693,Michigan,99.62875557910972,21.65997541854403,Growing
2023-06-30 06:02:51.543693,West Virginia,22.692414467059365,29.773522954095135,Growing
2023-06-30 06:02:51.543693,Connecticut,39.73323071808401,21.867625992909225,Growing
2023-06-30 06:02:51.543693,Delaware,40.20651037491022,19.845706818225185,Mature
2023-07-31 06:02:51.543693,New Jersey,213.90880747968737,16.282357255181736,Mature
2023-07-31 06:02:51.543693,Pennsylvania,166.12056207717742,15.18575181431053,Growing
2023-07-31 06:02:51.543693,Michigan,79.38448128320859,29.91682409307506,Growing
2023-07-31 06:02:51.543693,West Virginia,32.134432561532215,28.064758381452616,Growing
2023-07-31 06:02:51.543693,Connecticut,89.36833345439487,15.961263925755306,Growing
2023-07-31 06:02:51.543693,Delaware,39.02015166304407,23.988903475843617,Mature
2023-08-31 06:02:51.543693,New Jersey,113.8920614776531,25.216293401489843,Mature
2023-08-31 06:02:51.543693,Pennsylvania,183.93453817320693,27.83639921786937,Growing
2023-08-31 06:02:51.543693,Michigan,42.42456677780958,25.36216528021211,Growing
2023-08-31 06:02:51.543693,West Virginia,15.33929124201109,28.168415151301634,Growing
2023-08-31 06:02:51.543693,Connecticut,55.69611576958063,19.033752639606686,Growing
2023-08-31 06:02:51.543693,Delaware,40.737437118249815,29.725492865442227,Mature
2023-09-30 06:02:51.543693,New Jersey,200.0193442019227,20.918188655982878,Mature
2023-09-30 06:02:51.543693,Pennsylvania,163.4014843678169,22.06844209207125,Growing
2023-09-30 06:02:51.543693,Michigan,123.49243246647757,24.843740129006033,Growing
2023-09-30 06:02:51.543693,West Virginia,39.062442182672015,16.98218727484737,Growing
2023-09-30 06:02:51.543693,Connecticut,74.77545481553148,17.54353267090755,Growing
2023-09-30 06:02:51.543693,Delaware,12.008885250894966,27.807117479296842,Mature
2023-10-31 06:02:51.543693,New Jersey,213.12751843265903,24.64536710042169,Mature
2023-10-31 06:02:51.543693,Pennsylvania,75.8710972692527,23.622711090235704,Growing
2023-10-31 06:02:51.543693,Michigan,51.360058433259624,20.078691598443758,Growing
2023-10-31 06:02:51.543693,West Virginia,13.670504297096285,16.299236190982118,Growing
2023-10-31 06:02:51.543693,Connecticut,72.82054524835875,20.464792541287206,Growing
2023-10-31 06:02:51.543693,Delaware,24.40847993096956,28.52760398243387,Mature
2023-11-30 06:02:51.543693,New Jersey,87.27564598346122,27.62561336050598,Mature
2023-11-30 06:02:51.543693,Pennsylvania,126.88099650643302,26.46695639240091,Growing
2023-11-30 06:02:51.543693,Michigan,43.41032098054612,24.25529031524553,Growing
2023-11-30 06:02:51.543693,West Virginia,40.79286337797917,24.479492553104794,Growing
2023-11-30 06:02:51.543693,Connecticut,83.52361099757834,23.695620275820627,Growing
2023-11-30 06:02:51.543693,Delaware,33.758585984739995,17.845759239889542,Mature
2023-12-31 06:02:51.543693,New Jersey,141.7582233830441,18.731553024070347,Mature
2023-12-31 06:02:51.543693,Pennsylvania,56.2766092165183,20.426727533046936,Growing
2023-12-31 06:02:51.543693,Michigan,109.3563190483405,21.48933253665425,Growing
2023-12-31 06:02:51.543693,West Virginia,33.81966548808945,21.364180593238903,Growing
2023-12-31 06:02:51.543693,Connecticut,70.58727270239999,17.127879866582184,Growing
2023-12-31 06:02:51.543693,Delaware,30.52522601173216,21.292103494099933,Mature
2024-01-31 06:02:51.543693,New Jersey,162.9941524527832,26.34695014121751,Mature
2024-01-31 06:02:51.543693,Pennsylvania,194.15550794412803,29.917146313427672,Growing
2024-01-31 06:02:51.543693,Michigan,79.69441366517398,21.181188144918625,Growing
2024-01-31 06:02:51.543693,West Virginia,28.0132151918177,23.567342813328175,Growing
2024-01-31 06:02:51.543693,Connecticut,47.165075168731896,27.43846400839798,Growing
2024-01-31 06:02:51.543693,Delaware,40.45464390903023,15.2824343409517,Mature
2024-02-29 06:02:51.543693,New Jersey,74.7852753166205,24.949533780341504,Mature
2024-02-29 06:02:51.543693,Pennsylvania,151.18206503051695,17.81528145654459,Growing
2024-02-29 06:02:51.543693,Michigan,72.36181633701351,26.996741573325103,Growing
2024-02-29 06:02:51.543693,West Virginia,57.62192418329762,25.393875367760938,Growing
2024-02-29 06:02:51.543693,Connecticut,77.53036683659181,15.898074494947549,Growing
2024-02-29 06:02:51.543693,Delaware,41.321861040494255,15.929822187105758,Mature
2024-03-31 06:02:51.543693,New Jersey,87.26861427025725,21.37408742289221,Mature
2024-03-31 06:02:51.543693,Pennsylvania,161.42400645734196,22.826185235286726,Growing
2024-03-31 06:02:51.543693,Michigan,89.27456178469642,22.124240553762856,Growing
2024-03-31 06:02:51.543693,West Virginia,40.50238733256893,18.561946817989686,Growing
2024-03-31 06:02:51.543693,Connecticut,34.69627547171332,29.698836689550976,Growing
2024-03-31 06:02:51.543693,Delaware,31.900013412157318,18.213563939682047,Mature
2024-04-30 06:02:51.543693,New Jersey,94.32790003353173,18.72790014370665,Mature
2024-04-30 06:02:51.543693,Pennsylvania,128.78096060046806,29.672343835903114,Growing
2024-04-30 06:02:51.543693,Michigan,31.71928920900909,26.910980485842227,Growing
2024-04-30 06:02:51.543693,West Virginia,23.51701308802427,23.74613568639641,Growing
2024-04-30 06:02:51.543693,Connecticut,49.12430873648278,16.411506950343355,Growing
2024-04-30 06:02:51.543693,Delaware,20.546509112242024,24.182889509064633,Mature
2024-05-31 06:02:51.543693,New Jersey,145.67585972696403,25.34505084490009,Mature
2024-05-31 06:02:51.543693,Pennsylvania,131.30709199029468,22.5447625656606,Growing
2024-05-31 06:02:51.543693,Michigan,45.62428606729087,25.10875442290495,Growing
2024-05-31 06:02:51.543693,West Virginia,29.523143724129103,20.662489130624728,Growing
2024-05-31 06:02:51.543693,Connecticut,53.1877590520811,21.129790060374724,Growing
2024-05-31 06:02:51.543693,Delaware,24.01605082706219,20.5877772694252,Mature
2024-06-30 06:02:51.543693,New Jersey,105.31625493419077,21.290827859200476,Mature
2024-06-30 06:02:51.543693,Pennsylvania,148.40656873737356,28.734305888236744,Growing
2024-06-30 06:02:51.543693,Michigan,34.090064636297505,28.462327957482312,Growing
2024-06-30 06:02:51.543693,West Virginia,18.093869333928637,25.45544815115464,Growing
2024-06-30 06:02:51.543693,Connecticut,63.24381269455647,27.125907908370756,Growing
2024-06-30 06:02:51.543693,Delaware,19.752408640535542,20.38488296134913,Mature
2024-07-31 06:02:51.543693,New Jersey,67.84339607496374,22.5952288604961,Mature
2024-07-31 06:02:51.543693,Pennsylvania,76.4127864627907,23.28293061067073,Growing
2024-07-31 06:02:51.543693,Michigan,42.3604563736969,29.65783219132365,Growing
2024-07-31 06:02:51.543693,West Virginia,20.620370314645807,21.132994376573578,Growing
2024-07-31 06:02:51.543693,Connecticut,80.30602840989113,21.08755117752654,Growing
2024-07-31 06:02:51.543693,Delaware,36.445972826021595,17.199565288528433,Mature
2024-08-31 06:02:51.543693,New Jersey,212.98146649030704,23.57845428167615,Mature
2024-08-31 06:02:51.543693,Pennsylvania,75.15042191483677,17.854035908094072,Growing
2024-08-31 06:02:51.543693,Michigan,139.53401839339463,18.371878632271077,Growing
2024-08-31 06:02:51.543693,West Virginia,51.5560639474048,29.651369876715815,Growing
2024-08-31 06:02:51.543693,Connecticut,81.4551461119441,20.08873517107162,Growing
2024-08-31 06:02:51.543693,Delaware,44.57585660368166,29.948593770257556,Mature
2024-09-30 06:02:51.543693,New Jersey,134.63935888705996,28.421089120358907,Mature
2024-09-30 06:02:51.543693,Pennsylvania,87.79792144780963,20.832807834760526,Growing
2024-09-30 06:02:51.543693,Michigan,30.36493684810957,22.570847013457104,Growing
2024-09-30 06:02:51.543693,West Virginia,43.752800192430534,19.80786453193654,Growing
2024-09-30 06:02:51.543693,Connecticut,43.36766142246699,26.153428348159967,Growing
2024-09-30 06:02:51.543693,Delaware,42.181523287985144,24.23299949892414,Mature
2024-10-31 06:02:51.543693,New Jersey,46.201149848982794,28.310871193157315,Mature
2024-10-31 06:02:51.543693,Pennsylvania,174.03215419459667,22.375919306499423,Growing
2024-10-31 06:02:51.543693,Michigan,128.222465364314,20.89617938135644,Growing
2024-10-31 06:02:51.543693,West Virginia,35.87770480969225,20.991727964548524,Growing
2024-10-31 06:02:51.543693,Connecticut,40.222409993764145,19.688071530562514,Growing
2024-10-31 06:02:51.543693,Delaware,41.880788216274205,17.632424954355066,Mature
2024-11-30 06:02:51.543693,New Jersey,51.99026746593671,29.66700133544911,Mature
2024-11-30 06:02:51.543693,Pennsylvania,72.4633676789997,15.487331048696484,Growing
2024-11-30 06:02:51.543693,Michigan,97.43764044941992,26.394977304026124,Growing
2024-11-30 06:02:51.543693,West Virginia,41.28323821505247,21.652763272602456,Growing
2024-11-30 06:02:51.543693,Connecticut,42.611770845449264,23.51918775436979,Growing
2024-11-30 06:02:51.543693,Delaware,40.25771643606672,27.776755105189274,Mature
2024-12-31 06:02:51.543693,New Jersey,212.55200518396475,17.976908948964734,Mature
2024-12-31 06:02:51.543693,Pennsylvania,128.88585530417248,27.327307372950497,Growing
2024-12-31 06:02:51.543693,Michigan,128.04369884848737,18.726258962065035,Growing
2024-12-31 06:02:51.543693,West Virginia,31.518168834787005,19.671717594408037,Growing
2024-12-31 06:02:51.543693,Connecticut,55.66485035336366,17.949913040325516,Growing
2024-12-31 06:02:51.543693,Delaware,9.05958270179478,23.799102628368587,Mature
2025-01-31 06:02:51.543693,New Jersey,170.44011364392463,24.625113607108652,Mature
2025-01-31 06:02:51.543693,Pennsylvania,144.64128607315865,25.7335086162934,Growing
2025-01-31 06:02:51.543693,Michigan,141.8512467333087,21.234539917633285,Growing
2025-01-31 06:02:51.543693,West Virginia,31.797785422415622,20.842909636042684,Growing
2025-01-31 06:02:51.543693,Connecticut,46.4080185017816,17.9981961281797,Growing
2025-01-31 06:02:51.543693,Delaware,30.543394210830286,21.83845894832687,Mature
2025-02-28 06:02:51.543693,New Jersey,99.6229864941002,28.96775480779677,Mature
2025-02-28 06:02:51.543693,Pennsylvania,101.31928129335816,24.918989044150564,Growing
2025-02-28 06:02:51.543693,Michigan,106.84454786829554,16.479827367341205,Growing
2025-02-28 06:02:51.543693,West Virginia,50.60989217833432,25.8417478621552,Growing
2025-02-28 06:02:51.543693,Connecticut,63.67701267259336,26.957693031963004,Growing
2025-02-28 06:02:51.543693,Delaware,32.1644258939858,17.685148091660686,Mature
2025-03-31 06:02:51.543693,New Jersey,69.9997602328406,27.904528335645573,Mature
2025-03-31 06:02:51.543693,Pennsylvania,158.48739262982212,26.65693465132351,Growing
2025-03-31 06:02:51.543693,Michigan,144.35300757126927,19.25317857721955,Growing
2025-03-31 06:02:51.543693,West Virginia,34.68911636665227,24.62083739980557,Growing
2025-03-31 06:02:51.543693,Connecticut,87.45163247265519,26.226762724988404,Growing
2025-03-31 06:02:51.543693,Delaware,38.885382977521374,26.105440466706295,Mature
2025-04-30 06:02:51.543693,New Jersey,192.13232124434438,26.58136850908341,Mature
2025-04-30 06:02:51.543693,Pennsylvania,91.45697776172415,23.631196363693576,Growing
2025-04-30 06:02:51.543693,Michigan,148.42902413995336,21.90937980462942,Growing
2025-04-30 06:02:51.543693,West Virginia,55.041641145422744,16.882034886530565,Growing
2025-04-30 06:02:51.543693,Connecticut,36.16071250731943,24.705814396539314,Growing
2025-04-30 06:02:51.543693,Delaware,29.528574145454407,26.574329819424907,Mature
2025-05-31 06:02:51.543693,New Jersey,189.39352473703812,28.938695005400668,Mature
2025-05-31 06:02:51.543693,Pennsylvania,99.54427370564017,24.095782233037983,Growing
2025-05-31 06:02:51.543693,Michigan,127.17432514536456,18.304668676735957,Growing
2025-05-31 06:02:51.543693,West Virginia,43.105769272287375,24.16453780854665,Growing
2025-05-31 06:02:51.543693,Connecticut,62.20968240193399,16.89147823850022,Growing
2025-05-31 06:02:51.543693,Delaware,13.556837038316838,18.95609753789148,Mature
2025-06-30 06:02:51.543693,New Jersey,187.41284855075588,19.371037413887763,Mature
2025-06-30 06:02:51.543693,Pennsylvania,41.70307191299763,21.821925897718838,Growing
2025-06-30 06:02:51.543693,Michigan,78.33466826267805,20.1044049707792,Growing
2025-06-30 06:02:51.543693,West Virginia,57.86008611789827,23.43366943404176,Growing
2025-06-30 06:02:51.543693,Connecticut,37.35364274688688,16.503990402003144,Growing
2025-06-30 06:02:51.543693,Delaware,39.87093291753229,25.483819468306514,Mature
2025-07-31 06:02:51.543693,New Jersey,160.24435131057103,17.699044207835076,Mature
2025-07-31 06:02:51.543693,Pennsylvania,143.5737942600899,23.18658351071477,Growing
2025-07-31 06:02:51.543693,Michigan,37.698557321789885,22.503526949209547,Growing
2025-07-31 06:02:51.543693,West Virginia,13.245675527834585,28.438267939197306,Growing
2025-07-31 06:02:51.543693,Connecticut,81.02020352619402,28.370573880177314,Growing
2025-07-31 06:02:51.543693,Delaware,24.061830406296846,18.750962312022153,Mature
2025-08-31 06:02:51.543693,New Jersey,166.9392512958959,26.69324741803163,Mature
2025-08-31 06:02:51.543693,Pennsylvania,134.60326710897297,20.04317231141716,Growing
2025-08-31 06:02:51.543693,Michigan,89.38593055528771,24.731786980483356,Growing
2025-08-31 06:02:51.543693,West Virginia,13.585715217410224,19.102459988661778,Growing
2025-08-31 06:02:51.543693,Connecticut,75.93248810991798,18.060466018717168,Growing
2025-08-31 06:02:51.543693,Delaware,13.607919783807235,16.825864641643612,Mature
2025-09-30 06:02:51.543693,New Jersey,218.91578969723858,27.094648693851685,Mature
