Date,Platform,Revenue_M,DAU_M,Avg_Session_Min,ARPPU
2022-03-31 06:05:36.715929,PC,554.3426375440788,27.70165823412435,58.95815470608072,34.426453643489246
2022-03-31 06:05:36.715929,PlayStation,426.3006788993425,16.475394628145114,45.49363891102376,35.128091165652776
2022-03-31 06:05:36.715929,Xbox,519.3451098608546,7.7841712834425945,40.64416941655054,44.05348369905365
2022-03-31 06:05:36.715929,Nintendo,160.0768163463911,4.565581613215797,85.69534739636276,43.602114201501166
2022-03-31 06:05:36.715929,Mobile,548.3750972463947,19.84853540802218,56.33854370645936,17.77549108599441
2022-04-30 06:05:36.715929,PC,736.4066523399215,22.612823810014,88.15408065438194,32.70974734527502
2022-04-30 06:05:36.715929,PlayStation,666.6239433387645,15.133625623600906,75.62041351811693,14.72618712942872
2022-04-30 06:05:36.715929,Xbox,311.8337964232225,20.41463524594148,34.19068580749768,15.59873980271162
2022-04-30 06:05:36.715929,Nintendo,118.97916686247893,4.681828662251739,63.8577548689312,23.961338817713667
2022-04-30 06:05:36.715929,Mobile,693.7164942475454,32.23113939173124,73.979083986697,40.463043284966545
2022-05-31 06:05:36.715929,PC,485.186599461627,22.83945384564774,56.20936311743657,47.088620886436004
2022-05-31 06:05:36.715929,PlayStation,709.0553868105541,5.0399056551330945,40.45528958715872,23.707344550721086
2022-05-31 06:05:36.715929,Xbox,225.11841460757725,19.41948057667768,87.90336575103869,20.260857785172703
2022-05-31 06:05:36.715929,Nintendo,104.9365171779966,2.5572456446175447,75.62129275286856,17.197280926177076
2022-05-31 06:05:36.715929,Mobile,694.5120997831319,6.916679679150161,35.9447600768383,45.289197982157305
2022-06-30 06:05:36.715929,PC,679.3315760095792,8.324841202507109,72.8424795685344,10.370152478156536
2022-06-30 06:05:36.715929,PlayStation,695.9540355866798,8.464111463545922,82.64153867985627,23.508897694612962
2022-06-30 06:05:36.715929,Xbox,319.9866473980075,19.062406239474857,76.01227085152107,11.397025855223015
2022-06-30 06:05:36.715929,Nintendo,168.88553679607494,2.268959131549246,57.99281517358741,15.724605742223282
2022-06-30 06:05:36.715929,Mobile,841.6493748412607,8.55441890269372,60.14390251618626,26.239849924923682
2022-07-31 06:05:36.715929,PC,582.6807704738353,12.823068583337747,59.85858234656524,10.615929240777415
2022-07-31 06:05:36.715929,PlayStation,329.6744002093753,21.40121740221978,68.02033565832531,12.881486303709666
2022-07-31 06:05:36.715929,Xbox,365.4625143081333,19.511273813031735,81.55352350523094,20.34424532210768
2022-07-31 06:05:36.715929,Nintendo,102.88940734436224,2.4630781465768536,65.81976098286185,47.267770263600724
2022-07-31 06:05:36.715929,Mobile,940.4295393852217,15.321441974559182,36.00194281871807,32.2203036916735
2022-08-31 06:05:36.715929,PC,667.1481922208174,12.979391902588711,48.38434366856536,19.219411033932452
2022-08-31 06:05:36.715929,PlayStation,401.7703758336503,11.325451831887955,55.6036989823219,40.458870148566824
2022-08-31 06:05:36.715929,Xbox,527.3577873424036,20.106323452396172,66.19930349971342,33.09437036506921
2022-08-31 06:05:36.715929,Nintendo,205.60310886479652,5.1401424760598,74.52217306531021,17.50103746494279
2022-08-31 06:05:36.715929,Mobile,397.7259586181298,26.290043144504242,89.99132682595645,31.88554509697734
2022-09-30 06:05:36.715929,PC,498.79233509927224,27.533307610303783,64.56361662721548,18.72969557152556
2022-09-30 06:05:36.715929,PlayStation,676.9620496919009,15.70792477557037,40.251456804998895,35.221646516176484
2022-09-30 06:05:36.715929,Xbox,350.68281083586254,14.118705187599785,48.04390315095802,39.13963095804095
2022-09-30 06:05:36.715929,Nintendo,109.9552629696329,5.306317439143351,73.74029320719289,38.84958990739892
2022-09-30 06:05:36.715929,Mobile,398.2296818304038,31.793008163724686,78.47843650666924,19.084180536734653
2022-10-31 06:05:36.715929,PC,594.581032784712,20.804257960315162,41.69472056996196,38.12610752637994
2022-10-31 06:05:36.715929,PlayStation,302.0552749549144,9.608819818114268,35.09815308566171,49.543557855501206
2022-10-31 06:05:36.715929,Xbox,255.52600338107186,8.765300927900034,60.60367729548793,14.953011412749309
2022-10-31 06:05:36.715929,Nintendo,119.75379464220778,2.766933591546081,83.86130228359845,46.75679454763322
2022-10-31 06:05:36.715929,Mobile,576.2843379571976,17.47843815950051,61.59823903370248,37.20691755373853
2022-11-30 06:05:36.715929,PC,520.207676992673,13.027470337729344,32.55581638626365,36.41968507624256
2022-11-30 06:05:36.715929,PlayStation,334.33046295506807,18.00173076074625,54.99627622620289,34.981920151620955
2022-11-30 06:05:36.715929,Xbox,266.45623128261934,14.522299320608845,68.7826421112053,24.08897450720259
2022-11-30 06:05:36.715929,Nintendo,149.66063028032568,7.4820107246279965,31.299390848628878,35.56798380786759
2022-11-30 06:05:36.715929,Mobile,937.9081402977788,20.793314227678085,84.90476416097489,29.843437897004804
2022-12-31 06:05:36.715929,PC,724.4225880615338,22.641732143452487,88.64267305705778,19.300264461383993
2022-12-31 06:05:36.715929,PlayStation,555.1153560384301,16.619588333774658,70.81629827638159,24.536928309853195
2022-12-31 06:05:36.715929,Xbox,308.78612373162616,20.93705034021233,37.57420596970306,16.238733559646423
2022-12-31 06:05:36.715929,Nintendo,166.84129464445624,5.462262869706885,43.687399180866876,35.036965704400096
2022-12-31 06:05:36.715929,Mobile,631.1822694655947,12.540900643824388,83.60797521970699,41.66913309301728
2023-01-31 06:05:36.715929,PC,616.0323467675687,16.071016294024098,44.526498354900575,46.92323357806583
2023-01-31 06:05:36.715929,PlayStation,636.3881100664876,19.754324581117288,30.083284437211223,43.53484920689775
2023-01-31 06:05:36.715929,Xbox,296.2531101559678,14.010753959639285,55.04638852902362,31.719207715403947
2023-01-31 06:05:36.715929,Nintendo,186.56908923646532,8.88013923153962,58.487278926123004,17.04497358551734
2023-01-31 06:05:36.715929,Mobile,696.4168465827101,24.902583742839955,86.80418641264237,20.5313696856542
2023-02-28 06:05:36.715929,PC,629.8158011661916,20.703916167628478,36.26592205721784,10.797972120776006
2023-02-28 06:05:36.715929,PlayStation,534.9887064461577,18.997427249619058,33.85345949123256,37.841713098532665
2023-02-28 06:05:36.715929,Xbox,359.8425043195306,14.0228134090729,66.1382775630078,37.345019852374094
2023-02-28 06:05:36.715929,Nintendo,182.62785516959664,3.8547580242555215,49.810248313413226,39.32008385051839
2023-02-28 06:05:36.715929,Mobile,925.0063878045261,34.563363950147185,71.16620351091886,39.21745011336158
2023-03-31 06:05:36.715929,PC,379.5656065135733,24.858048967828832,89.92142067694533,36.424682251666844
2023-03-31 06:05:36.715929,PlayStation,499.57336946858044,5.8161264298436555,69.82648358672279,25.14805372843255
2023-03-31 06:05:36.715929,Xbox,510.9343011519684,18.862948718359227,40.82168640713145,30.575794919966132
2023-03-31 06:05:36.715929,Nintendo,127.55733330361133,7.417240381021387,70.61205817943994,14.79910986502384
2023-03-31 06:05:36.715929,Mobile,762.9756265913148,12.324684910345539,82.52799290764378,33.4000775488838
2023-04-30 06:05:36.715929,PC,598.0130269044323,5.355911056899264,49.05519224954288,15.913803240477314
2023-04-30 06:05:36.715929,PlayStation,702.2481242181539,21.892144650152638,47.68983008865556,35.544889573926746
2023-04-30 06:05:36.715929,Xbox,217.82902788262376,18.679136688167127,48.143825841065585,35.14263512854776
2023-04-30 06:05:36.715929,Nintendo,187.73565548086722,7.04930459852993,37.03676575256969,33.23113468604905
2023-04-30 06:05:36.715929,Mobile,792.3552251195525,14.79413058476727,35.22797763004335,49.59441419315728
2023-05-31 06:05:36.715929,PC,312.71390490920453,27.053860145182735,59.31319680555474,17.92166268581811
2023-05-31 06:05:36.715929,PlayStation,479.28618342462704,15.104760024435167,40.44414715531285,28.74689598324747
2023-05-31 06:05:36.715929,Xbox,541.1855481219121,18.665547472206015,45.26519083846338,12.361895625100816
2023-05-31 06:05:36.715929,Nintendo,189.8540124093544,6.2457054629159705,64.11818863651598,44.2348748719655
2023-05-31 06:05:36.715929,Mobile,944.4910253928306,7.187381008048564,44.279578029451066,19.097770045423278
2023-06-30 06:05:36.715929,PC,597.2129201950747,8.521745668784579,61.994536327416505,48.122705076090114
2023-06-30 06:05:36.715929,PlayStation,444.5287343929948,19.338354917017035,32.57031489135055,20.242001987911884
2023-06-30 06:05:36.715929,Xbox,478.6990652052142,5.443942211246164,58.93690240994797,34.91061215046332
2023-06-30 06:05:36.715929,Nintendo,96.75477964644472,6.561527346968258,64.55067114769568,23.32386086066487
2023-06-30 06:05:36.715929,Mobile,362.9405976135573,13.401638475718862,35.74299111152882,15.589133943457124
2023-07-31 06:05:36.715929,PC,401.89102970935375,14.941710933690251,88.76459390558182,42.76063227227383
2023-07-31 06:05:36.715929,PlayStation,681.2357652344698,24.344227468890278,69.4543043870129,34.5999730594665
2023-07-31 06:05:36.715929,Xbox,422.0715217174587,13.535713369909745,54.49844828212642,40.44610400154772
2023-07-31 06:05:36.715929,Nintendo,233.45576009902047,6.287475526466117,44.75880146258475,49.001992745632926
2023-07-31 06:05:36.715929,Mobile,879.8154559874429,24.300377755991885,36.14926230347991,27.793091002396963
2023-08-31 06:05:36.715929,PC,455.70155520912823,20.483546766426524,37.89271369312725,45.40882633608455
2023-08-31 06:05:36.715929,PlayStation,476.7267954842613,16.412722082517554,79.33148159496423,41.08768605203965
2023-08-31 06:05:36.715929,Xbox,487.14046642487756,7.125364244479358,82.5710296489957,33.81003578458946
2023-08-31 06:05:36.715929,Nintendo,194.77873722798935,6.766814380748875,48.371087704583346,38.17492724633044
2023-08-31 06:05:36.715929,Mobile,759.596923999903,29.405550631678928,74.1656383181106,10.138356434508221
2023-09-30 06:05:36.715929,PC,471.5465983004201,22.84928415540028,71.31050185424012,15.170686331896416
2023-09-30 06:05:36.715929,PlayStation,334.7733673636216,14.219811865972137,37.13585173800473,32.92210338470471
2023-09-30 06:05:36.715929,Xbox,347.8123587167507,12.836241046962058,33.28472347662574,31.13324824539631
2023-09-30 06:05:36.715929,Nintendo,108.39148378313439,1.9299018918077173,60.5799414263607,26.084893180935854
2023-09-30 06:05:36.715929,Mobile,947.0523008737919,31.672433971636046,47.21809080578369,39.9556158855514
2023-10-31 06:05:36.715929,PC,321.8521829776578,6.986186203390888,72.02400027397312,41.05298646965392
2023-10-31 06:05:36.715929,PlayStation,551.5322416715388,15.86691434799421,81.56719232040925,36.49083463395523
2023-10-31 06:05:36.715929,Xbox,474.8438427696091,15.46950874661564,51.73504184039042,40.2448503641211
2023-10-31 06:05:36.715929,Nintendo,164.84659627248217,2.160274059782099,40.13416910136498,10.195027997162654
2023-10-31 06:05:36.715929,Mobile,509.1008005474039,16.013961332947723,83.73207167157538,10.579695772361578
2023-11-30 06:05:36.715929,PC,565.8277234693165,23.216890265726562,89.02822626264448,20.598396603300504
2023-11-30 06:05:36.715929,PlayStation,559.1886525481473,5.485068154770143,41.796831145789824,30.451510039471692
2023-11-30 06:05:36.715929,Xbox,511.0591647316767,10.942304042658035,37.019740463947784,11.457237326035607
2023-11-30 06:05:36.715929,Nintendo,146.062913602684,3.6965290232052626,67.88505492727373,47.40644469912585
2023-11-30 06:05:36.715929,Mobile,699.5176804840712,22.8060327177974,52.69269120815977,46.6231452021585
2023-12-31 06:05:36.715929,PC,558.5463361830275,15.550677039563924,64.81607466019483,11.705919244974936
2023-12-31 06:05:36.715929,PlayStation,577.1853173513731,20.451337634292347,77.25829732269605,42.00480046724716
2023-12-31 06:05:36.715929,Xbox,505.19066380180806,13.5105803873009,32.68389898440202,26.866489622434464
2023-12-31 06:05:36.715929,Nintendo,174.95852489429896,4.994478339258508,50.148311810937095,16.608008838817028
2023-12-31 06:05:36.715929,Mobile,488.48656149046406,29.13319614326909,63.6863286021746,10.965198668982975
2024-01-31 06:05:36.715929,PC,749.7450772126547,7.531697696059035,79.0126015463036,26.52111101501491
2024-01-31 06:05:36.715929,PlayStation,569.2931292736127,8.916901078628486,66.41028067089887,28.710043655183057
2024-01-31 06:05:36.715929,Xbox,470.0625367530333,15.312898419948727,82.3096994032261,31.892220172977325
2024-01-31 06:05:36.715929,Nintendo,119.31020844390912,2.9672754807061223,30.240174459428403,13.953783052331517
2024-01-31 06:05:36.715929,Mobile,599.5471129743871,24.327134192251886,41.593454021139365,33.487308416231144
2024-02-29 06:05:36.715929,PC,511.75356408712344,17.258727429460006,80.22994300698974,20.01191385297785
2024-02-29 06:05:36.715929,PlayStation,400.7562187025885,23.569119079286317,39.1613084723071,31.67228865684317
2024-02-29 06:05:36.715929,Xbox,353.41666077856866,15.100837409955217,65.36541997103369,20.44124393001057
2024-02-29 06:05:36.715929,Nintendo,144.21848871981737,7.190197397102142,54.46606536312184,10.724480602592026
2024-02-29 06:05:36.715929,Mobile,831.1807492042146,10.285980050953052,70.68360240472875,45.122807209702096
2024-03-31 06:05:36.715929,PC,562.4774291464672,19.561865350145403,40.24329137027807,29.83364436838865
2024-03-31 06:05:36.715929,PlayStation,507.23517769875775,14.839893983971832,49.75072771878551,11.565598917707543
2024-03-31 06:05:36.715929,Xbox,417.75631225673163,6.123942493585361,47.96332675926672,15.305877492394586
2024-03-31 06:05:36.715929,Nintendo,128.01997808297924,2.371269802452018,45.19057390724977,21.102997591296987
2024-03-31 06:05:36.715929,Mobile,818.676649949852,30.58730379573109,81.79222845397585,44.103081631645914
2024-04-30 06:05:36.715929,PC,364.1504972467632,13.700785167864208,33.45254323037379,41.857747135564175
2024-04-30 06:05:36.715929,PlayStation,386.8346780742425,23.671026729847664,48.797030915086594,28.066073103857324
2024-04-30 06:05:36.715929,Xbox,372.2252909787532,14.986035538601119,45.992543174337534,12.131295208146021
2024-04-30 06:05:36.715929,Nintendo,115.46771507765013,8.940378777216797,35.85832240280025,26.049211800696877
2024-04-30 06:05:36.715929,Mobile,363.0336177290892,35.928774260340866,84.41646254880227,31.37125145732407
2024-05-31 06:05:36.715929,PC,776.6649151817775,28.423926807888527,62.952368569707446,30.063480210676147
2024-05-31 06:05:36.715929,PlayStation,610.9351536878995,6.643009867321401,38.45874246177045,32.917047746360474
2024-05-31 06:05:36.715929,Xbox,486.5977314486235,12.720623501591175,35.244870162169605,40.2863914987173
2024-05-31 06:05:36.715929,Nintendo,200.75346424427306,6.44832891416091,45.2065537253811,34.735676029856236
2024-05-31 06:05:36.715929,Mobile,567.9248390565027,17.443038505210918,58.05935662603709,37.75893829340516
2024-06-30 06:05:36.715929,PC,465.4597956951338,9.491662994122075,73.48551945521719,37.17847296959823
2024-06-30 06:05:36.715929,PlayStation,586.106654672016,16.23244654949462,37.20608579342918,11.844381931559571
2024-06-30 06:05:36.715929,Xbox,516.6916161906291,4.804245518698006,32.64642226581914,29.895181913935435
2024-06-30 06:05:36.715929,Nintendo,192.77957652962343,7.327564932228045,45.98754315184512,39.7027882994845
2024-06-30 06:05:36.715929,Mobile,741.3835342998678,35.12014930472011,33.498129355862275,39.0168425011716
2024-07-31 06:05:36.715929,PC,389.1558743511753,12.907877245924569,80.96002941961036,13.39719886484768
2024-07-31 06:05:36.715929,PlayStation,529.6934745598192,21.204979848833997,74.35854749449531,33.275598073278296
2024-07-31 06:05:36.715929,Xbox,295.9977860219918,17.342482490278275,52.27433048175793,21.486583503792485
2024-07-31 06:05:36.715929,Nintendo,165.20437799327541,1.5843400947355435,50.517620775793105,46.09329057367516
2024-07-31 06:05:36.715929,Mobile,449.49153653399213,16.753053116585743,31.842508801549975,40.34514310922761
2024-08-31 06:05:36.715929,PC,646.9792036458988,13.508183344528133,52.29843172411199,32.21433990420477
2024-08-31 06:05:36.715929,PlayStation,630.4383308030218,8.968014293924215,66.61468617114814,40.659688511973165
2024-08-31 06:05:36.715929,Xbox,559.7802161708686,8.55853641304772,31.927857028431877,26.64770618294658
2024-08-31 06:05:36.715929,Nintendo,166.26886949754623,4.29590835934252,48.39222027022735,22.803331047917887
2024-08-31 06:05:36.715929,Mobile,469.82051792558497,11.313578999446667,86.43596604529151,33.093885205934896
2024-09-30 06:05:36.715929,PC,638.6525092775331,28.12994429411085,79.94278652979013,13.473554538250259
2024-09-30 06:05:36.715929,PlayStation,423.8641228466839,13.866014481520564,45.37418085852031,46.50126900904386
2024-09-30 06:05:36.715929,Xbox,221.59821951946435,17.144679096860408,78.22809760743942,42.23448526730942
2024-09-30 06:05:36.715929,Nintendo,154.5644164064349,2.962410723314903,73.3855794113329,22.66141700204587
2024-09-30 06:05:36.715929,Mobile,556.886564655057,18.900193366354344,33.03575793898995,10.940649920558915
2024-10-31 06:05:36.715929,PC,546.7337813127011,23.73123690533429,79.08642166363997,11.043751532396996
2024-10-31 06:05:36.715929,PlayStation,350.776102209876,11.1486779964298,32.34995191068464,22.456377093667296
2024-10-31 06:05:36.715929,Xbox,501.18874603044367,6.807876243831591,56.37681416796062,27.7251533714211
2024-10-31 06:05:36.715929,Nintendo,211.2237028477845,5.873096503718471,71.04476344708652,49.27736216133445
2024-10-31 06:05:36.715929,Mobile,438.80678296057295,9.580243676736025,62.422358145451334,34.772866027918916
2024-11-30 06:05:36.715929,PC,422.34845788613137,10.4056504304755,40.300617816133055,26.584899379774644
2024-11-30 06:05:36.715929,PlayStation,289.2386429475529,25.992908507140836,35.14489870741203,19.67038829123482
2024-11-30 06:05:36.715929,Xbox,212.30635387029136,7.229303350291142,37.69812309217651,34.868140135175636
2024-11-30 06:05:36.715929,Nintendo,192.37957528542802,5.3228108396850615,30.43459713531386,28.876669686312635
2024-11-30 06:05:36.715929,Mobile,624.286612169319,22.694648071649492,47.66402269361165,46.73891868418218
2024-12-31 06:05:36.715929,PC,754.7365568513632,20.86059455737299,51.9835723681013,28.914954572286213
2024-12-31 06:05:36.715929,PlayStation,460.3870427459449,26.219477775448876,76.69438734930723,17.537144545857227
2024-12-31 06:05:36.715929,Xbox,245.23093100199,18.436520637812073,43.58359549939683,11.407921024855995
2024-12-31 06:05:36.715929,Nintendo,130.20057392697245,7.233348860578707,48.43895074972623,11.555376102937952
2024-12-31 06:05:36.715929,Mobile,636.6444115865896,9.410300787615904,84.36147963679953,16.733808572586696
2025-01-31 06:05:36.715929,PC,666.7881758698795,21.253522912587226,64.69316246788493,12.386383853602156
2025-01-31 06:05:36.715929,PlayStation,394.0095383739832,18.09731262951396,83.87375406941614,45.49134233167807
2025-01-31 06:05:36.715929,Xbox,256.84801467186844,13.90467322317799,32.0541123970649,33.297157327218734
2025-01-31 06:05:36.715929,Nintendo,165.79291778676807,8.720943423064362,41.89584381682551,47.02051778889897
2025-01-31 06:05:36.715929,Mobile,723.2465782971044,23.00115088639279,77.91531110524421,26.937008479903845
2025-02-28 06:05:36.715929,PC,795.1914415835747,26.423856621270083,85.78628621986417,13.97022726707096
2025-02-28 06:05:36.715929,PlayStation,427.3681292687521,9.95010771880792,44.29515736935312,33.7457762111693
2025-02-28 06:05:36.715929,Xbox,425.2030054606488,8.525277242323678,56.68070212703901,42.47548723434046
2025-02-28 06:05:36.715929,Nintendo,165.21422332015723,5.64805160115202,83.39399627528789,15.150632532366512
2025-02-28 06:05:36.715929,Mobile,394.9532772829352,34.3112775179361,30.381858017005097,46.862809654524895
2025-03-31 06:05:36.715929,PC,412.4887197924693,22.92742678514631,36.67795516049152,14.913145185581126
2025-03-31 06:05:36.715929,PlayStation,434.2929302195697,7.942116487178183,54.574210980510564,49.37864824692372
2025-03-31 06:05:36.715929,Xbox,214.80374315333634,6.278973456970312,75.14265035332711,39.01859010166822
2025-03-31 06:05:36.715929,Nintendo,194.78536055186785,3.149050208483783,82.3010856648802,41.19822665161174
2025-03-31 06:05:36.715929,Mobile,818.342214069581,20.74691185066439,60.33247899875094,39.568206136688346
2025-04-30 06:05:36.715929,PC,322.3138784768132,29.76037503848025,89.60347294395677,13.515041391497
2025-04-30 06:05:36.715929,PlayStation,463.9341551611185,23.99281471215529,77.65781891661804,21.506265986687403
2025-04-30 06:05:36.715929,Xbox,521.014570470243,20.331521109083607,71.38397522099115,13.24553500525743
2025-04-30 06:05:36.715929,Nintendo,180.11146719594012,6.39520052443747,42.26455840221248,15.176349972462084
2025-04-30 06:05:36.715929,Mobile,901.7096759327314,9.876476158435954,56.01294193856438,42.67554193957001
2025-05-31 06:05:36.715929,PC,548.3765823948993,26.95119095637929,51.02705496627208,17.378348457960122
2025-05-31 06:05:36.715929,PlayStation,391.4529716893641,12.449713046875209,48.32214601206023,42.4505630888986
2025-05-31 06:05:36.715929,Xbox,385.4988091727464,19.644869400978266,31.16685053378506,47.28113710118687
2025-05-31 06:05:36.715929,Nintendo,236.4877950192294,7.298157325177362,81.45711371153303,48.3876727369901
2025-05-31 06:05:36.715929,Mobile,816.4644058199498,31.27112045506398,83.78304089884836,30.636966787465646
2025-06-30 06:05:36.715929,PC,562.6805728577393,13.04177953871401,73.98300021408804,17.363244286026116
2025-06-30 06:05:36.715929,PlayStation,286.40492436200435,25.411424487308615,81.1566496515456,29.68489706211436
