Date,Creator_Payouts_M,Active_Developers_K,Experiences_Published_M,DevEx_Rate,Avatar_Items_Sold_M
2023-09-30 06:05:36.739925,106.60072645657573,3570.9798348940544,31.808819444689487,0.35,214.07560591428688
2023-10-31 06:05:36.739925,90.2881107858505,3834.310086717722,32.049971484663196,0.35,149.82276257617556
2023-11-30 06:05:36.739925,135.3740772230392,2316.664801057978,37.64335504122958,0.35,253.0911768403246
2023-12-31 06:05:36.739925,113.39962362206123,3956.1126133699586,24.49922481912253,0.35,132.10997465027972
2024-01-31 06:05:36.739925,98.48444477111968,3752.714126977804,27.01169257205112,0.35,179.47779137444547
2024-02-29 06:05:36.739925,148.81562476003313,2699.772264920731,21.178081673008474,0.35,201.87487699795005
2024-03-31 06:05:36.739925,58.801846090393084,3957.4753311575414,22.35014848108883,0.35,148.01626188346654
2024-04-30 06:05:36.739925,73.94957538469042,2202.806972094366,28.64672706430929,0.35,246.722283229271
2024-05-31 06:05:36.739925,146.5737694427834,2662.5941989312096,37.063735264166816,0.35,237.28739536099778
2024-06-30 06:05:36.739925,72.39532896313486,3632.972010522453,24.187980263380695,0.35,223.34770630774787
2024-07-31 06:05:36.739925,75.29159471529965,2503.4630185867386,39.39666800645631,0.35,257.59560928415846
2024-08-31 06:05:36.739925,64.55916360839858,2714.766513189131,30.393098588167714,0.35,176.0148991573797
2024-09-30 06:05:36.739925,87.33697677756793,3599.3344706677817,31.60111886128914,0.35,111.12527960602876
2024-10-31 06:05:36.739925,121.46207867369644,2338.633300528752,35.873324989273925,0.35,275.0749500165955
2024-11-30 06:05:36.739925,114.37186000457612,3600.7252181791105,36.52724819138509,0.35,135.23557650402162
2024-12-31 06:05:36.739925,103.87988465403919,2339.6449923955106,36.170935989199144,0.35,180.08370297447226
2025-01-31 06:05:36.739925,66.71780900964721,2859.0434580933775,36.012093363309404,0.35,172.6198670896649
2025-02-28 06:05:36.739925,140.94638744638306,2835.818445339139,34.74304957100568,0.35,175.58338316860306
2025-03-31 06:05:36.739925,86.30763349108032,2202.6593844878776,39.31720710495368,0.35,252.4117496167706
2025-04-30 06:05:36.739925,103.36755302809205,2909.1661087112793,33.31322547921221,0.35,160.63685933782463
2025-05-31 06:05:36.739925,121.14767894061015,3812.503815930382,34.219888571797725,0.35,246.29087333234904
2025-06-30 06:05:36.739925,146.16668641336054,3568.2535634420933,30.576871863583165,0.35,169.53362898525447
2025-07-31 06:05:36.739925,131.94926373200263,2310.383173153009,23.189276606505505,0.35,256.0318485398692
2025-08-31 06:05:36.739925,125.32367159419664,3719.67139900284,35.63119113389326,0.35,128.3235657623053
2025-09-30 06:05:36.739925,149.6384818870878,3086.9967632726816,33.590470464594794,0.35,108.56085976343013
2025-10-31 06:05:36.739925,56.799086551661915,3934.2406415372257,36.81176800595429,0.35,173.0379481183663
2025-11-30 06:05:36.739925,60.74819727301717,3909.897786178496,33.442834560142,0.35,189.73624071785562
2025-12-31 06:05:36.739925,76.87317440552198,2895.2526650231093,30.25815559545904,0.35,108.07906933351732
2026-01-31 06:05:36.739925,113.66218671046641,2242.8789771613065,28.304831198386818,0.35,120.04695471997222
