cik,ticker,taxonomy,concept,unit,value,period_start,period_end,accession,fiscal_year,fiscal_period,form,filed,period_type,canonical_metric,fact_id,company_id
320193,AAPL,us-gaap,AccountsPayableCurrent,USD,21175000000.0,,2012-09-29,0001193125-13-416534,2013.0,FY,10-K,2013-10-30,instant,,6f0d481aa9fbc155,1
320193,AAPL,us-gaap,AccountsPayableCurrent,USD,26398000000.0,,2012-12-29,0001193125-13-022339,2013.0,Q1,10-Q,2013-01-24,instant,,39e267164b8fb8e2,1
320193,AAPL,us-gaap,AccountsPayableCurrent,USD,14912000000.0,,2013-03-30,0001193125-13-168288,2013.0,Q2,10-Q,2013-04-24,instant,,0b429c941850ce70,1
320193,AAPL,us-gaap,AccountsPayableCurrent,USD,15516000000.0,,2013-06-29,0001193125-13-300670,2013.0,Q3,10-Q,2013-07-24,instant,,7a725a92c269316e,1
320193,AAPL,us-gaap,AccountsPayableCurrent,USD,22367000000.0,,2013-09-28,0001193125-13-416534,2013.0,FY,10-K,2013-10-30,instant,,2f6ada78973cfef4,1
320193,AAPL,us-gaap,AccountsPayableCurrent,USD,22367000000.0,,2013-09-28,0001193125-14-024487,2014.0,Q1,10-Q,2014-01-28,instant,,156a7d09daf67793,1
320193,AAPL,us-gaap,AccountsPayableCurrent,USD,22367000000.0,,2013-09-28,0001193125-14-157311,2014.0,Q2,10-Q,2014-04-24,instant,,ce9689a32fcbbe19,1
320193,AAPL,us-gaap,AccountsPayableCurrent,USD,22367000000.0,,2013-09-28,0001193125-14-277160,2014.0,Q3,10-Q,2014-07-23,instant,,afd9141675eeaffa,1
320193,AAPL,us-gaap,AccountsPayableCurrent,USD,22367000000.0,,2013-09-28,0001193125-14-383437,2014.0,FY,10-K,2014-10-27,instant,,be4fcc0207438d74,1
320193,AAPL,us-gaap,AccountsPayableCurrent,USD,22367000000.0,,2013-09-28,0001193125-15-023732,,,8-K,2015-01-28,instant,,12dce85d79584c67,1
320193,AAPL,us-gaap,AccountsPayableCurrent,USD,29588000000.0,,2013-12-28,0001193125-14-024487,2014.0,Q1,10-Q,2014-01-28,instant,,0445c45560447c58,1
320193,AAPL,us-gaap,AccountsPayableCurrent,USD,18914000000.0,,2014-03-29,0001193125-14-157311,2014.0,Q2,10-Q,2014-04-24,instant,,e086f16d7b112dcd,1
320193,AAPL,us-gaap,AccountsPayableCurrent,USD,20535000000.0,,2014-06-28,0001193125-14-277160,2014.0,Q3,10-Q,2014-07-23,instant,,3ca4d9d984917716,1
320193,AAPL,us-gaap,AccountsPayableCurrent,USD,30196000000.0,,2014-09-27,0001193125-14-383437,2014.0,FY,10-K,2014-10-27,instant,,7f275b45cff6d204,1
320193,AAPL,us-gaap,AccountsPayableCurrent,USD,30196000000.0,,2014-09-27,0001193125-15-023697,2015.0,Q1,10-Q,2015-01-28,instant,,2051e0e1c806d4d2,1
320193,AAPL,us-gaap,AccountsPayableCurrent,USD,30196000000.0,,2014-09-27,0001193125-15-023732,,,8-K,2015-01-28,instant,,fbe5cf8c03624d9c,1
320193,AAPL,us-gaap,AccountsPayableCurrent,USD,30196000000.0,,2014-09-27,0001193125-15-153166,2015.0,Q2,10-Q,2015-04-28,instant,,6503c62c9a0ed453,1
320193,AAPL,us-gaap,AccountsPayableCurrent,USD,30196000000.0,,2014-09-27,0001193125-15-259935,2015.0,Q3,10-Q,2015-07-22,instant,,7ab6305bb51e7f9a,1
320193,AAPL,us-gaap,AccountsPayableCurrent,USD,30196000000.0,,2014-09-27,0001193125-15-356351,2015.0,FY,10-K,2015-10-28,instant,,ded12e2acd800e18,1
320193,AAPL,us-gaap,AccountsPayableCurrent,USD,38001000000.0,,2014-12-27,0001193125-15-023697,2015.0,Q1,10-Q,2015-01-28,instant,,84bd599250c5e123,1
320193,AAPL,us-gaap,AccountsPayableCurrent,USD,23159000000.0,,2015-03-28,0001193125-15-153166,2015.0,Q2,10-Q,2015-04-28,instant,,37633d797c476acd,1
320193,AAPL,us-gaap,AccountsPayableCurrent,USD,26474000000.0,,2015-06-27,0001193125-15-259935,2015.0,Q3,10-Q,2015-07-22,instant,,8520ea41b6f7e269,1
320193,AAPL,us-gaap,AccountsPayableCurrent,USD,35490000000.0,,2015-09-26,0001193125-15-356351,2015.0,FY,10-K,2015-10-28,instant,,208c775734dcc09b,1
320193,AAPL,us-gaap,AccountsPayableCurrent,USD,35490000000.0,,2015-09-26,0001193125-16-439878,2016.0,Q1,10-Q,2016-01-27,instant,,e27572b81c6d7a33,1
320193,AAPL,us-gaap,AccountsPayableCurrent,USD,35490000000.0,,2015-09-26,0001193125-16-559625,2016.0,Q2,10-Q,2016-04-27,instant,,7007692a169f08b5,1
320193,AAPL,us-gaap,AccountsPayableCurrent,USD,35490000000.0,,2015-09-26,0001628280-16-017809,2016.0,Q3,10-Q,2016-07-27,instant,,2a4933b1c51c094e,1
320193,AAPL,us-gaap,AccountsPayableCurrent,USD,35490000000.0,,2015-09-26,0001628280-16-020309,2016.0,FY,10-K,2016-10-26,instant,,d0072330aa828f1b,1
320193,AAPL,us-gaap,AccountsPayableCurrent,USD,33312000000.0,,2015-12-26,0001193125-16-439878,2016.0,Q1,10-Q,2016-01-27,instant,,774a256acf4d4647,1
320193,AAPL,us-gaap,AccountsPayableCurrent,USD,25098000000.0,,2016-03-26,0001193125-16-559625,2016.0,Q2,10-Q,2016-04-27,instant,,59966d02d16ebf87,1
320193,AAPL,us-gaap,AccountsPayableCurrent,USD,26318000000.0,,2016-06-25,0001628280-16-017809,2016.0,Q3,10-Q,2016-07-27,instant,,f248ce9e4fdf8e9b,1
320193,AAPL,us-gaap,AccountsPayableCurrent,USD,37294000000.0,,2016-09-24,0001628280-16-020309,2016.0,FY,10-K,2016-10-26,instant,,967acf3ac014e16a,1
320193,AAPL,us-gaap,AccountsPayableCurrent,USD,37294000000.0,,2016-09-24,0001628280-17-000717,2017.0,Q1,10-Q,2017-02-01,instant,,17c2afc92614348f,1
320193,AAPL,us-gaap,AccountsPayableCurrent,USD,37294000000.0,,2016-09-24,0001628280-17-004790,2017.0,Q2,10-Q,2017-05-03,instant,,acaca37c9e451829,1
320193,AAPL,us-gaap,AccountsPayableCurrent,USD,37294000000.0,,2016-09-24,0000320193-17-000009,2017.0,Q3,10-Q,2017-08-02,instant,,ba0443c8454ebaa9,1
320193,AAPL,us-gaap,AccountsPayableCurrent,USD,37294000000.0,,2016-09-24,0000320193-17-000070,2017.0,FY,10-K,2017-11-03,instant,,dc33c1517c0762c9,1
320193,AAPL,us-gaap,AccountsPayableCurrent,USD,38510000000.0,,2016-12-31,0001628280-17-000717,2017.0,Q1,10-Q,2017-02-01,instant,,0e0e289a00052038,1
320193,AAPL,us-gaap,AccountsPayableCurrent,USD,28573000000.0,,2017-04-01,0001628280-17-004790,2017.0,Q2,10-Q,2017-05-03,instant,,059cf160df245e0c,1
320193,AAPL,us-gaap,AccountsPayableCurrent,USD,31915000000.0,,2017-07-01,0000320193-17-000009,2017.0,Q3,10-Q,2017-08-02,instant,,4fafb4d1239a0890,1
320193,AAPL,us-gaap,AccountsPayableCurrent,USD,49049000000.0,,2017-09-30,0000320193-17-000070,2017.0,FY,10-K,2017-11-03,instant,,fdc78bbf0532a905,1
320193,AAPL,us-gaap,AccountsPayableCurrent,USD,49049000000.0,,2017-09-30,0000320193-18-000007,2018.0,Q1,10-Q,2018-02-02,instant,,9973a17cd121ec76,1
320193,AAPL,us-gaap,AccountsPayableCurrent,USD,49049000000.0,,2017-09-30,0000320193-18-000070,2018.0,Q2,10-Q,2018-05-02,instant,,56e17779b798c26d,1
320193,AAPL,us-gaap,AccountsPayableCurrent,USD,49049000000.0,,2017-09-30,0000320193-18-000100,2018.0,Q3,10-Q,2018-08-01,instant,,245d2cff275382a7,1
320193,AAPL,us-gaap,AccountsPayableCurrent,USD,44242000000.0,,2017-09-30,0000320193-18-000145,2018.0,FY,10-K,2018-11-05,instant,,25e7e8bf53c932a3,1
320193,AAPL,us-gaap,AccountsPayableCurrent,USD,62985000000.0,,2017-12-30,0000320193-18-000007,2018.0,Q1,10-Q,2018-02-02,instant,,bfb978940cdf6612,1
320193,AAPL,us-gaap,AccountsPayableCurrent,USD,34311000000.0,,2018-03-31,0000320193-18-000070,2018.0,Q2,10-Q,2018-05-02,instant,,72dfd5572490bd6c,1
320193,AAPL,us-gaap,AccountsPayableCurrent,USD,38489000000.0,,2018-06-30,0000320193-18-000100,2018.0,Q3,10-Q,2018-08-01,instant,,d2bd983200e094da,1
320193,AAPL,us-gaap,AccountsPayableCurrent,USD,55888000000.0,,2018-09-29,0000320193-18-000145,2018.0,FY,10-K,2018-11-05,instant,,d0b19dc1889b5865,1
320193,AAPL,us-gaap,AccountsPayableCurrent,USD,55888000000.0,,2018-09-29,0000320193-19-000010,2019.0,Q1,10-Q,2019-01-30,instant,,2755a9251c83dc02,1
320193,AAPL,us-gaap,AccountsPayableCurrent,USD,55888000000.0,,2018-09-29,0000320193-19-000066,2019.0,Q2,10-Q,2019-05-01,instant,,4c5e59bc6426321f,1
320193,AAPL,us-gaap,AccountsPayableCurrent,USD,55888000000.0,,2018-09-29,0000320193-19-000076,2019.0,Q3,10-Q,2019-07-31,instant,,63ee270acabe1a3f,1
320193,AAPL,us-gaap,AccountsPayableCurrent,USD,55888000000.0,,2018-09-29,0000320193-19-000119,2019.0,FY,10-K,2019-10-31,instant,,207de0243df1b4cc,1
320193,AAPL,us-gaap,AccountsPayableCurrent,USD,44293000000.0,,2018-12-29,0000320193-19-000010,2019.0,Q1,10-Q,2019-01-30,instant,,de7442fa1e66184b,1
320193,AAPL,us-gaap,AccountsPayableCurrent,USD,30443000000.0,,2019-03-30,0000320193-19-000066,2019.0,Q2,10-Q,2019-05-01,instant,,c3da065b14480113,1
320193,AAPL,us-gaap,AccountsPayableCurrent,USD,29115000000.0,,2019-06-29,0000320193-19-000076,2019.0,Q3,10-Q,2019-07-31,instant,,b378441b123f089e,1
320193,AAPL,us-gaap,AccountsPayableCurrent,USD,46236000000.0,,2019-09-28,0000320193-19-000119,2019.0,FY,10-K,2019-10-31,instant,,797cd1b63f7a0b69,1
320193,AAPL,us-gaap,AccountsPayableCurrent,USD,46236000000.0,,2019-09-28,0000320193-20-000010,2020.0,Q1,10-Q,2020-01-29,instant,,9a7983d379f45e7e,1
320193,AAPL,us-gaap,AccountsPayableCurrent,USD,46236000000.0,,2019-09-28,0000320193-20-000052,2020.0,Q2,10-Q,2020-05-01,instant,,506b1ba7ce5abb75,1
320193,AAPL,us-gaap,AccountsPayableCurrent,USD,46236000000.0,,2019-09-28,0000320193-20-000062,2020.0,Q3,10-Q,2020-07-31,instant,,318ebf4eb9fbcb0c,1
320193,AAPL,us-gaap,AccountsPayableCurrent,USD,46236000000.0,,2019-09-28,0000320193-20-000096,2020.0,FY,10-K,2020-10-30,instant,,bd5a9b3b48a83f8b,1
320193,AAPL,us-gaap,AccountsPayableCurrent,USD,45111000000.0,,2019-12-28,0000320193-20-000010,2020.0,Q1,10-Q,2020-01-29,instant,,94422027e44b5899,1
320193,AAPL,us-gaap,AccountsPayableCurrent,USD,32421000000.0,,2020-03-28,0000320193-20-000052,2020.0,Q2,10-Q,2020-05-01,instant,,a6cfd62b7084da33,1
320193,AAPL,us-gaap,AccountsPayableCurrent,USD,35325000000.0,,2020-06-27,0000320193-20-000062,2020.0,Q3,10-Q,2020-07-31,instant,,e5ad5a71d0515ef4,1
320193,AAPL,us-gaap,AccountsPayableCurrent,USD,42296000000.0,,2020-09-26,0000320193-20-000096,2020.0,FY,10-K,2020-10-30,instant,,005339b7a7d1f750,1
320193,AAPL,us-gaap,AccountsPayableCurrent,USD,42296000000.0,,2020-09-26,0000320193-21-000010,2021.0,Q1,10-Q,2021-01-28,instant,,0979a637acaea33c,1
320193,AAPL,us-gaap,AccountsPayableCurrent,USD,42296000000.0,,2020-09-26,0000320193-21-000056,2021.0,Q2,10-Q,2021-04-29,instant,,4c6b810c5f6c7303,1
320193,AAPL,us-gaap,AccountsPayableCurrent,USD,42296000000.0,,2020-09-26,0000320193-21-000065,2021.0,Q3,10-Q,2021-07-28,instant,,a40fb04cacde4fe6,1
320193,AAPL,us-gaap,AccountsPayableCurrent,USD,42296000000.0,,2020-09-26,0000320193-21-000105,2021.0,FY,10-K,2021-10-29,instant,,b891448a2204a3ac,1
320193,AAPL,us-gaap,AccountsPayableCurrent,USD,63846000000.0,,2020-12-26,0000320193-21-000010,2021.0,Q1,10-Q,2021-01-28,instant,,7101888d1d477810,1
320193,AAPL,us-gaap,AccountsPayableCurrent,USD,40127000000.0,,2021-03-27,0000320193-21-000056,2021.0,Q2,10-Q,2021-04-29,instant,,f11ee7946a51a2c0,1
320193,AAPL,us-gaap,AccountsPayableCurrent,USD,40409000000.0,,2021-06-26,0000320193-21-000065,2021.0,Q3,10-Q,2021-07-28,instant,,25baebacdf29fbfb,1
320193,AAPL,us-gaap,AccountsPayableCurrent,USD,54763000000.0,,2021-09-25,0000320193-21-000105,2021.0,FY,10-K,2021-10-29,instant,,5677014d78db5bbf,1
320193,AAPL,us-gaap,AccountsPayableCurrent,USD,54763000000.0,,2021-09-25,0000320193-22-000007,2022.0,Q1,10-Q,2022-01-28,instant,,ab9b46149d4be705,1
320193,AAPL,us-gaap,AccountsPayableCurrent,USD,54763000000.0,,2021-09-25,0000320193-22-000059,2022.0,Q2,10-Q,2022-04-29,instant,,9f3cb2aee183ed17,1
320193,AAPL,us-gaap,AccountsPayableCurrent,USD,54763000000.0,,2021-09-25,0000320193-22-000070,2022.0,Q3,10-Q,2022-07-29,instant,,b29e3f096982c048,1
320193,AAPL,us-gaap,AccountsPayableCurrent,USD,54763000000.0,,2021-09-25,0000320193-22-000108,2022.0,FY,10-K,2022-10-28,instant,,d671febfab1017ea,1
320193,AAPL,us-gaap,AccountsPayableCurrent,USD,74362000000.0,,2021-12-25,0000320193-22-000007,2022.0,Q1,10-Q,2022-01-28,instant,,0be6aed305aba5cc,1
320193,AAPL,us-gaap,AccountsPayableCurrent,USD,52682000000.0,,2022-03-26,0000320193-22-000059,2022.0,Q2,10-Q,2022-04-29,instant,,9f8865fbf4e28e8c,1
320193,AAPL,us-gaap,AccountsPayableCurrent,USD,48343000000.0,,2022-06-25,0000320193-22-000070,2022.0,Q3,10-Q,2022-07-29,instant,,c391a2550fea2adb,1
320193,AAPL,us-gaap,AccountsPayableCurrent,USD,64115000000.0,,2022-09-24,0000320193-22-000108,2022.0,FY,10-K,2022-10-28,instant,,3eda87c72549f32d,1
320193,AAPL,us-gaap,AccountsPayableCurrent,USD,64115000000.0,,2022-09-24,0000320193-23-000006,2023.0,Q1,10-Q,2023-02-03,instant,,d2d514ad82a994b5,1
320193,AAPL,us-gaap,AccountsPayableCurrent,USD,64115000000.0,,2022-09-24,0000320193-23-000064,2023.0,Q2,10-Q,2023-05-05,instant,,ee3ef9a401e435ec,1
320193,AAPL,us-gaap,AccountsPayableCurrent,USD,64115000000.0,,2022-09-24,0000320193-23-000077,2023.0,Q3,10-Q,2023-08-04,instant,,8adb2043d297900f,1
320193,AAPL,us-gaap,AccountsPayableCurrent,USD,64115000000.0,,2022-09-24,0000320193-23-000106,2023.0,FY,10-K,2023-11-03,instant,,77b3700b3e3ae240,1
320193,AAPL,us-gaap,AccountsPayableCurrent,USD,57918000000.0,,2022-12-31,0000320193-23-000006,2023.0,Q1,10-Q,2023-02-03,instant,,423c01ccdc4466e6,1
320193,AAPL,us-gaap,AccountsPayableCurrent,USD,42945000000.0,,2023-04-01,0000320193-23-000064,2023.0,Q2,10-Q,2023-05-05,instant,,3866f089f4a87047,1
320193,AAPL,us-gaap,AccountsPayableCurrent,USD,46699000000.0,,2023-07-01,0000320193-23-000077,2023.0,Q3,10-Q,2023-08-04,instant,,b594c57cdff000f7,1
320193,AAPL,us-gaap,AccountsPayableCurrent,USD,62611000000.0,,2023-09-30,0000320193-23-000106,2023.0,FY,10-K,2023-11-03,instant,,9f47e544d293b8a4,1
320193,AAPL,us-gaap,AccountsPayableCurrent,USD,62611000000.0,,2023-09-30,0000320193-24-000006,2024.0,Q1,10-Q,2024-02-02,instant,,081a5ba018aafc2b,1
320193,AAPL,us-gaap,AccountsPayableCurrent,USD,62611000000.0,,2023-09-30,0000320193-24-000069,2024.0,Q2,10-Q,2024-05-03,instant,,94961fb9243ee077,1
320193,AAPL,us-gaap,AccountsPayableCurrent,USD,62611000000.0,,2023-09-30,0000320193-24-000081,2024.0,Q3,10-Q,2024-08-02,instant,,358a2d14c4406876,1
320193,AAPL,us-gaap,AccountsPayableCurrent,USD,62611000000.0,,2023-09-30,0000320193-24-000123,2024.0,FY,10-K,2024-11-01,instant,,6ce9f9c8b3af7219,1
320193,AAPL,us-gaap,AccountsPayableCurrent,USD,58146000000.0,,2023-12-30,0000320193-24-000006,2024.0,Q1,10-Q,2024-02-02,instant,,6bb30338e3d9ed23,1
320193,AAPL,us-gaap,AccountsPayableCurrent,USD,45753000000.0,,2024-03-30,0000320193-24-000069,2024.0,Q2,10-Q,2024-05-03,instant,,2cac805c2c30ed3e,1
320193,AAPL,us-gaap,AccountsPayableCurrent,USD,47574000000.0,,2024-06-29,0000320193-24-000081,2024.0,Q3,10-Q,2024-08-02,instant,,0c0e5cbc0d650460,1
320193,AAPL,us-gaap,AccountsPayableCurrent,USD,68960000000.0,,2024-09-28,0000320193-24-000123,2024.0,FY,10-K,2024-11-01,instant,,fad81c2354db9256,1
320193,AAPL,us-gaap,AccountsPayableCurrent,USD,68960000000.0,,2024-09-28,0000320193-25-000008,2025.0,Q1,10-Q,2025-01-31,instant,,94c588ba9ebc3c0a,1
320193,AAPL,us-gaap,AccountsPayableCurrent,USD,68960000000.0,,2024-09-28,0000320193-25-000057,2025.0,Q2,10-Q,2025-05-02,instant,,818655882fff740c,1
320193,AAPL,us-gaap,AccountsPayableCurrent,USD,68960000000.0,,2024-09-28,0000320193-25-000073,2025.0,Q3,10-Q,2025-08-01,instant,,fc5cb729ebaa9dff,1
320193,AAPL,us-gaap,AccountsPayableCurrent,USD,68960000000.0,,2024-09-28,0000320193-25-000079,2025.0,FY,10-K,2025-10-31,instant,,2bdb7f3d3494be1b,1
320193,AAPL,us-gaap,AccountsPayableCurrent,USD,61910000000.0,,2024-12-28,0000320193-25-000008,2025.0,Q1,10-Q,2025-01-31,instant,,d0633fbd1669977c,1
320193,AAPL,us-gaap,AccountsPayableCurrent,USD,54126000000.0,,2025-03-29,0000320193-25-000057,2025.0,Q2,10-Q,2025-05-02,instant,,2a3f942172d50d85,1
320193,AAPL,us-gaap,AccountsPayableCurrent,USD,50374000000.0,,2025-06-28,0000320193-25-000073,2025.0,Q3,10-Q,2025-08-01,instant,,715d6342cf24004a,1
320193,AAPL,us-gaap,AccountsPayableCurrent,USD,69860000000.0,,2025-09-27,0000320193-25-000079,2025.0,FY,10-K,2025-10-31,instant,,5e0af8ac62e68c35,1
320193,AAPL,us-gaap,AccountsPayableCurrent,USD,69860000000.0,,2025-09-27,0000320193-26-000006,2026.0,Q1,10-Q,2026-01-30,instant,,3aee7f48157c7b5e,1
320193,AAPL,us-gaap,AccountsPayableCurrent,USD,70587000000.0,,2025-12-27,0000320193-26-000006,2026.0,Q1,10-Q,2026-01-30,instant,,a57a2adedfdc5f32,1
320193,AAPL,us-gaap,AccountsReceivableNetCurrent,USD,2422000000.0,,2008-09-27,0001193125-09-153165,2009.0,Q3,10-Q,2009-07-22,instant,,21a333d570be62b4,1
320193,AAPL,us-gaap,AccountsReceivableNetCurrent,USD,2422000000.0,,2008-09-27,0001193125-09-214859,2009.0,FY,10-K,2009-10-27,instant,,91b8031aa6eb1c35,1
320193,AAPL,us-gaap,AccountsReceivableNetCurrent,USD,2422000000.0,,2008-09-27,0001193125-10-012091,2009.0,FY,10-K/A,2010-01-25,instant,,96ae1ab3faef42e0,1
320193,AAPL,us-gaap,AccountsReceivableNetCurrent,USD,2686000000.0,,2009-06-27,0001193125-09-153165,2009.0,Q3,10-Q,2009-07-22,instant,,eb4e8b15f95e0bd1,1
320193,AAPL,us-gaap,AccountsReceivableNetCurrent,USD,3361000000.0,,2009-09-26,0001193125-09-214859,2009.0,FY,10-K,2009-10-27,instant,,94d629cce313573d,1
320193,AAPL,us-gaap,AccountsReceivableNetCurrent,USD,3361000000.0,,2009-09-26,0001193125-10-012085,2010.0,Q1,10-Q,2010-01-25,instant,,590b42c90b01b2b9,1
320193,AAPL,us-gaap,AccountsReceivableNetCurrent,USD,3361000000.0,,2009-09-26,0001193125-10-012091,2009.0,FY,10-K/A,2010-01-25,instant,,a32314ae6bb8ed15,1
320193,AAPL,us-gaap,AccountsReceivableNetCurrent,USD,3361000000.0,,2009-09-26,0001193125-10-088957,2010.0,Q2,10-Q,2010-04-21,instant,,a566a3f6e9cf31e8,1
320193,AAPL,us-gaap,AccountsReceivableNetCurrent,USD,3361000000.0,,2009-09-26,0001193125-10-162840,2010.0,Q3,10-Q,2010-07-21,instant,,06ec443822feadcc,1
320193,AAPL,us-gaap,AccountsReceivableNetCurrent,USD,3361000000.0,,2009-09-26,0001193125-10-238044,2010.0,FY,10-K,2010-10-27,instant,,37c5c56e8fa40fd5,1
