Date,Network,Transaction_Type,TPV_Billions,Weight
2016-03-01 00:00:00-05:00,V,Consumer_Credit,4807.2865322610405,0.35
2016-03-01 00:00:00-05:00,V,Consumer_Debit,5494.041751155475,0.4
2016-03-01 00:00:00-05:00,V,Commercial,2060.265656683303,0.15
2016-03-01 00:00:00-05:00,V,Cross_Border,1373.5104377888688,0.1
2016-03-02 00:00:00-05:00,V,Consumer_Credit,4781.681518613848,0.35
2016-03-02 00:00:00-05:00,V,Consumer_Debit,5464.778878415827,0.4
2016-03-02 00:00:00-05:00,V,Commercial,2049.292079405935,0.15
2016-03-02 00:00:00-05:00,V,Cross_Border,1366.1947196039569,0.1
2016-03-03 00:00:00-05:00,V,Consumer_Credit,4783.305970345943,0.35
2016-03-03 00:00:00-05:00,V,Consumer_Debit,5466.635394681078,0.4
2016-03-03 00:00:00-05:00,V,Commercial,2049.988273005404,0.15
2016-03-03 00:00:00-05:00,V,Cross_Border,1366.6588486702694,0.1
2016-03-04 00:00:00-05:00,V,Consumer_Credit,4815.31772923463,0.35
2016-03-04 00:00:00-05:00,V,Consumer_Debit,5503.220261982435,0.4
2016-03-04 00:00:00-05:00,V,Commercial,2063.707598243413,0.15
2016-03-04 00:00:00-05:00,V,Cross_Border,1375.8050654956087,0.1
2016-03-07 00:00:00-05:00,V,Consumer_Credit,4789.987984437098,0.35
2016-03-07 00:00:00-05:00,V,Consumer_Debit,5474.271982213827,0.4
2016-03-07 00:00:00-05:00,V,Commercial,2052.851993330185,0.15
2016-03-07 00:00:00-05:00,V,Cross_Border,1368.5679955534567,0.1
2016-03-08 00:00:00-05:00,V,Consumer_Credit,4826.886065687776,0.35
2016-03-08 00:00:00-05:00,V,Consumer_Debit,5516.441217928887,0.4
2016-03-08 00:00:00-05:00,V,Commercial,2068.6654567233327,0.15
2016-03-08 00:00:00-05:00,V,Cross_Border,1379.1103044822219,0.1
2016-03-09 00:00:00-05:00,V,Consumer_Credit,4832.174863327964,0.35
2016-03-09 00:00:00-05:00,V,Consumer_Debit,5522.485558089102,0.4
2016-03-09 00:00:00-05:00,V,Commercial,2070.932084283413,0.15
2016-03-09 00:00:00-05:00,V,Cross_Border,1380.6213895222754,0.1
2016-03-10 00:00:00-05:00,V,Consumer_Credit,4855.997784008949,0.35
2016-03-10 00:00:00-05:00,V,Consumer_Debit,5549.711753153085,0.4
2016-03-10 00:00:00-05:00,V,Commercial,2081.1419074324067,0.15
2016-03-10 00:00:00-05:00,V,Cross_Border,1387.4279382882712,0.1
2016-03-11 00:00:00-05:00,V,Consumer_Credit,4823.384257391916,0.35
2016-03-11 00:00:00-05:00,V,Consumer_Debit,5512.439151305048,0.4
2016-03-11 00:00:00-05:00,V,Commercial,2067.1646817393926,0.15
2016-03-11 00:00:00-05:00,V,Cross_Border,1378.109787826262,0.1
2016-03-14 00:00:00-04:00,V,Consumer_Credit,4808.078986993028,0.35
2016-03-14 00:00:00-04:00,V,Consumer_Debit,5494.947413706319,0.4
2016-03-14 00:00:00-04:00,V,Commercial,2060.605280139869,0.15
2016-03-14 00:00:00-04:00,V,Cross_Border,1373.7368534265797,0.1
2016-03-15 00:00:00-04:00,V,Consumer_Credit,4856.056609952528,0.35
2016-03-15 00:00:00-04:00,V,Consumer_Debit,5549.77898280289,0.4
2016-03-15 00:00:00-04:00,V,Commercial,2081.1671185510836,0.15
2016-03-15 00:00:00-04:00,V,Cross_Border,1387.4447457007225,0.1
2016-03-16 00:00:00-04:00,V,Consumer_Credit,4831.619202304371,0.35
2016-03-16 00:00:00-04:00,V,Consumer_Debit,5521.850516919283,0.4
2016-03-16 00:00:00-04:00,V,Commercial,2070.6939438447307,0.15
2016-03-16 00:00:00-04:00,V,Cross_Border,1380.4626292298208,0.1
2016-03-17 00:00:00-04:00,V,Consumer_Credit,4819.061291992144,0.35
2016-03-17 00:00:00-04:00,V,Consumer_Debit,5507.498619419594,0.4
2016-03-17 00:00:00-04:00,V,Commercial,2065.311982282348,0.15
2016-03-17 00:00:00-04:00,V,Cross_Border,1376.8746548548986,0.1
2016-03-18 00:00:00-04:00,V,Consumer_Credit,4817.881815738541,0.35
2016-03-18 00:00:00-04:00,V,Consumer_Debit,5506.150646558333,0.4
2016-03-18 00:00:00-04:00,V,Commercial,2064.806492459375,0.15
2016-03-18 00:00:00-04:00,V,Cross_Border,1376.5376616395833,0.1
2016-03-21 00:00:00-04:00,V,Consumer_Credit,4871.48001726412,0.35
2016-03-21 00:00:00-04:00,V,Consumer_Debit,5567.405734016138,0.4
2016-03-21 00:00:00-04:00,V,Commercial,2087.7771502560513,0.15
2016-03-21 00:00:00-04:00,V,Cross_Border,1391.8514335040345,0.1
2016-03-22 00:00:00-04:00,V,Consumer_Credit,4880.3413973661,0.35
2016-03-22 00:00:00-04:00,V,Consumer_Debit,5577.533025561257,0.4
2016-03-22 00:00:00-04:00,V,Commercial,2091.5748845854714,0.15
2016-03-22 00:00:00-04:00,V,Cross_Border,1394.3832563903143,0.1
2016-03-23 00:00:00-04:00,V,Consumer_Credit,4882.609858225315,0.35
2016-03-23 00:00:00-04:00,V,Consumer_Debit,5580.125552257504,0.4
2016-03-23 00:00:00-04:00,V,Commercial,2092.547082096564,0.15
2016-03-23 00:00:00-04:00,V,Cross_Border,1395.031388064376,0.1
2016-03-24 00:00:00-04:00,V,Consumer_Credit,4906.601138683634,0.35
2016-03-24 00:00:00-04:00,V,Consumer_Debit,5607.544158495583,0.4
2016-03-24 00:00:00-04:00,V,Commercial,2102.8290594358436,0.15
2016-03-24 00:00:00-04:00,V,Cross_Border,1401.8860396238958,0.1
2016-03-28 00:00:00-04:00,V,Consumer_Credit,4882.035525936987,0.35
2016-03-28 00:00:00-04:00,V,Consumer_Debit,5579.469172499415,0.4
2016-03-28 00:00:00-04:00,V,Commercial,2092.3009396872803,0.15
2016-03-28 00:00:00-04:00,V,Cross_Border,1394.8672931248539,0.1
2016-03-29 00:00:00-04:00,V,Consumer_Credit,4879.605945332344,0.35
2016-03-29 00:00:00-04:00,V,Consumer_Debit,5576.6925089512515,0.4
2016-03-29 00:00:00-04:00,V,Commercial,2091.259690856719,0.15
2016-03-29 00:00:00-04:00,V,Cross_Border,1394.1731272378129,0.1
2016-03-30 00:00:00-04:00,V,Consumer_Credit,4921.866873564753,0.35
2016-03-30 00:00:00-04:00,V,Consumer_Debit,5624.990712645434,0.4
2016-03-30 00:00:00-04:00,V,Commercial,2109.3715172420375,0.15
2016-03-30 00:00:00-04:00,V,Cross_Border,1406.2476781613584,0.1
2016-03-31 00:00:00-04:00,V,Consumer_Credit,4929.149076203811,0.35
2016-03-31 00:00:00-04:00,V,Consumer_Debit,5633.313229947213,0.4
2016-03-31 00:00:00-04:00,V,Commercial,2112.4924612302048,0.15
2016-03-31 00:00:00-04:00,V,Cross_Border,1408.3283074868032,0.1
2016-04-01 00:00:00-04:00,V,Consumer_Credit,4942.427816107705,0.35
2016-04-01 00:00:00-04:00,V,Consumer_Debit,5648.488932694521,0.4
2016-04-01 00:00:00-04:00,V,Commercial,2118.1833497604453,0.15
2016-04-01 00:00:00-04:00,V,Cross_Border,1412.1222331736303,0.1
2016-04-04 00:00:00-04:00,V,Consumer_Credit,4877.461157726803,0.35
2016-04-04 00:00:00-04:00,V,Consumer_Debit,5574.241323116347,0.4
2016-04-04 00:00:00-04:00,V,Commercial,2090.34049616863,0.15
2016-04-04 00:00:00-04:00,V,Cross_Border,1393.5603307790868,0.1
2016-04-05 00:00:00-04:00,V,Consumer_Credit,4892.596312711593,0.35
2016-04-05 00:00:00-04:00,V,Consumer_Debit,5591.538643098964,0.4
2016-04-05 00:00:00-04:00,V,Commercial,2096.8269911621114,0.15
2016-04-05 00:00:00-04:00,V,Cross_Border,1397.884660774741,0.1
2016-04-06 00:00:00-04:00,V,Consumer_Credit,4920.637268461543,0.35
2016-04-06 00:00:00-04:00,V,Consumer_Debit,5623.585449670336,0.4
2016-04-06 00:00:00-04:00,V,Commercial,2108.8445436263755,0.15
2016-04-06 00:00:00-04:00,V,Cross_Border,1405.896362417584,0.1
2016-04-07 00:00:00-04:00,V,Consumer_Credit,4899.173555081589,0.35
2016-04-07 00:00:00-04:00,V,Consumer_Debit,5599.055491521816,0.4
2016-04-07 00:00:00-04:00,V,Commercial,2099.645809320681,0.15
2016-04-07 00:00:00-04:00,V,Cross_Border,1399.763872880454,0.1
2016-04-08 00:00:00-04:00,V,Consumer_Credit,4904.724122740211,0.35
2016-04-08 00:00:00-04:00,V,Consumer_Debit,5605.3989974173855,0.4
2016-04-08 00:00:00-04:00,V,Commercial,2102.024624031519,0.15
2016-04-08 00:00:00-04:00,V,Cross_Border,1401.3497493543464,0.1
2016-04-11 00:00:00-04:00,V,Consumer_Credit,4900.395063015861,0.35
2016-04-11 00:00:00-04:00,V,Consumer_Debit,5600.4515005895555,0.4
2016-04-11 00:00:00-04:00,V,Commercial,2100.1693127210833,0.15
2016-04-11 00:00:00-04:00,V,Cross_Border,1400.1128751473889,0.1
2016-04-12 00:00:00-04:00,V,Consumer_Credit,4933.033758108872,0.35
2016-04-12 00:00:00-04:00,V,Consumer_Debit,5637.752866410139,0.4
2016-04-12 00:00:00-04:00,V,Commercial,2114.157324903802,0.15
2016-04-12 00:00:00-04:00,V,Cross_Border,1409.4382166025348,0.1
2016-04-13 00:00:00-04:00,V,Consumer_Credit,4908.711802707766,0.35
2016-04-13 00:00:00-04:00,V,Consumer_Debit,5609.956345951734,0.4
2016-04-13 00:00:00-04:00,V,Commercial,2103.7336297319,0.15
2016-04-13 00:00:00-04:00,V,Cross_Border,1402.4890864879335,0.1
2016-04-14 00:00:00-04:00,V,Consumer_Credit,4897.171862921169,0.35
2016-04-14 00:00:00-04:00,V,Consumer_Debit,5596.767843338479,0.4
2016-04-14 00:00:00-04:00,V,Commercial,2098.7879412519296,0.15
2016-04-14 00:00:00-04:00,V,Cross_Border,1399.1919608346197,0.1
2016-04-15 00:00:00-04:00,V,Consumer_Credit,4932.875969969527,0.35
2016-04-15 00:00:00-04:00,V,Consumer_Debit,5637.572537108032,0.4
2016-04-15 00:00:00-04:00,V,Commercial,2114.0897014155116,0.15
2016-04-15 00:00:00-04:00,V,Cross_Border,1409.393134277008,0.1
2016-04-18 00:00:00-04:00,V,Consumer_Credit,4879.709376701036,0.35
2016-04-18 00:00:00-04:00,V,Consumer_Debit,5576.8107162297565,0.4
2016-04-18 00:00:00-04:00,V,Commercial,2091.3040185861582,0.15
2016-04-18 00:00:00-04:00,V,Cross_Border,1394.2026790574391,0.1
2016-04-19 00:00:00-04:00,V,Consumer_Credit,4869.373517451281,0.35
2016-04-19 00:00:00-04:00,V,Consumer_Debit,5564.998305658608,0.4
2016-04-19 00:00:00-04:00,V,Commercial,2086.8743646219777,0.15
2016-04-19 00:00:00-04:00,V,Cross_Border,1391.249576414652,0.1
2016-04-20 00:00:00-04:00,V,Consumer_Credit,4908.944606878172,0.35
2016-04-20 00:00:00-04:00,V,Consumer_Debit,5610.222407860769,0.4
2016-04-20 00:00:00-04:00,V,Commercial,2103.833402947788,0.15
2016-04-20 00:00:00-04:00,V,Cross_Border,1402.5556019651922,0.1
2016-04-21 00:00:00-04:00,V,Consumer_Credit,4885.07308461469,0.35
2016-04-21 00:00:00-04:00,V,Consumer_Debit,5582.940668131076,0.4
2016-04-21 00:00:00-04:00,V,Commercial,2093.602750549153,0.15
2016-04-21 00:00:00-04:00,V,Cross_Border,1395.735167032769,0.1
2016-04-22 00:00:00-04:00,V,Consumer_Credit,4915.3782004792965,0.35
2016-04-22 00:00:00-04:00,V,Consumer_Debit,5617.575086262053,0.4
2016-04-22 00:00:00-04:00,V,Commercial,2106.59065734827,0.15
2016-04-22 00:00:00-04:00,V,Cross_Border,1404.3937715655134,0.1
2016-04-25 00:00:00-04:00,V,Consumer_Credit,4863.684551593811,0.35
2016-04-25 00:00:00-04:00,V,Consumer_Debit,5558.496630392928,0.4
2016-04-25 00:00:00-04:00,V,Commercial,2084.436236397348,0.15
2016-04-25 00:00:00-04:00,V,Cross_Border,1389.624157598232,0.1
2016-04-26 00:00:00-04:00,V,Consumer_Credit,4910.1998837842,0.35
2016-04-26 00:00:00-04:00,V,Consumer_Debit,5611.657010039086,0.4
2016-04-26 00:00:00-04:00,V,Commercial,2104.371378764657,0.15
2016-04-26 00:00:00-04:00,V,Cross_Border,1402.9142525097716,0.1
2016-04-27 00:00:00-04:00,V,Consumer_Credit,4903.648186764621,0.35
2016-04-27 00:00:00-04:00,V,Consumer_Debit,5604.169356302424,0.4
2016-04-27 00:00:00-04:00,V,Commercial,2101.563508613409,0.15
2016-04-27 00:00:00-04:00,V,Cross_Border,1401.042339075606,0.1
2016-04-28 00:00:00-04:00,V,Consumer_Credit,4837.763821542994,0.35
2016-04-28 00:00:00-04:00,V,Consumer_Debit,5528.872938906279,0.4
2016-04-28 00:00:00-04:00,V,Commercial,2073.3273520898547,0.15
2016-04-28 00:00:00-04:00,V,Cross_Border,1382.2182347265698,0.1
2016-04-29 00:00:00-04:00,V,Consumer_Credit,4873.413206746293,0.35
2016-04-29 00:00:00-04:00,V,Consumer_Debit,5569.615093424336,0.4
2016-04-29 00:00:00-04:00,V,Commercial,2088.605660034126,0.15
2016-04-29 00:00:00-04:00,V,Cross_Border,1392.403773356084,0.1
2016-05-02 00:00:00-04:00,V,Consumer_Credit,4846.875579040172,0.35
2016-05-02 00:00:00-04:00,V,Consumer_Debit,5539.286376045911,0.4
2016-05-02 00:00:00-04:00,V,Commercial,2077.2323910172167,0.15
2016-05-02 00:00:00-04:00,V,Cross_Border,1384.8215940114778,0.1
2016-05-03 00:00:00-04:00,V,Consumer_Credit,4852.863200045755,0.35
2016-05-03 00:00:00-04:00,V,Consumer_Debit,5546.1293714808635,0.4
2016-05-03 00:00:00-04:00,V,Commercial,2079.7985143053234,0.15
2016-05-03 00:00:00-04:00,V,Cross_Border,1386.5323428702159,0.1
2016-05-04 00:00:00-04:00,V,Consumer_Credit,4808.392753833315,0.35
2016-05-04 00:00:00-04:00,V,Consumer_Debit,5495.306004380932,0.4
2016-05-04 00:00:00-04:00,V,Commercial,2060.739751642849,0.15
2016-05-04 00:00:00-04:00,V,Cross_Border,1373.826501095233,0.1
2016-05-05 00:00:00-04:00,V,Consumer_Credit,4850.7213606758805,0.35
2016-05-05 00:00:00-04:00,V,Consumer_Debit,5543.68155505815,0.4
2016-05-05 00:00:00-04:00,V,Commercial,2078.8805831468057,0.15
2016-05-05 00:00:00-04:00,V,Cross_Border,1385.9203887645374,0.1
2016-05-06 00:00:00-04:00,V,Consumer_Credit,4816.723474226859,0.35
2016-05-06 00:00:00-04:00,V,Consumer_Debit,5504.82682768784,0.4
2016-05-06 00:00:00-04:00,V,Commercial,2064.31006038294,0.15
2016-05-06 00:00:00-04:00,V,Cross_Border,1376.20670692196,0.1
2016-05-09 00:00:00-04:00,V,Consumer_Credit,4829.743199763877,0.35
2016-05-09 00:00:00-04:00,V,Consumer_Debit,5519.70651401586,0.4
2016-05-09 00:00:00-04:00,V,Commercial,2069.8899427559472,0.15
2016-05-09 00:00:00-04:00,V,Cross_Border,1379.926628503965,0.1
2016-05-10 00:00:00-04:00,V,Consumer_Credit,4856.437525742709,0.35
2016-05-10 00:00:00-04:00,V,Consumer_Debit,5550.214315134525,0.4
2016-05-10 00:00:00-04:00,V,Commercial,2081.330368175447,0.15
2016-05-10 00:00:00-04:00,V,Cross_Border,1387.5535787836313,0.1
2016-05-11 00:00:00-04:00,V,Consumer_Credit,4856.59294051771,0.35
2016-05-11 00:00:00-04:00,V,Consumer_Debit,5550.391932020241,0.4
2016-05-11 00:00:00-04:00,V,Commercial,2081.39697450759,0.15
2016-05-11 00:00:00-04:00,V,Cross_Border,1387.5979830050603,0.1
2016-05-12 00:00:00-04:00,V,Consumer_Credit,4803.763905968872,0.35
2016-05-12 00:00:00-04:00,V,Consumer_Debit,5490.015892535855,0.4
2016-05-12 00:00:00-04:00,V,Commercial,2058.7559597009454,0.15
2016-05-12 00:00:00-04:00,V,Cross_Border,1372.5039731339637,0.1
2016-05-13 00:00:00-04:00,V,Consumer_Credit,4819.301726965739,0.35
2016-05-13 00:00:00-04:00,V,Consumer_Debit,5507.77340224656,0.4
2016-05-13 00:00:00-04:00,V,Commercial,2065.4150258424597,0.15
2016-05-13 00:00:00-04:00,V,Cross_Border,1376.94335056164,0.1
2016-05-16 00:00:00-04:00,V,Consumer_Credit,4818.616537456585,0.35
2016-05-16 00:00:00-04:00,V,Consumer_Debit,5506.990328521812,0.4
2016-05-16 00:00:00-04:00,V,Commercial,2065.1213731956796,0.15
2016-05-16 00:00:00-04:00,V,Cross_Border,1376.747582130453,0.1
2016-05-17 00:00:00-04:00,V,Consumer_Credit,4713.390698497241,0.35
2016-05-17 00:00:00-04:00,V,Consumer_Debit,5386.73222685399,0.4
2016-05-17 00:00:00-04:00,V,Commercial,2020.0245850702463,0.15
2016-05-17 00:00:00-04:00,V,Cross_Border,1346.6830567134975,0.1
2016-05-18 00:00:00-04:00,V,Consumer_Credit,4733.41306523516,0.35
2016-05-18 00:00:00-04:00,V,Consumer_Debit,5409.614931697326,0.4
2016-05-18 00:00:00-04:00,V,Commercial,2028.605599386497,0.15
2016-05-18 00:00:00-04:00,V,Cross_Border,1352.4037329243315,0.1
2016-05-19 00:00:00-04:00,V,Consumer_Credit,4754.054449530482,0.35
2016-05-19 00:00:00-04:00,V,Consumer_Debit,5433.205085177695,0.4
2016-05-19 00:00:00-04:00,V,Commercial,2037.4519069416351,0.15
2016-05-19 00:00:00-04:00,V,Cross_Border,1358.3012712944237,0.1
2016-05-20 00:00:00-04:00,V,Consumer_Credit,4741.998968530323,0.35
2016-05-20 00:00:00-04:00,V,Consumer_Debit,5419.427392606083,0.4
2016-05-20 00:00:00-04:00,V,Commercial,2032.285272227281,0.15
2016-05-20 00:00:00-04:00,V,Cross_Border,1354.8568481515208,0.1
2016-05-23 00:00:00-04:00,V,Consumer_Credit,4697.763427639425,0.35
2016-05-23 00:00:00-04:00,V,Consumer_Debit,5368.872488730772,0.4
2016-05-23 00:00:00-04:00,V,Commercial,2013.327183274039,0.15
2016-05-23 00:00:00-04:00,V,Cross_Border,1342.218122182693,0.1
2016-05-24 00:00:00-04:00,V,Consumer_Credit,4680.7681911461805,0.35
2016-05-24 00:00:00-04:00,V,Consumer_Debit,5349.449361309921,0.4
2016-05-24 00:00:00-04:00,V,Commercial,2006.04351049122,0.15
2016-05-24 00:00:00-04:00,V,Cross_Border,1337.3623403274803,0.1
2016-05-25 00:00:00-04:00,V,Consumer_Credit,4724.747901617263,0.35
2016-05-25 00:00:00-04:00,V,Consumer_Debit,5399.7118875625865,0.4
2016-05-25 00:00:00-04:00,V,Commercial,2024.8919578359698,0.15
2016-05-25 00:00:00-04:00,V,Cross_Border,1349.9279718906466,0.1
2016-05-26 00:00:00-04:00,V,Consumer_Credit,4696.4624631126035,0.35
2016-05-26 00:00:00-04:00,V,Consumer_Debit,5367.38567212869,0.4
2016-05-26 00:00:00-04:00,V,Commercial,2012.7696270482588,0.15
2016-05-26 00:00:00-04:00,V,Cross_Border,1341.8464180321726,0.1
2016-05-27 00:00:00-04:00,V,Consumer_Credit,4707.469849399636,0.35
2016-05-27 00:00:00-04:00,V,Consumer_Debit,5379.965542171012,0.4
2016-05-27 00:00:00-04:00,V,Commercial,2017.4870783141296,0.15
2016-05-27 00:00:00-04:00,V,Cross_Border,1344.991385542753,0.1
2016-05-31 00:00:00-04:00,V,Consumer_Credit,4720.536201994834,0.35
2016-05-31 00:00:00-04:00,V,Consumer_Debit,5394.898516565525,0.4
2016-05-31 00:00:00-04:00,V,Commercial,2023.0869437120718,0.15
2016-05-31 00:00:00-04:00,V,Cross_Border,1348.7246291413812,0.1
2016-06-01 00:00:00-04:00,V,Consumer_Credit,4678.367825815621,0.35
2016-06-01 00:00:00-04:00,V,Consumer_Debit,5346.706086646424,0.4
2016-06-01 00:00:00-04:00,V,Commercial,2005.014782492409,0.15
2016-06-01 00:00:00-04:00,V,Cross_Border,1336.676521661606,0.1
2016-06-02 00:00:00-04:00,V,Consumer_Credit,4588.044525559437,0.35
2016-06-02 00:00:00-04:00,V,Consumer_Debit,5243.479457782214,0.4
2016-06-02 00:00:00-04:00,V,Commercial,1966.3047966683303,0.15
2016-06-02 00:00:00-04:00,V,Cross_Border,1310.8698644455535,0.1
2016-06-03 00:00:00-04:00,V,Consumer_Credit,4646.070653325085,0.35
2016-06-03 00:00:00-04:00,V,Consumer_Debit,5309.795032371527,0.4
2016-06-03 00:00:00-04:00,V,Commercial,1991.173137139322,0.15
2016-06-03 00:00:00-04:00,V,Cross_Border,1327.4487580928817,0.1
2016-06-06 00:00:00-04:00,V,Consumer_Credit,4608.003632221504,0.35
2016-06-06 00:00:00-04:00,V,Consumer_Debit,5266.289865396005,0.4
2016-06-06 00:00:00-04:00,V,Commercial,1974.8586995235016,0.15
2016-06-06 00:00:00-04:00,V,Cross_Border,1316.5724663490012,0.1
2016-06-07 00:00:00-04:00,V,Consumer_Credit,4620.031775346452,0.35
2016-06-07 00:00:00-04:00,V,Consumer_Debit,5280.036314681661,0.4
2016-06-07 00:00:00-04:00,V,Commercial,1980.0136180056227,0.15
2016-06-07 00:00:00-04:00,V,Cross_Border,1320.0090786704152,0.1
2016-06-08 00:00:00-04:00,V,Consumer_Credit,4615.182885352221,0.35
2016-06-08 00:00:00-04:00,V,Consumer_Debit,5274.4947261168245,0.4
2016-06-08 00:00:00-04:00,V,Commercial,1977.935522293809,0.15
2016-06-08 00:00:00-04:00,V,Cross_Border,1318.6236815292061,0.1
2016-06-09 00:00:00-04:00,V,Consumer_Credit,4555.83252155545,0.35
2016-06-09 00:00:00-04:00,V,Consumer_Debit,5206.665738920514,0.4
2016-06-09 00:00:00-04:00,V,Commercial,1952.4996520951927,0.15
2016-06-09 00:00:00-04:00,V,Cross_Border,1301.6664347301285,0.1
2016-06-10 00:00:00-04:00,V,Consumer_Credit,4602.26624667281,0.35
2016-06-10 00:00:00-04:00,V,Consumer_Debit,5259.732853340354,0.4
