date,ticker_1,ticker_2,window,correlation
2016-05-13 00:00:00-04:00,JPM,BAC,20,0.9335972808437994
2016-05-16 00:00:00-04:00,JPM,BAC,20,0.9258556441368262
2016-05-17 00:00:00-04:00,JPM,BAC,20,0.9178159891566346
2016-05-18 00:00:00-04:00,JPM,BAC,20,0.9525822020731198
2016-05-19 00:00:00-04:00,JPM,BAC,20,0.9655849865954024
2016-05-20 00:00:00-04:00,JPM,BAC,20,0.9692296563308992
2016-05-23 00:00:00-04:00,JPM,BAC,20,0.9688337805171684
2016-05-24 00:00:00-04:00,JPM,BAC,20,0.9678196307100589
2016-05-25 00:00:00-04:00,JPM,BAC,20,0.972951700493013
2016-05-26 00:00:00-04:00,JPM,BAC,20,0.9728456547547635
2016-05-27 00:00:00-04:00,JPM,BAC,20,0.9726492003630055
2016-05-31 00:00:00-04:00,JPM,BAC,20,0.9730215304608634
2016-06-01 00:00:00-04:00,JPM,BAC,20,0.9688404550275849
2016-06-02 00:00:00-04:00,JPM,BAC,20,0.9673978205862105
2016-06-03 00:00:00-04:00,JPM,BAC,20,0.967801319271199
2016-06-06 00:00:00-04:00,JPM,BAC,20,0.9664352854526057
2016-06-07 00:00:00-04:00,JPM,BAC,20,0.9656160356029292
2016-06-08 00:00:00-04:00,JPM,BAC,20,0.9650050395498715
2016-06-09 00:00:00-04:00,JPM,BAC,20,0.9655642920712619
2016-06-10 00:00:00-04:00,JPM,BAC,20,0.9683140900510969
2016-06-13 00:00:00-04:00,JPM,BAC,20,0.9684241066026458
2016-06-14 00:00:00-04:00,JPM,BAC,20,0.9710660770070915
2016-06-15 00:00:00-04:00,JPM,BAC,20,0.9670185536043888
2016-06-16 00:00:00-04:00,JPM,BAC,20,0.940748085817007
2016-06-17 00:00:00-04:00,JPM,BAC,20,0.9377817439119858
2016-06-20 00:00:00-04:00,JPM,BAC,20,0.9262636046869052
2016-06-21 00:00:00-04:00,JPM,BAC,20,0.9244660471444585
2016-06-22 00:00:00-04:00,JPM,BAC,20,0.9210523184933616
2016-06-23 00:00:00-04:00,JPM,BAC,20,0.9378250562737209
2016-06-24 00:00:00-04:00,JPM,BAC,20,0.95425082015012
2016-06-27 00:00:00-04:00,JPM,BAC,20,0.9471482474326937
2016-06-28 00:00:00-04:00,JPM,BAC,20,0.9564508554520447
2016-06-29 00:00:00-04:00,JPM,BAC,20,0.9608453262521738
2016-06-30 00:00:00-04:00,JPM,BAC,20,0.9573006456966149
2016-07-01 00:00:00-04:00,JPM,BAC,20,0.9584383325347847
2016-07-05 00:00:00-04:00,JPM,BAC,20,0.957452848992058
2016-07-06 00:00:00-04:00,JPM,BAC,20,0.9590440921906669
2016-07-07 00:00:00-04:00,JPM,BAC,20,0.9590343939243312
2016-07-08 00:00:00-04:00,JPM,BAC,20,0.9563374836867746
2016-07-11 00:00:00-04:00,JPM,BAC,20,0.9561840847890106
2016-07-12 00:00:00-04:00,JPM,BAC,20,0.9560967888897121
2016-07-13 00:00:00-04:00,JPM,BAC,20,0.9533759458958975
2016-07-14 00:00:00-04:00,JPM,BAC,20,0.9565356944595877
2016-07-15 00:00:00-04:00,JPM,BAC,20,0.9576318357881598
2016-07-18 00:00:00-04:00,JPM,BAC,20,0.9180648999769527
2016-07-19 00:00:00-04:00,JPM,BAC,20,0.9157565165214429
2016-07-20 00:00:00-04:00,JPM,BAC,20,0.9154648046154714
2016-07-21 00:00:00-04:00,JPM,BAC,20,0.9151970758459188
2016-07-22 00:00:00-04:00,JPM,BAC,20,0.9117127055917829
2016-07-25 00:00:00-04:00,JPM,BAC,20,0.8610538942827543
2016-07-26 00:00:00-04:00,JPM,BAC,20,0.7959023383982723
2016-07-27 00:00:00-04:00,JPM,BAC,20,0.7375556353597911
2016-07-28 00:00:00-04:00,JPM,BAC,20,0.6561615994495992
2016-07-29 00:00:00-04:00,JPM,BAC,20,0.6742603677503288
2016-08-01 00:00:00-04:00,JPM,BAC,20,0.6599485179750577
2016-08-02 00:00:00-04:00,JPM,BAC,20,0.4865932922337423
2016-08-03 00:00:00-04:00,JPM,BAC,20,0.5495284977908242
2016-08-04 00:00:00-04:00,JPM,BAC,20,0.5513882306399887
2016-08-05 00:00:00-04:00,JPM,BAC,20,0.7108527540470571
2016-08-08 00:00:00-04:00,JPM,BAC,20,0.7154814939090285
2016-08-09 00:00:00-04:00,JPM,BAC,20,0.6827770777589939
2016-08-10 00:00:00-04:00,JPM,BAC,20,0.7161945824131697
2016-08-11 00:00:00-04:00,JPM,BAC,20,0.7162894607392339
2016-08-12 00:00:00-04:00,JPM,BAC,20,0.7171858614304405
2016-08-15 00:00:00-04:00,JPM,BAC,20,0.863252950936165
2016-08-16 00:00:00-04:00,JPM,BAC,20,0.8720836538110694
2016-08-17 00:00:00-04:00,JPM,BAC,20,0.8739314398443294
2016-08-18 00:00:00-04:00,JPM,BAC,20,0.8706821421853745
2016-08-19 00:00:00-04:00,JPM,BAC,20,0.8652905284395597
2016-08-22 00:00:00-04:00,JPM,BAC,20,0.8665827166494832
2016-08-23 00:00:00-04:00,JPM,BAC,20,0.8491505071128255
2016-08-24 00:00:00-04:00,JPM,BAC,20,0.8482359294111197
2016-08-25 00:00:00-04:00,JPM,BAC,20,0.8564344415704569
2016-08-26 00:00:00-04:00,JPM,BAC,20,0.8473315172485085
2016-08-29 00:00:00-04:00,JPM,BAC,20,0.8114538893680431
2016-08-30 00:00:00-04:00,JPM,BAC,20,0.821504397416467
2016-08-31 00:00:00-04:00,JPM,BAC,20,0.7980867551424357
2016-09-01 00:00:00-04:00,JPM,BAC,20,0.8042636855755443
2016-09-02 00:00:00-04:00,JPM,BAC,20,0.6116822246752947
2016-09-06 00:00:00-04:00,JPM,BAC,20,0.6225905504202134
2016-09-07 00:00:00-04:00,JPM,BAC,20,0.6610605328239552
2016-09-08 00:00:00-04:00,JPM,BAC,20,0.4965457748225992
2016-09-09 00:00:00-04:00,JPM,BAC,20,0.5547899325791635
2016-09-12 00:00:00-04:00,JPM,BAC,20,0.5756639508639548
2016-09-13 00:00:00-04:00,JPM,BAC,20,0.631083530066229
2016-09-14 00:00:00-04:00,JPM,BAC,20,0.656235362937205
2016-09-15 00:00:00-04:00,JPM,BAC,20,0.6651730567331404
2016-09-16 00:00:00-04:00,JPM,BAC,20,0.7018070080979976
2016-09-19 00:00:00-04:00,JPM,BAC,20,0.7113775434743352
2016-09-20 00:00:00-04:00,JPM,BAC,20,0.6999644338597748
2016-09-21 00:00:00-04:00,JPM,BAC,20,0.7232344406253858
2016-09-22 00:00:00-04:00,JPM,BAC,20,0.6645877584736377
2016-09-23 00:00:00-04:00,JPM,BAC,20,0.6759210816761556
2016-09-26 00:00:00-04:00,JPM,BAC,20,0.8166218415542967
2016-09-27 00:00:00-04:00,JPM,BAC,20,0.8451447597242615
2016-09-28 00:00:00-04:00,JPM,BAC,20,0.8602410113222693
2016-09-29 00:00:00-04:00,JPM,BAC,20,0.8667423837792909
2016-09-30 00:00:00-04:00,JPM,BAC,20,0.8667075203375851
2016-10-03 00:00:00-04:00,JPM,BAC,20,0.8686668506792569
2016-10-04 00:00:00-04:00,JPM,BAC,20,0.8977567065160741
2016-10-05 00:00:00-04:00,JPM,BAC,20,0.9080395577802141
2016-10-06 00:00:00-04:00,JPM,BAC,20,0.9162055236833208
2016-10-07 00:00:00-04:00,JPM,BAC,20,0.9016338354322354
2016-10-10 00:00:00-04:00,JPM,BAC,20,0.9031638484107147
2016-10-11 00:00:00-04:00,JPM,BAC,20,0.8992484445019467
2016-10-12 00:00:00-04:00,JPM,BAC,20,0.8998661546702128
2016-10-13 00:00:00-04:00,JPM,BAC,20,0.9021820237301214
2016-10-14 00:00:00-04:00,JPM,BAC,20,0.8635250661666578
2016-10-17 00:00:00-04:00,JPM,BAC,20,0.846685901186486
2016-10-18 00:00:00-04:00,JPM,BAC,20,0.8546380782165134
2016-10-19 00:00:00-04:00,JPM,BAC,20,0.8626570368839044
2016-10-20 00:00:00-04:00,JPM,BAC,20,0.8910578165060663
2016-10-21 00:00:00-04:00,JPM,BAC,20,0.8919679275492132
2016-10-24 00:00:00-04:00,JPM,BAC,20,0.8414620189822383
2016-10-25 00:00:00-04:00,JPM,BAC,20,0.837879337399729
2016-10-26 00:00:00-04:00,JPM,BAC,20,0.8404603830832025
2016-10-27 00:00:00-04:00,JPM,BAC,20,0.8150777678843727
2016-10-28 00:00:00-04:00,JPM,BAC,20,0.7617379545286292
2016-10-31 00:00:00-04:00,JPM,BAC,20,0.7199976346426378
2016-11-01 00:00:00-04:00,JPM,BAC,20,0.6579716023884039
2016-11-02 00:00:00-04:00,JPM,BAC,20,0.5865769893658965
2016-11-03 00:00:00-04:00,JPM,BAC,20,0.5711131114016211
2016-11-04 00:00:00-04:00,JPM,BAC,20,0.530323589290037
2016-11-07 00:00:00-05:00,JPM,BAC,20,0.7005327438227553
2016-11-08 00:00:00-05:00,JPM,BAC,20,0.6904050071920906
2016-11-09 00:00:00-05:00,JPM,BAC,20,0.8707276672085199
2016-11-10 00:00:00-05:00,JPM,BAC,20,0.9005835010871011
2016-11-11 00:00:00-05:00,JPM,BAC,20,0.9021623296225171
2016-11-14 00:00:00-05:00,JPM,BAC,20,0.9144946893739969
2016-11-15 00:00:00-05:00,JPM,BAC,20,0.9144604782275525
2016-11-16 00:00:00-05:00,JPM,BAC,20,0.923328505854625
2016-11-17 00:00:00-05:00,JPM,BAC,20,0.9227613706801431
2016-11-18 00:00:00-05:00,JPM,BAC,20,0.9240610508908871
2016-11-21 00:00:00-05:00,JPM,BAC,20,0.9197136669083551
2016-11-22 00:00:00-05:00,JPM,BAC,20,0.9134340011066542
2016-11-23 00:00:00-05:00,JPM,BAC,20,0.9117001594989498
2016-11-25 00:00:00-05:00,JPM,BAC,20,0.9031935604482879
2016-11-28 00:00:00-05:00,JPM,BAC,20,0.8931713182595175
2016-11-29 00:00:00-05:00,JPM,BAC,20,0.8968792779880557
2016-11-30 00:00:00-05:00,JPM,BAC,20,0.8800292112346279
2016-12-01 00:00:00-05:00,JPM,BAC,20,0.8740904927859224
2016-12-02 00:00:00-05:00,JPM,BAC,20,0.8700195292791795
2016-12-05 00:00:00-05:00,JPM,BAC,20,0.878264813664288
2016-12-06 00:00:00-05:00,JPM,BAC,20,0.8804602250283723
2016-12-07 00:00:00-05:00,JPM,BAC,20,0.8750290633911053
2016-12-08 00:00:00-05:00,JPM,BAC,20,0.8440114327732131
2016-12-09 00:00:00-05:00,JPM,BAC,20,0.8423861683054739
2016-12-12 00:00:00-05:00,JPM,BAC,20,0.8603942505828318
2016-12-13 00:00:00-05:00,JPM,BAC,20,0.8013204689528033
2016-12-14 00:00:00-05:00,JPM,BAC,20,0.8038613882635788
2016-12-15 00:00:00-05:00,JPM,BAC,20,0.8099509151831421
2016-12-16 00:00:00-05:00,JPM,BAC,20,0.837108830283579
2016-12-19 00:00:00-05:00,JPM,BAC,20,0.8155927977333808
2016-12-20 00:00:00-05:00,JPM,BAC,20,0.8180756833040881
2016-12-21 00:00:00-05:00,JPM,BAC,20,0.8245206030287354
2016-12-22 00:00:00-05:00,JPM,BAC,20,0.8314214959734135
2016-12-23 00:00:00-05:00,JPM,BAC,20,0.8620146597907242
2016-12-27 00:00:00-05:00,JPM,BAC,20,0.8503125258173938
2016-12-28 00:00:00-05:00,JPM,BAC,20,0.8695087622622436
2016-12-29 00:00:00-05:00,JPM,BAC,20,0.8985676802332546
2016-12-30 00:00:00-05:00,JPM,BAC,20,0.9041347535445218
2017-01-03 00:00:00-05:00,JPM,BAC,20,0.908563881640669
2017-01-04 00:00:00-05:00,JPM,BAC,20,0.8459937707571056
2017-01-05 00:00:00-05:00,JPM,BAC,20,0.8560316842284845
2017-01-06 00:00:00-05:00,JPM,BAC,20,0.8732449655338832
2017-01-09 00:00:00-05:00,JPM,BAC,20,0.8564201597799742
2017-01-10 00:00:00-05:00,JPM,BAC,20,0.8291244070969296
2017-01-11 00:00:00-05:00,JPM,BAC,20,0.8065090066935144
2017-01-12 00:00:00-05:00,JPM,BAC,20,0.7984557876461167
2017-01-13 00:00:00-05:00,JPM,BAC,20,0.8016308925168412
2017-01-17 00:00:00-05:00,JPM,BAC,20,0.8656320697796551
2017-01-18 00:00:00-05:00,JPM,BAC,20,0.8220004085173301
2017-01-19 00:00:00-05:00,JPM,BAC,20,0.8524987564220572
2017-01-20 00:00:00-05:00,JPM,BAC,20,0.8562301800719003
2017-01-23 00:00:00-05:00,JPM,BAC,20,0.8614632332257389
2017-01-24 00:00:00-05:00,JPM,BAC,20,0.8785947380627747
2017-01-25 00:00:00-05:00,JPM,BAC,20,0.8852056746934427
2017-01-26 00:00:00-05:00,JPM,BAC,20,0.8754462596529246
2017-01-27 00:00:00-05:00,JPM,BAC,20,0.8662433704734527
2017-01-30 00:00:00-05:00,JPM,BAC,20,0.8716202757864391
2017-01-31 00:00:00-05:00,JPM,BAC,20,0.87697387215877
2017-02-01 00:00:00-05:00,JPM,BAC,20,0.8701759142728569
2017-02-02 00:00:00-05:00,JPM,BAC,20,0.8880693505245051
2017-02-03 00:00:00-05:00,JPM,BAC,20,0.8888303366647667
2017-02-06 00:00:00-05:00,JPM,BAC,20,0.8896245208668383
2017-02-07 00:00:00-05:00,JPM,BAC,20,0.8866344580387747
2017-02-08 00:00:00-05:00,JPM,BAC,20,0.9051986999128612
2017-02-09 00:00:00-05:00,JPM,BAC,20,0.9106183921821946
2017-02-10 00:00:00-05:00,JPM,BAC,20,0.9114799385047563
2017-02-13 00:00:00-05:00,JPM,BAC,20,0.9146661759096479
2017-02-14 00:00:00-05:00,JPM,BAC,20,0.8691083696272671
2017-02-15 00:00:00-05:00,JPM,BAC,20,0.9167105339211326
2017-02-16 00:00:00-05:00,JPM,BAC,20,0.9182844053825702
2017-02-17 00:00:00-05:00,JPM,BAC,20,0.9188680475243203
2017-02-21 00:00:00-05:00,JPM,BAC,20,0.9203854879904262
2017-02-22 00:00:00-05:00,JPM,BAC,20,0.9189441552465928
2017-02-23 00:00:00-05:00,JPM,BAC,20,0.9045715536338639
2017-02-24 00:00:00-05:00,JPM,BAC,20,0.9151970091938461
2017-02-27 00:00:00-05:00,JPM,BAC,20,0.8982178132176968
2017-02-28 00:00:00-05:00,JPM,BAC,20,0.8905763016075612
2017-03-01 00:00:00-05:00,JPM,BAC,20,0.9111352787880908
2017-03-02 00:00:00-05:00,JPM,BAC,20,0.9160667602760186
2017-03-03 00:00:00-05:00,JPM,BAC,20,0.9142518491710631
2017-03-06 00:00:00-05:00,JPM,BAC,20,0.9235116573673192
2017-03-07 00:00:00-05:00,JPM,BAC,20,0.9208123307135447
2017-03-08 00:00:00-05:00,JPM,BAC,20,0.9323584486346966
2017-03-09 00:00:00-05:00,JPM,BAC,20,0.9266463001402065
2017-03-10 00:00:00-05:00,JPM,BAC,20,0.9230537505562643
2017-03-13 00:00:00-04:00,JPM,BAC,20,0.9208764906623819
2017-03-14 00:00:00-04:00,JPM,BAC,20,0.918950533249514
2017-03-15 00:00:00-04:00,JPM,BAC,20,0.8975237976255933
2017-03-16 00:00:00-04:00,JPM,BAC,20,0.8966360189140092
2017-03-17 00:00:00-04:00,JPM,BAC,20,0.9031369972671901
2017-03-20 00:00:00-04:00,JPM,BAC,20,0.8950795103010705
2017-03-21 00:00:00-04:00,JPM,BAC,20,0.9084087921247748
2017-03-22 00:00:00-04:00,JPM,BAC,20,0.905965861946353
2017-03-23 00:00:00-04:00,JPM,BAC,20,0.9078140638195408
2017-03-24 00:00:00-04:00,JPM,BAC,20,0.905017090286459
2017-03-27 00:00:00-04:00,JPM,BAC,20,0.9157216630337832
2017-03-28 00:00:00-04:00,JPM,BAC,20,0.9228190309882159
2017-03-29 00:00:00-04:00,JPM,BAC,20,0.9039438366182789
2017-03-30 00:00:00-04:00,JPM,BAC,20,0.9298132905905855
2017-03-31 00:00:00-04:00,JPM,BAC,20,0.919901292851506
2017-04-03 00:00:00-04:00,JPM,BAC,20,0.9227747935654211
2017-04-04 00:00:00-04:00,JPM,BAC,20,0.9126078041256361
2017-04-05 00:00:00-04:00,JPM,BAC,20,0.9072681515655644
2017-04-06 00:00:00-04:00,JPM,BAC,20,0.9078588742305344
2017-04-07 00:00:00-04:00,JPM,BAC,20,0.909006452728127
2017-04-10 00:00:00-04:00,JPM,BAC,20,0.9089732602086487
2017-04-11 00:00:00-04:00,JPM,BAC,20,0.9084357682821117
2017-04-12 00:00:00-04:00,JPM,BAC,20,0.9155463041349775
2017-04-13 00:00:00-04:00,JPM,BAC,20,0.9141928886491354
2017-04-17 00:00:00-04:00,JPM,BAC,20,0.9213858183633374
2017-04-18 00:00:00-04:00,JPM,BAC,20,0.9155640884991995
2017-04-19 00:00:00-04:00,JPM,BAC,20,0.8519295464186298
2017-04-20 00:00:00-04:00,JPM,BAC,20,0.8752917302344043
2017-04-21 00:00:00-04:00,JPM,BAC,20,0.8927243442368863
2017-04-24 00:00:00-04:00,JPM,BAC,20,0.9366772505404347
2017-04-25 00:00:00-04:00,JPM,BAC,20,0.938828351255845
2017-04-26 00:00:00-04:00,JPM,BAC,20,0.9281254938784049
2017-04-27 00:00:00-04:00,JPM,BAC,20,0.9300804945713028
2017-04-28 00:00:00-04:00,JPM,BAC,20,0.9407880788509887
2017-05-01 00:00:00-04:00,JPM,BAC,20,0.9260538562605215
2017-05-02 00:00:00-04:00,JPM,BAC,20,0.9265724884642882
2017-05-03 00:00:00-04:00,JPM,BAC,20,0.9421494096246998
2017-05-04 00:00:00-04:00,JPM,BAC,20,0.9401831512623808
2017-05-05 00:00:00-04:00,JPM,BAC,20,0.9383797682276889
2017-05-08 00:00:00-04:00,JPM,BAC,20,0.9320026491853038
2017-05-09 00:00:00-04:00,JPM,BAC,20,0.9299229536974254
2017-05-10 00:00:00-04:00,JPM,BAC,20,0.9300310687658186
2017-05-11 00:00:00-04:00,JPM,BAC,20,0.9389497024659357
2017-05-12 00:00:00-04:00,JPM,BAC,20,0.9346618096715014
2017-05-15 00:00:00-04:00,JPM,BAC,20,0.9232339295574357
2017-05-16 00:00:00-04:00,JPM,BAC,20,0.9131165333080944
2017-05-17 00:00:00-04:00,JPM,BAC,20,0.9591887464891325
2017-05-18 00:00:00-04:00,JPM,BAC,20,0.9465662097230656
2017-05-19 00:00:00-04:00,JPM,BAC,20,0.9459811927008601
2017-05-22 00:00:00-04:00,JPM,BAC,20,0.9355182690364473
2017-05-23 00:00:00-04:00,JPM,BAC,20,0.9342457175455786
2017-05-24 00:00:00-04:00,JPM,BAC,20,0.940316612392601
2017-05-25 00:00:00-04:00,JPM,BAC,20,0.9399236504536457
2017-05-26 00:00:00-04:00,JPM,BAC,20,0.9394811854105457
2017-05-30 00:00:00-04:00,JPM,BAC,20,0.9421117558863803
2017-05-31 00:00:00-04:00,JPM,BAC,20,0.9404516818547302
2017-06-01 00:00:00-04:00,JPM,BAC,20,0.9376506389060022
2017-06-02 00:00:00-04:00,JPM,BAC,20,0.937281516519681
2017-06-05 00:00:00-04:00,JPM,BAC,20,0.9364071528108429
2017-06-06 00:00:00-04:00,JPM,BAC,20,0.9289660357752426
2017-06-07 00:00:00-04:00,JPM,BAC,20,0.9378790512035265
2017-06-08 00:00:00-04:00,JPM,BAC,20,0.9413739398941809
2017-06-09 00:00:00-04:00,JPM,BAC,20,0.9510815964574715
2017-06-12 00:00:00-04:00,JPM,BAC,20,0.9494254926330448
2017-06-13 00:00:00-04:00,JPM,BAC,20,0.9487125339365813
2017-06-14 00:00:00-04:00,JPM,BAC,20,0.9520038680759982
2017-06-15 00:00:00-04:00,JPM,BAC,20,0.9255339155377545
2017-06-16 00:00:00-04:00,JPM,BAC,20,0.9493914058032754
2017-06-19 00:00:00-04:00,JPM,BAC,20,0.9525261490650372
2017-06-20 00:00:00-04:00,JPM,BAC,20,0.9406494179249965
2017-06-21 00:00:00-04:00,JPM,BAC,20,0.9282731412805959
2017-06-22 00:00:00-04:00,JPM,BAC,20,0.9242401633467047
2017-06-23 00:00:00-04:00,JPM,BAC,20,0.9245084188921033
2017-06-26 00:00:00-04:00,JPM,BAC,20,0.9250406501119803
2017-06-27 00:00:00-04:00,JPM,BAC,20,0.926329131444119
2017-06-28 00:00:00-04:00,JPM,BAC,20,0.9452186859152166
2017-06-29 00:00:00-04:00,JPM,BAC,20,0.9487647798685463
2017-06-30 00:00:00-04:00,JPM,BAC,20,0.9464796550737553
2017-07-03 00:00:00-04:00,JPM,BAC,20,0.9407529324955113
2017-07-05 00:00:00-04:00,JPM,BAC,20,0.9468524945820476
2017-07-06 00:00:00-04:00,JPM,BAC,20,0.9499829907880534
2017-07-07 00:00:00-04:00,JPM,BAC,20,0.9490428739655513
2017-07-10 00:00:00-04:00,JPM,BAC,20,0.9025854066468083
2017-07-11 00:00:00-04:00,JPM,BAC,20,0.9125646658069646
2017-07-12 00:00:00-04:00,JPM,BAC,20,0.9151137239891236
2017-07-13 00:00:00-04:00,JPM,BAC,20,0.9156604145057072
2017-07-14 00:00:00-04:00,JPM,BAC,20,0.9205723347420116
2017-07-17 00:00:00-04:00,JPM,BAC,20,0.9169275989268743
2017-07-18 00:00:00-04:00,JPM,BAC,20,0.9101934720429473
2017-07-19 00:00:00-04:00,JPM,BAC,20,0.9019083457115661
2017-07-20 00:00:00-04:00,JPM,BAC,20,0.9038834576946666
2017-07-21 00:00:00-04:00,JPM,BAC,20,0.90959359352578
2017-07-24 00:00:00-04:00,JPM,BAC,20,0.9084990937689517
2017-07-25 00:00:00-04:00,JPM,BAC,20,0.9193290256699671
2017-07-26 00:00:00-04:00,JPM,BAC,20,0.9257264665203218
2017-07-27 00:00:00-04:00,JPM,BAC,20,0.9082663005945479
2017-07-28 00:00:00-04:00,JPM,BAC,20,0.8939922068196451
2017-07-31 00:00:00-04:00,JPM,BAC,20,0.8996666037538198
2017-08-01 00:00:00-04:00,JPM,BAC,20,0.9028545537720548
2017-08-02 00:00:00-04:00,JPM,BAC,20,0.8930128896616528
2017-08-03 00:00:00-04:00,JPM,BAC,20,0.8987262356155838
2017-08-04 00:00:00-04:00,JPM,BAC,20,0.9097500421597516
2017-08-07 00:00:00-04:00,JPM,BAC,20,0.9344641230561841
2017-08-08 00:00:00-04:00,JPM,BAC,20,0.9369514332260915
2017-08-09 00:00:00-04:00,JPM,BAC,20,0.9377821711990377
2017-08-10 00:00:00-04:00,JPM,BAC,20,0.9455146148252578
2017-08-11 00:00:00-04:00,JPM,BAC,20,0.9448411431849711
2017-08-14 00:00:00-04:00,JPM,BAC,20,0.9510239308847677
2017-08-15 00:00:00-04:00,JPM,BAC,20,0.9499459481985755
2017-08-16 00:00:00-04:00,JPM,BAC,20,0.955520795624301
2017-08-17 00:00:00-04:00,JPM,BAC,20,0.9645967080989555
2017-08-18 00:00:00-04:00,JPM,BAC,20,0.9637279990938232
2017-08-21 00:00:00-04:00,JPM,BAC,20,0.9556687404433134
2017-08-22 00:00:00-04:00,JPM,BAC,20,0.9503234794224217
2017-08-23 00:00:00-04:00,JPM,BAC,20,0.9482867537548012
2017-08-24 00:00:00-04:00,JPM,BAC,20,0.9430923012617667
2017-08-25 00:00:00-04:00,JPM,BAC,20,0.9327043640524688
2017-08-28 00:00:00-04:00,JPM,BAC,20,0.9330779694161241
2017-08-29 00:00:00-04:00,JPM,BAC,20,0.9351995663844103
2017-08-30 00:00:00-04:00,JPM,BAC,20,0.9153286613340889
2017-08-31 00:00:00-04:00,JPM,BAC,20,0.9043418077702302
2017-09-01 00:00:00-04:00,JPM,BAC,20,0.8815036685266336
2017-09-05 00:00:00-04:00,JPM,BAC,20,0.9160900015188521
2017-09-06 00:00:00-04:00,JPM,BAC,20,0.9135237773598934
2017-09-07 00:00:00-04:00,JPM,BAC,20,0.9167971452997968
2017-09-08 00:00:00-04:00,JPM,BAC,20,0.909202052812214
2017-09-11 00:00:00-04:00,JPM,BAC,20,0.9186521915768615
2017-09-12 00:00:00-04:00,JPM,BAC,20,0.918333578662142
2017-09-13 00:00:00-04:00,JPM,BAC,20,0.9084020474355997
2017-09-14 00:00:00-04:00,JPM,BAC,20,0.9063045803840214
