date,ticker,open,high,low,close,volume,daily_return,volatility_20d,sma_20,sma_50
2025-12-10,MSFT,484.0299987792969,484.25,475.0799865722656,478.55999755859375,35756200,-0.0273565947636816,0.0146472007009872,488.3250640869141,505.4454077148437
2025-12-11,MSFT,476.6300048828125,486.0299987792969,475.8599853515625,483.4700012207031,24669200,0.0102599542108785,0.0148458907054898,486.989306640625,504.7400250244141
2025-12-12,MSFT,479.8200073242187,482.4500122070313,476.3399963378906,478.5299987792969,21248100,-0.0102178055079598,0.0146563316788877,485.7983169555664,504.0150939941406
2025-12-15,MSFT,480.1000061035156,480.7200012207031,472.5199890136719,474.8200073242187,23727700,-0.0077528921165697,0.0142004861508205,484.0779724121094,503.18382446289064
2025-12-16,MSFT,471.9100036621094,477.8900146484375,470.8800048828125,476.3900146484375,20705600,0.0033065315277389,0.0142702021380905,482.5703765869141,502.1599731445313
2025-12-17,MSFT,476.9100036621094,480.0,475.0,476.1199951171875,24527200,-0.0005668035075194,0.0131039827706364,481.7329986572266,501.2223510742187
2025-12-18,MSFT,478.19000244140625,489.6000061035156,477.8900146484375,483.9800109863281,28573500,0.0165084767490304,0.0133896048489739,481.6214996337891,500.42456115722655
2025-12-19,MSFT,487.3599853515625,487.8500061035156,482.489990234375,485.9200134277344,70836100,0.0040084350538622,0.0128802718674007,481.9960006713867,499.7144787597656
2025-12-22,MSFT,486.1199951171875,488.7300109863281,482.69000244140625,484.9200134277344,16963000,-0.0020579518693742,0.0124755674078179,482.63600158691406,499.2127697753906
2025-12-23,MSFT,484.9800109863281,487.8299865722656,484.739990234375,486.8500061035156,14683600,0.0039800227302204,0.0124755454548874,483.2785018920898,498.6879766845703
2025-12-24,MSFT,485.6799926757813,489.1600036621094,484.8299865722656,488.0199890136719,5855900,0.0024031691393415,0.0124253566375049,483.8300018310547,498.1961645507813
2025-12-26,MSFT,486.7099914550781,488.1199951171875,485.9599914550781,487.7099914550781,8842200,-0.0006352148796615,0.0117952268037659,483.9405014038086,497.70094787597657
2025-12-29,MSFT,484.8599853515625,488.3500061035156,484.1799926757813,487.1000061035156,10893400,-0.0012507132563402,0.0113857043651081,483.69500122070315,497.22986328125
2025-12-30,MSFT,485.9299926757813,489.6799926757813,485.5,487.4800109863281,13944500,0.0007801372984006,0.0111270746645104,483.7320022583008,496.7270513916015
2025-12-31,MSFT,487.8399963378906,488.1400146484375,483.2999877929687,483.6199951171875,15601600,-0.0079183059451618,0.0111533269276347,483.41300201416016,496.0829608154297
2026-01-02,MSFT,484.3900146484375,484.6600036621094,470.1600036621094,472.94000244140625,25571600,-0.0220834390298385,0.0108270117342984,483.1735015869141,495.20790222167966
2026-01-05,MSFT,474.05999755859375,476.0700073242187,469.5,472.8500061035156,25250300,-0.0001902912365755,0.0107033511068768,482.7740020751953,494.27355102539065
2026-01-06,MSFT,473.7999877929687,478.739990234375,469.75,478.510009765625,23037700,0.0119699769251357,0.0110150749712672,482.541502380371,493.4520007324219
2026-01-07,MSFT,479.760009765625,489.7000122070313,477.9500122070313,483.4700012207031,25564200,0.0103654915338291,0.0106161278401815,482.1640029907227,492.6687640380859
2026-01-08,MSFT,481.239990234375,482.6600036621094,475.8599853515625,478.1099853515625,18162600,-0.011086553158639,0.0108399416542778,481.4685028076172,491.6204217529297
2026-01-09,MSFT,474.05999755859375,479.8200073242187,472.2000122070313,479.2799987792969,18491000,0.0024471637564189,0.0089673010383632,481.5045028686524,490.38487426757814
2026-01-12,MSFT,476.6700134277344,480.989990234375,475.6799926757813,477.1799926757813,23519900,-0.0043815851044571,0.0086886886487256,481.19000244140625,489.1177075195312
2026-01-13,MSFT,474.6799926757813,475.7799987792969,465.9500122070313,470.6700134277344,28545800,-0.0136426072927791,0.0089185389492332,480.7970031738281,488.0355511474609
2026-01-14,MSFT,466.4599914550781,468.2000122070313,457.1700134277344,459.3800048828125,28184300,-0.0239870997149371,0.0102282309104932,480.02500305175784,486.88629821777346
2026-01-15,MSFT,464.1199951171875,464.25,455.8999938964844,456.6600036621094,23225800,-0.0059210265832031,0.0102032722252377,479.0385025024414,485.6982153320312
2026-01-16,MSFT,457.8299865722656,463.19000244140625,456.4800109863281,459.8599853515625,34246700,0.0070073614150383,0.0104003846102328,478.22550201416016,484.6280310058594
2026-01-20,MSFT,451.2200012207031,456.7999877929687,449.2799987792969,454.5199890136719,26130000,-0.0116122222154384,0.0096878760278319,476.7525009155273,483.5941796875
2026-01-21,MSFT,452.6000061035156,452.69000244140625,438.6799926757813,444.1099853515625,37980500,-0.0229032911945182,0.0104860720625946,474.6619995117187,482.55295227050783
2026-01-22,MSFT,447.6199951171875,452.8399963378906,444.7000122070313,451.1400146484375,25349400,0.0158294781219789,0.0114207279641523,472.9729995727539,481.6579150390625
2026-01-23,MSFT,451.8699951171875,471.1000061035156,450.5299987792969,465.9500122070313,37962400,0.0328279405012097,0.0139600539051591,471.92799987792966,480.8758209228516
2025-11-11,NFLX,111.76000213623048,113.9219970703125,111.27999877929688,113.6439971923828,27966000,0.0146150986357724,0.0267604157290119,113.22415084838867,118.00172027587892
2025-11-12,NFLX,113.81700134277344,116.43399810791016,112.82599639892578,115.75,39221000,0.0185315798427261,0.0271265555884057,112.99520072937013,117.8643603515625
2025-11-13,NFLX,115.8499984741211,116.73300170898438,114.56900024414062,115.4229965209961,40144000,-0.0028250840518696,0.0269057808915117,112.84840049743651,117.65786026000976
2025-11-14,NFLX,114.27300262451172,114.27300262451172,110.72100067138672,111.21700286865234,47607000,-0.0364398237709818,0.0278076216831279,112.41245079040527,117.39456024169922
2025-11-17,NFLX,110.75,111.8499984741211,109.5500030517578,110.29000091552734,26082700,-0.0083350740373735,0.0264889393738907,111.73415069580078,117.11084030151368
2025-11-18,NFLX,110.29000091552734,115.25,109.1999969482422,114.08999633789062,43440600,0.0344545778476668,0.027920697439768,111.2319004058838,116.86614028930664
2025-11-19,NFLX,113.0,113.33999633789062,108.61000061035156,110.0,31868100,-0.0358488602784913,0.0181308978176081,111.15005035400392,116.57072021484376
2025-11-20,NFLX,111.0,111.0999984741211,105.38999938964844,105.66999816894533,36918500,-0.0393636530095881,0.0201027287893588,110.86560020446775,116.27712020874024
2025-11-21,NFLX,105.12999725341795,106.52999877929688,103.80999755859376,104.30999755859376,41232700,-0.0128702624578188,0.0199669736916478,110.60764999389647,115.98644012451172
2025-11-24,NFLX,104.25,108.04000091552734,103.31999969482422,106.97000122070312,62918300,0.0255009464516109,0.0209085129199466,110.48334999084472,115.7213201904297
2025-11-25,NFLX,106.12000274658205,106.3000030517578,103.81999969482422,104.4000015258789,35122600,-0.0240254245629271,0.0214268284594396,110.19085006713868,115.40830017089844
2025-11-26,NFLX,105.73999786376952,106.9499969482422,105.22000122070312,106.13999938964844,27951000,0.0166666459610942,0.0218523262269049,109.99580001831056,115.074100189209
2025-11-28,NFLX,106.44000244140624,107.94000244140624,106.23999786376952,107.58000183105467,15021600,0.0135670100780751,0.0220003214625477,109.92980003356934,114.81014022827148
2025-12-01,NFLX,106.51000213623048,109.33999633789062,106.30999755859376,109.12999725341795,24873400,0.0144078397098135,0.0213167905959617,109.79199981689452,114.538800201416
2025-12-02,NFLX,109.20999908447266,109.7300033569336,107.5199966430664,109.3499984741211,25763000,0.0020159555231384,0.0209979333035335,109.75904960632325,114.27106018066408
2025-12-03,NFLX,106.58999633789062,106.87000274658205,102.02999877929688,103.95999908447266,53593400,-0.0492912616813985,0.0236928667718376,109.49224967956545,113.9133201599121
2025-12-04,NFLX,103.56999969482422,103.8000030517578,101.7699966430664,103.22000122070312,51779100,-0.0071181018688567,0.0236525979534354,109.16094970703124,113.56982025146483
2025-12-05,NFLX,98.77999877929688,104.79000091552734,97.73999786376952,100.23999786376952,133363600,-0.0288704061392307,0.0243514564320584,108.68784942626954,113.15814025878906
2025-12-08,NFLX,99.87000274658205,99.88999938964844,95.3000030517578,96.79000091552734,100906300,-0.0344173685331765,0.0251225559387744,108.00904960632325,112.67272033691408
2025-12-09,NFLX,97.02999877929688,97.23999786376952,95.4499969482422,96.70999908447266,51745600,-0.0008265505764847,0.0246695614212108,107.24419937133788,112.19410034179688
2025-12-10,NFLX,96.73999786376952,96.97000122070312,92.3499984741211,92.70999908447266,74129300,-0.0413607697018603,0.0252537644844038,106.1974994659424,111.65046035766602
2025-12-11,NFLX,93.9000015258789,94.81999969482422,92.76000213623048,94.08999633789062,43949000,0.0148850961821345,0.0250506299043259,105.11449928283692,111.190460357666
2025-12-12,NFLX,95.5,96.91999816894533,94.6500015258789,95.19000244140624,49323100,0.0116909995358629,0.0254762723439944,104.10284957885742,110.76920043945312
2025-12-15,NFLX,96.0199966430664,96.37000274658205,93.52999877929688,93.7699966430664,40016500,-0.0149175938850713,0.0247116938146287,103.23049926757812,110.33796035766602
2025-12-16,NFLX,93.87999725341795,94.93000030517578,93.31999969482422,94.56999969482422,34265000,0.0085315461277342,0.0249931417366836,102.44449920654296,109.90274032592774
2025-12-17,NFLX,95.9800033569336,97.33000183105467,94.45999908447266,94.79000091552734,50472800,0.0023263320441266,0.0231269650573722,101.4794994354248,109.41642028808592
2025-12-18,NFLX,95.0199966430664,95.80999755859376,93.58999633789062,94.0,37244700,-0.0083342220476541,0.0222451959487706,100.6794994354248,108.86792022705076
2025-12-19,NFLX,93.56999969482422,95.54000091552734,93.4499969482422,94.38999938964844,78990200,0.0041489296771111,0.0210709458552365,100.11549949645996,108.29358016967774
2025-12-22,NFLX,94.70999908447266,94.70999908447266,92.91000366210938,93.2300033569336,39484800,-0.0122893954890952,0.0210605260438567,99.56149978637696,107.71802017211914
2025-12-23,NFLX,93.4000015258789,93.80999755859376,91.33000183105467,93.5,25896200,0.0028960273875859,0.0198897379759471,98.8879997253418,107.14996017456056
2025-12-24,NFLX,93.11000061035156,93.68000030517578,92.66999816894533,93.63999938964844,12427900,0.0014973196753844,0.0195225661365202,98.34999961853028,106.59206008911131
2025-12-26,NFLX,93.4800033569336,94.69000244140624,93.2699966430664,94.47000122070312,22068300,0.0088637530592128,0.0191358823954774,97.766499710083,106.07488006591797
2025-12-29,NFLX,93.98999786376952,94.97000122070312,93.62999725341795,94.1500015258789,24493700,-0.0033873154513529,0.0186089941458926,97.09499969482422,105.5907000732422
2025-12-30,NFLX,93.5199966430664,93.98999786376952,93.33999633789062,93.77999877929688,23422000,-0.0039299282058994,0.0179664586790087,96.32749977111816,105.06758010864256
2025-12-31,NFLX,93.5999984741211,94.30999755859376,93.1999969482422,93.76000213623048,23495200,-0.0002132292954435,0.0179118386362426,95.54799995422364,104.46566009521484
2026-01-02,NFLX,94.12999725341795,94.12999725341795,90.80999755859376,90.98999786376952,41155400,-0.0295435602532965,0.0159208322012315,94.89949989318848,103.80276000976562
2026-01-05,NFLX,90.91999816894533,92.62999725341795,90.83999633789062,91.45999908447266,39183300,0.0051654163285816,0.0161320101531413,94.31149978637696,103.39921997070311
2026-01-06,NFLX,91.54000091552734,91.63999938964844,89.73999786376953,90.6500015258789,43331000,-0.0088563040312916,0.0152278055924732,93.83199996948242,102.98503997802734
2026-01-07,NFLX,91.55999755859376,92.41999816894533,90.05999755859375,90.7300033569336,36525700,0.0008825353525432,0.0135839372911578,93.52900009155272,102.61026000976562
2026-01-08,NFLX,90.4499969482422,91.25,89.58000183105469,90.52999877929688,40068700,-0.0022043929266694,0.0135750857161341,93.22000007629394,102.2317399597168
2026-01-09,NFLX,90.02999877929688,90.05000305175781,88.31999969482422,89.45999908447266,55579500,-0.0118192832127698,0.0104534765472744,93.05750007629396,101.81593994140626
2026-01-12,NFLX,89.69000244140625,90.33999633789062,89.33000183105469,89.41000366210938,36290600,-0.0005588578456844,0.0097051299692907,92.82350044250488,101.40332000732424
2026-01-13,NFLX,89.44000244140625,91.1500015258789,89.06999969482422,90.31999969482422,45221100,0.0101777876685233,0.0095939152792828,92.5800003051758,101.03171997070312
2026-01-14,NFLX,91.23999786376952,91.58000183105467,87.94999694824219,88.55000305175781,49737700,-0.0195969513844875,0.0099607208350901,92.31900062561036,100.565
2026-01-15,NFLX,89.0199966430664,89.88999938964844,87.81999969482422,88.05000305175781,36945100,-0.0056465271910577,0.0096092210964767,91.99300079345704,100.12582000732422
2026-01-16,NFLX,88.33999633789062,88.51000213623047,87.77999877929688,88.0,48130500,-0.0005678938106159,0.0095380557668011,91.65350074768068,99.69990005493165
2026-01-20,NFLX,88.97000122070312,89.9000015258789,87.0199966430664,87.26000213623047,109729700,-0.0084090666337446,0.0095399982940834,91.3165008544922,99.24818008422852
2026-01-21,NFLX,82.5199966430664,86.0,81.93000030517578,85.36000061035156,127940700,-0.0217740256631282,0.0101625301964074,90.86500091552736,98.76134002685546
2026-01-22,NFLX,85.0199966430664,85.0999984741211,82.9800033569336,83.54000091552734,69113300,-0.0213214583154948,0.0106920011518546,90.38050079345705,98.22482009887696
2026-01-23,NFLX,83.43000030517578,86.30000305175781,83.27999877929688,86.12000274658203,64420500,0.0308834307251624,0.0133407284165465,90.01150093078613,97.707080078125
