Date,Crop,Subscribers_K,Alerts_Sent_K,Spray_Window_Accuracy_Pct,Frost_Alert_Accuracy_Pct
2021-08-31 06:16:13.672802,Cotton,13.965113849250908,106.29146268697359,85.0038166946041,93.63936431923781
2021-08-31 06:16:13.672802,Specialty,12.477712103272466,76.8391353687536,88.85053026445858,92.48562194821002
2021-09-30 06:16:13.672802,Corn,93.95508465082045,189.9543588905662,85.35174897629422,94.42596307870264
2021-09-30 06:16:13.672802,Soybeans,52.32671666741294,175.5582146423396,88.26938367615429,92.4758613524431
2021-09-30 06:16:13.672802,Wheat,24.348050251637325,124.58459343003179,93.93347392531916,92.96162448486649
2021-09-30 06:16:13.672802,Cotton,22.016111699478564,90.52995054783459,93.15459504839089,93.59857940131208
2021-09-30 06:16:13.672802,Specialty,13.248293723890427,33.80981157438022,85.60121944904381,95.27292995523597
2021-10-31 06:16:13.672802,Corn,53.56274278751914,195.95933224206055,90.51749271715934,92.45705080729277
2021-10-31 06:16:13.672802,Soybeans,27.31742391824322,248.04177500656945,86.64068044000975,94.90508935638078
2021-10-31 06:16:13.672802,Wheat,25.130662533925758,128.71927804538365,94.77253928109117,92.37102170503555
2021-10-31 06:16:13.672802,Cotton,36.500295961654544,98.18723897385408,88.98000306901109,91.30969251470994
2021-10-31 06:16:13.672802,Specialty,21.53917498549587,50.401427549144266,85.80955182154004,94.77418055590944
2021-11-30 06:16:13.672802,Corn,60.538053096359455,283.35711427157713,94.8071674137389,92.48690320633517
2021-11-30 06:16:13.672802,Soybeans,61.47110040191787,235.3688125127909,85.56397657506584,95.41193388947582
2021-11-30 06:16:13.672802,Wheat,41.6118301537696,105.51104658455745,87.03367145023843,97.53509194309729
2021-11-30 06:16:13.672802,Cotton,20.82849598055176,114.22980641429793,86.35177120009757,97.06549131366984
2021-11-30 06:16:13.672802,Specialty,12.403914967227273,67.15276617536506,86.8979768149414,92.36662877891094
2021-12-31 06:16:13.672802,Corn,114.24709921788683,231.49279163176504,87.91320337356697,90.68032799718611
2021-12-31 06:16:13.672802,Soybeans,48.92009913857169,176.95911391464645,89.77385614520284,95.44500874060009
2021-12-31 06:16:13.672802,Wheat,61.80710667639717,59.11228126066271,89.41882550286134,95.10036653568353
2021-12-31 06:16:13.672802,Cotton,17.722031394579503,35.97225961671454,87.86482593086649,92.68941183677495
2021-12-31 06:16:13.672802,Specialty,27.433955338799066,74.40181156395248,90.51314156735135,91.96754734167635
2022-01-31 06:16:13.672802,Corn,105.32732308423158,265.89604835022385,89.9522976107491,90.19420541131356
2022-01-31 06:16:13.672802,Soybeans,57.0467154479972,155.73887477514612,90.38625004108773,95.00366458820014
2022-01-31 06:16:13.672802,Wheat,45.21006462838824,42.48794829708598,94.92644372299209,96.79891464862771
2022-01-31 06:16:13.672802,Cotton,36.88702792086956,98.42210211734289,85.36612736713558,94.38168909846789
2022-01-31 06:16:13.672802,Specialty,20.139391115611698,62.99087254979139,90.97099538701495,97.12195729550632
2022-02-28 06:16:13.672802,Corn,62.38509360469854,94.79606649774969,86.34854816013053,94.79716218519091
2022-02-28 06:16:13.672802,Soybeans,102.01703532512927,118.38638296383957,92.41076309324134,97.21632468561971
2022-02-28 06:16:13.672802,Wheat,42.412485112150016,136.23485923897567,87.81616275224651,97.13762271733744
2022-02-28 06:16:13.672802,Cotton,30.88800997143965,92.57914670426321,94.89567799687622,95.1766076350394
2022-02-28 06:16:13.672802,Specialty,30.99801874213842,43.74967526147219,94.53799358553402,96.44009201794563
2022-03-31 06:16:13.672802,Corn,118.65685642400254,170.06797117630998,86.86922927561407,92.67281289557623
2022-03-31 06:16:13.672802,Soybeans,97.15734241714709,151.93339880297026,94.99971127370078,94.9594194978639
2022-03-31 06:16:13.672802,Wheat,63.84723463242475,147.50388329098007,94.33282874485974,91.59534970214845
2022-03-31 06:16:13.672802,Cotton,43.987065378577284,56.45988664222326,89.33496629577512,90.76045535342023
2022-03-31 06:16:13.672802,Specialty,16.7462468348518,40.168420363816466,87.10707613712295,95.75090847443933
2022-04-30 06:16:13.672802,Corn,36.34110785795698,100.08552609685157,88.46238187468633,91.37823991311227
2022-04-30 06:16:13.672802,Soybeans,66.38692856223989,227.9857738921669,90.84566494246667,95.71583185919215
2022-04-30 06:16:13.672802,Wheat,42.12944511183392,146.5979578122063,86.5435837745171,95.43916542633717
2022-04-30 06:16:13.672802,Cotton,36.19530579802357,100.63189373191265,86.04948981773714,95.39423975475209
2022-04-30 06:16:13.672802,Specialty,29.595150425536673,74.0007962785453,93.41047908953105,97.74040340972375
2022-05-31 06:16:13.672802,Corn,98.77815510479374,296.8080260966033,91.7238434712319,94.69498477583551
2022-05-31 06:16:13.672802,Soybeans,27.848289563518065,88.2936911971197,92.56109954705053,92.61127326971524
2022-05-31 06:16:13.672802,Wheat,54.86493785788256,125.38371453227931,88.40583538088947,91.67567448644733
2022-05-31 06:16:13.672802,Cotton,38.31290636523836,40.49521980902667,91.52018856207744,97.86755457253933
2022-05-31 06:16:13.672802,Specialty,15.686857194804958,22.379211459791662,89.93282225800182,97.49469254219964
2022-06-30 06:16:13.672802,Corn,66.38358221158161,184.79890529868916,88.36665168421916,96.53185750348027
2022-06-30 06:16:13.672802,Soybeans,89.64637026119401,201.52111112593184,93.30991671731846,92.52930437041138
2022-06-30 06:16:13.672802,Wheat,20.920123301076742,49.27757148527858,93.05052734378582,90.2417392400774
2022-06-30 06:16:13.672802,Cotton,14.112972306738266,105.57569916232958,94.5904749654122,92.76651519623243
2022-06-30 06:16:13.672802,Specialty,15.403308427242525,78.02240018562549,87.64572281041522,94.36363879623072
2022-07-31 06:16:13.672802,Corn,119.9472217710859,171.86187549214065,88.1918689376184,94.16447892801911
2022-07-31 06:16:13.672802,Soybeans,79.60461306075167,71.17600668893652,88.9494307103219,92.11462617611285
2022-07-31 06:16:13.672802,Wheat,50.88481118518052,72.20036247908835,86.04783634700682,94.53719909261453
2022-07-31 06:16:13.672802,Cotton,39.74473319523303,82.4325978026414,90.77351017159842,92.80155062367832
2022-07-31 06:16:13.672802,Specialty,16.649369361592232,28.909760032434175,89.13782152528077,97.41116610844675
2022-08-31 06:16:13.672802,Corn,70.00922474984522,93.64947648506558,91.50846139227188,92.61203111710181
2022-08-31 06:16:13.672802,Soybeans,44.777363480701176,112.58374084788348,90.96427411561382,95.35053260631145
2022-08-31 06:16:13.672802,Wheat,55.43053834067797,102.11207224321107,85.94227291646898,93.47764855395401
2022-08-31 06:16:13.672802,Cotton,25.458599586085054,113.13347902972707,92.76132946087479,91.99135001273385
2022-08-31 06:16:13.672802,Specialty,20.52464225305937,63.372402338272025,86.32035155680273,96.43459313949388
2022-09-30 06:16:13.672802,Corn,87.37295568946882,277.1973341209841,94.15385073489948,97.82725097572893
2022-09-30 06:16:13.672802,Soybeans,86.4240313810501,198.61515082593525,85.3053754497557,90.158681688473
2022-09-30 06:16:13.672802,Wheat,55.05652021599877,120.53085475440332,94.61984857146362,90.9869010058788
2022-09-30 06:16:13.672802,Cotton,30.045948404375867,44.4195100911805,89.17568372363957,92.83857918374365
2022-09-30 06:16:13.672802,Specialty,12.219852046828024,58.654143059664776,88.10779673525698,90.05155686292795
2022-10-31 06:16:13.672802,Corn,118.89004532026738,77.95362183685862,88.55474406959559,95.70326129103766
2022-10-31 06:16:13.672802,Soybeans,62.59511425853157,212.01775761686605,86.31884118782308,96.16488777507149
2022-10-31 06:16:13.672802,Wheat,41.936211191278865,104.94714743499247,94.32090554975636,91.29848658429592
2022-10-31 06:16:13.672802,Cotton,44.02542176774886,114.96821664361757,92.91782898199503,93.4426793226658
2022-10-31 06:16:13.672802,Specialty,11.215461962588405,41.97745376633398,90.42883581239245,97.09279185048896
2022-11-30 06:16:13.672802,Corn,53.52120613445449,260.0137383317316,89.67252152442728,90.17873901148259
2022-11-30 06:16:13.672802,Soybeans,43.07636645519631,127.07278390672529,91.92454258866464,90.60352899668092
2022-11-30 06:16:13.672802,Wheat,36.6286570330473,143.0109126249079,94.62720321175863,93.27631326202714
2022-11-30 06:16:13.672802,Cotton,30.927390299096636,100.8427323183034,86.1118289915916,94.02935652569478
2022-11-30 06:16:13.672802,Specialty,29.679776687471726,66.29809615055034,87.77503283109658,95.78190012609285
2022-12-31 06:16:13.672802,Corn,66.23217002837832,271.309440654374,88.2647169502826,95.35931059873421
2022-12-31 06:16:13.672802,Soybeans,29.224091157122416,81.20075910518649,85.3167956930636,93.0250796046854
2022-12-31 06:16:13.672802,Wheat,26.89449425349314,48.32229866484903,85.49452254473198,94.61154671609474
2022-12-31 06:16:13.672802,Cotton,25.45582564912514,76.36298975991983,91.85900740446924,97.86735999722359
2022-12-31 06:16:13.672802,Specialty,25.375181411043798,77.3082777064082,87.0029619556095,94.23799287426914
2023-01-31 06:16:13.672802,Corn,32.262616867820945,199.8229709160288,91.45018468935399,91.03860584689066
2023-01-31 06:16:13.672802,Soybeans,36.22880514858514,221.36193690777418,92.69209786924553,96.77027202677085
2023-01-31 06:16:13.672802,Wheat,39.912306598517816,128.11699485514896,90.80645658943956,97.24365393590416
2023-01-31 06:16:13.672802,Cotton,25.93885372174088,79.81547218401708,88.48151356551374,94.0007557088512
2023-01-31 06:16:13.672802,Specialty,21.666217887630356,46.2670015015335,90.60899325310719,93.72088325712224
2023-02-28 06:16:13.672802,Corn,57.44707687258026,209.45744164340047,88.67541007056033,94.90145816059878
2023-02-28 06:16:13.672802,Soybeans,34.32082611116993,188.7540154419584,87.07207468652703,92.048428274456
2023-02-28 06:16:13.672802,Wheat,19.828455171057215,106.7172358728709,94.47904067906602,92.30024697828533
2023-02-28 06:16:13.672802,Cotton,41.03297061053798,107.59171230830323,88.45407547073252,91.8083458762619
2023-02-28 06:16:13.672802,Specialty,20.50202835529134,50.96048582181381,89.09953267195436,95.33169804086295
2023-03-31 06:16:13.672802,Corn,33.44797202966025,274.12353802686914,86.5186437656957,97.23319855073656
2023-03-31 06:16:13.672802,Soybeans,39.95821901142273,94.48267928904689,93.92884896262419,96.88243163147833
2023-03-31 06:16:13.672802,Wheat,58.56896851559402,104.53104195588327,94.66182720312443,95.04147966722472
2023-03-31 06:16:13.672802,Cotton,28.344325381897022,115.74893604190265,86.33818574975606,96.57005147251678
2023-03-31 06:16:13.672802,Specialty,11.898906823232034,79.36734802044128,93.90069031692131,94.36657880252773
2023-04-30 06:16:13.672802,Corn,55.40971917228296,151.54179202533777,87.19896886563942,93.10250008312359
2023-04-30 06:16:13.672802,Soybeans,42.978911026455414,234.61356753927092,91.1339060436856,94.55818905362456
2023-04-30 06:16:13.672802,Wheat,54.53134249321903,85.40416535918695,87.83047598443433,97.6105772625178
2023-04-30 06:16:13.672802,Cotton,24.45130305510269,103.15510785213402,90.1582016379871,90.82145124629398
2023-04-30 06:16:13.672802,Specialty,31.182623656882686,67.2368951613811,91.04533481838754,92.42828947770198
2023-05-31 06:16:13.672802,Corn,86.04525120256119,203.25815929652887,87.51425785323063,91.75086494604413
2023-05-31 06:16:13.672802,Soybeans,101.71415117323718,259.7844484904912,87.95197609526683,91.09514417201599
2023-05-31 06:16:13.672802,Wheat,27.83549869398185,123.85711837948791,87.99492913050881,91.88687920054006
2023-05-31 06:16:13.672802,Cotton,46.53836192603674,55.169684947061405,87.56113122707524,93.31947384724921
2023-05-31 06:16:13.672802,Specialty,15.981077995409677,26.73058987473525,93.97300022180745,96.64675833608499
2023-06-30 06:16:13.672802,Corn,74.71062777140855,139.94156002826625,88.11773192363884,93.97428417449115
2023-06-30 06:16:13.672802,Soybeans,78.49598643386344,98.28271842867056,90.19469995133612,94.42978818949491
2023-06-30 06:16:13.672802,Wheat,40.34340375161056,55.71757216696852,94.86467882273321,91.03925308418695
2023-06-30 06:16:13.672802,Cotton,37.95560705422253,56.05068180051099,87.16766572719622,91.12849071897205
2023-06-30 06:16:13.672802,Specialty,18.260134077838796,54.287704365509605,85.98612001636873,91.91960345387007
2023-07-31 06:16:13.672802,Corn,81.47287613701224,112.29277762203782,92.53349238233572,92.43929195145692
2023-07-31 06:16:13.672802,Soybeans,67.10100772828484,176.7315345831786,88.23307417905346,94.06031301506006
2023-07-31 06:16:13.672802,Wheat,30.592012876078073,45.552282581129184,94.26391831753848,96.57139266751753
2023-07-31 06:16:13.672802,Cotton,24.170655603082327,55.55269499887667,92.94640241415601,95.84272273647034
2023-07-31 06:16:13.672802,Specialty,19.672570412975983,74.29366713348867,87.95870830652922,93.19690062438826
2023-08-31 06:16:13.672802,Corn,100.3789418844481,249.799686778614,93.85766215765669,92.80094718772027
2023-08-31 06:16:13.672802,Soybeans,44.49500068147443,175.6549228816765,92.30554274974011,94.22998610166944
2023-08-31 06:16:13.672802,Wheat,63.66575149247902,150.80629731809015,90.90718434189394,92.47958655508546
2023-08-31 06:16:13.672802,Cotton,30.93642297317282,48.84128416075013,93.04195655990507,94.74766328435176
2023-08-31 06:16:13.672802,Specialty,13.822150268443295,36.42740328205615,86.74911530252702,96.36653377498655
2023-09-30 06:16:13.672802,Corn,105.35330980682279,238.00709273898826,88.33716739244845,93.47150153333963
2023-09-30 06:16:13.672802,Soybeans,35.60805965883408,207.0758812901729,85.43200385204304,91.64046908718875
2023-09-30 06:16:13.672802,Wheat,28.658816883926473,68.06480089957158,87.31363315212631,90.65246530532242
2023-09-30 06:16:13.672802,Cotton,40.09648135631406,90.7720200537225,94.63896292434949,97.14480464114736
2023-09-30 06:16:13.672802,Specialty,18.174185936652165,49.965655199192696,93.5538847309198,91.66578417722812
2023-10-31 06:16:13.672802,Corn,42.74891969945156,160.8304869107737,89.00767530987149,96.60632051687853
2023-10-31 06:16:13.672802,Soybeans,93.36508666754173,187.24911145167343,94.15756259352129,91.57065631923055
2023-10-31 06:16:13.672802,Wheat,57.3582997582071,124.61460640069545,92.72310618193889,90.81486866883318
2023-10-31 06:16:13.672802,Cotton,45.89701192477536,76.0327694220984,88.13503174805113,93.97130015533611
2023-10-31 06:16:13.672802,Specialty,9.443640050197965,74.52069663859709,89.1151515629124,90.68496306164148
2023-11-30 06:16:13.672802,Corn,61.071355282283335,169.86351265266177,88.89294979774986,97.71287332104097
2023-11-30 06:16:13.672802,Soybeans,88.12093340319075,259.9576261986175,93.7000198568483,97.89829902672875
2023-11-30 06:16:13.672802,Wheat,31.448420574241926,138.52483684093406,85.1508347784108,95.95700647312391
2023-11-30 06:16:13.672802,Cotton,13.100347000588023,118.4692455775693,90.85960210300028,96.09068194775101
2023-11-30 06:16:13.672802,Specialty,16.172395544438867,49.61583949168657,85.10176271875325,96.67781065750461
2023-12-31 06:16:13.672802,Corn,90.65980751616387,196.72745979586384,88.09042396586115,91.57965483687626
2023-12-31 06:16:13.672802,Soybeans,28.953433212665725,74.91475397437432,88.59265298906142,91.1797894769482
2023-12-31 06:16:13.672802,Wheat,16.70778081608476,159.64687205391246,93.76798260719333,90.03351281122333
2023-12-31 06:16:13.672802,Cotton,15.751754939826181,102.23965998073966,92.39201291814457,93.54736041370937
2023-12-31 06:16:13.672802,Specialty,25.98843281487281,21.382362065978715,90.78526710572395,92.4688031400844
2024-01-31 06:16:13.672802,Corn,42.466380709566494,79.89955918354943,92.54989068214965,97.91110276805134
2024-01-31 06:16:13.672802,Soybeans,60.870035015554215,206.83083476432301,86.40398289356781,96.42768700601
2024-01-31 06:16:13.672802,Wheat,55.735373510579066,88.82484010414463,85.01534360856806,96.37498110333303
2024-01-31 06:16:13.672802,Cotton,19.934250999627725,98.36479981002236,89.76292098905134,94.79339281441719
2024-01-31 06:16:13.672802,Specialty,14.390850507218383,68.73539535533887,85.3251344130433,90.93212803746181
2024-02-29 06:16:13.672802,Corn,96.50806337212717,213.20631841639477,89.82692415152857,92.77911469333148
2024-02-29 06:16:13.672802,Soybeans,75.51245787608458,135.67788578454883,89.0332342745659,91.6138894305812
2024-02-29 06:16:13.672802,Wheat,50.40533836926073,132.89004003570741,90.78131037733321,93.14865512490836
2024-02-29 06:16:13.672802,Cotton,12.190677887385727,33.39041162672826,88.59824553360349,91.43507914774239
2024-02-29 06:16:13.672802,Specialty,21.22334143684752,40.11250832624597,88.52433139627232,96.94027714828567
2024-03-31 06:16:13.672802,Corn,109.42055930775952,93.6642945595261,88.26002480676947,97.89553419117537
2024-03-31 06:16:13.672802,Soybeans,97.10237600034115,117.22061114095897,88.15979463701439,97.50391065354921
2024-03-31 06:16:13.672802,Wheat,25.667461198030004,55.84962435806047,87.30162975206733,92.75509147574711
2024-03-31 06:16:13.672802,Cotton,18.323555370988277,97.71890068579063,94.14281563508254,94.65114528445203
2024-03-31 06:16:13.672802,Specialty,18.82236604027978,71.40291737155349,91.19178422490515,93.51696042158517
2024-04-30 06:16:13.672802,Corn,59.89190154921649,145.9476685010825,88.09604933115683,96.98155842666706
2024-04-30 06:16:13.672802,Soybeans,48.14263422947801,101.31629638673239,85.15667284943788,91.39550483479005
2024-04-30 06:16:13.672802,Wheat,45.356034054945724,124.29538940379729,89.10805577750487,92.3053889132558
2024-04-30 06:16:13.672802,Cotton,33.50477986645182,80.75401003679846,89.65055331070985,94.83413292530234
2024-04-30 06:16:13.672802,Specialty,20.987802974212517,40.02637413389554,86.18582769530191,96.52856065716888
2024-05-31 06:16:13.672802,Corn,40.00155947101892,271.801357794335,94.77767604116873,91.94443848045921
2024-05-31 06:16:13.672802,Soybeans,63.426729439600145,157.64633933083732,86.30691575810553,93.33248646468331
2024-05-31 06:16:13.672802,Wheat,59.338827676943474,58.56939433114866,89.20412027213024,92.66165831669962
2024-05-31 06:16:13.672802,Cotton,28.711479741999387,92.76787225725151,85.20880674401003,94.02853993536944
2024-05-31 06:16:13.672802,Specialty,13.775877151707258,78.50583704483373,87.97061927673451,96.65030289407233
2024-06-30 06:16:13.672802,Corn,100.42881266421776,152.60821228795038,88.97774356415,92.24293411166867
2024-06-30 06:16:13.672802,Soybeans,83.18372290424908,165.99693541146834,90.58234560688932,94.40013598229221
2024-06-30 06:16:13.672802,Wheat,16.97515202567072,106.52256970927881,87.36290199806601,96.57610333441897
2024-06-30 06:16:13.672802,Cotton,36.08139412510985,37.93745978364027,86.94784478318037,90.79791539613447
2024-06-30 06:16:13.672802,Specialty,19.312117687017064,77.8686266581314,91.45449278580517,92.39574319435219
2024-07-31 06:16:13.672802,Corn,113.91269361962742,251.7397145775799,85.51577669710989,95.24300462372642
2024-07-31 06:16:13.672802,Soybeans,49.170138112242135,120.11457652557114,91.25242934024263,97.89267950930537
2024-07-31 06:16:13.672802,Wheat,57.545763711371706,114.89509053805635,93.0741507146069,91.58134711921113
2024-07-31 06:16:13.672802,Cotton,12.20818988372027,91.07310955681606,90.1274494170669,93.4967569044438
2024-07-31 06:16:13.672802,Specialty,20.466177967491415,66.05073854743996,94.75506854419183,94.03540501657311
2024-08-31 06:16:13.672802,Corn,85.14618202619513,194.44251371071556,88.84199886137468,97.79127133487907
2024-08-31 06:16:13.672802,Soybeans,38.47192545813809,185.69506448793334,86.20571075666294,90.59836351363802
2024-08-31 06:16:13.672802,Wheat,28.16058876398772,110.08102076896544,93.06259102354812,93.3633585615588
2024-08-31 06:16:13.672802,Cotton,37.1643717025064,114.56682595362201,90.41099244372236,96.72085540218364
2024-08-31 06:16:13.672802,Specialty,30.440284703916298,46.69722032552835,86.71235953737624,97.3772454576993
2024-09-30 06:16:13.672802,Corn,30.074030275933048,106.45415425691434,88.8024982374112,93.06614336439756
2024-09-30 06:16:13.672802,Soybeans,32.18142859777057,134.15184793827538,89.69174951059635,90.45108591684186
2024-09-30 06:16:13.672802,Wheat,34.4295462654704,147.64700887511202,86.56823044846061,96.28492633512431
2024-09-30 06:16:13.672802,Cotton,16.825214351687173,104.61505474142119,86.67173053888995,97.43224415389419
2024-09-30 06:16:13.672802,Specialty,20.101326828338912,53.06488856059437,91.60814574596175,97.84946916789742
2024-10-31 06:16:13.672802,Corn,42.39575330887204,295.74915481595554,90.5592362183722,92.25767645283824
2024-10-31 06:16:13.672802,Soybeans,30.979956215684773,239.14019257134998,85.27905665617727,90.01631005308018
2024-10-31 06:16:13.672802,Wheat,46.78244182408128,86.55936398749651,88.60825736610086,95.18540949825797
2024-10-31 06:16:13.672802,Cotton,25.844359484524208,114.89620560079402,90.45025976181459,93.31719980315624
2024-10-31 06:16:13.672802,Specialty,29.967548542157317,35.800166300743946,92.22575302087499,93.44147553265695
2024-11-30 06:16:13.672802,Corn,72.85242508396536,205.84158694108493,93.99857493179933,95.05187734377103
2024-11-30 06:16:13.672802,Soybeans,59.172026713390345,128.27448431355398,86.68812666585353,91.46596315677729
2024-11-30 06:16:13.672802,Wheat,32.77206324515077,109.97289015943146,90.00856758822806,94.79532242057776
2024-11-30 06:16:13.672802,Cotton,19.26802922946198,95.18048503816865,93.31047470440669,90.95365139229392
2024-11-30 06:16:13.672802,Specialty,18.55865916533142,78.56993984156018,88.29703449081792,90.33450875833715
2024-12-31 06:16:13.672802,Corn,46.8337616039918,171.52962261706887,88.48281053306265,90.62315441074634
2024-12-31 06:16:13.672802,Soybeans,60.237711354773104,231.89092312892015,89.0269371212611,94.11593611798259
2024-12-31 06:16:13.672802,Wheat,43.420994317098504,88.23738644122791,91.56317311768224,94.8130060286643
2024-12-31 06:16:13.672802,Cotton,36.25914684884,101.10630639144532,87.62209815455523,96.89508981886468
2024-12-31 06:16:13.672802,Specialty,21.705328243771838,30.576611261245844,92.58577016716082,93.97407364799291
2025-01-31 06:16:13.672802,Corn,87.73910604384177,137.97445240141224,87.56029301546472,93.62701062011375
2025-01-31 06:16:13.672802,Soybeans,56.88555887637981,78.1660909473117,86.49514445362328,96.59966428149103
2025-01-31 06:16:13.672802,Wheat,29.44228938779404,95.03235380874578,90.60598920715391,90.20505600242005
2025-01-31 06:16:13.672802,Cotton,46.58677061920251,95.3339517833089,93.7714160237392,94.22526557404674
2025-01-31 06:16:13.672802,Specialty,18.67999742557199,43.37436550472119,90.43708704798809,95.7863253346535
2025-02-28 06:16:13.672802,Corn,73.7944411598055,195.37424766613998,88.98378355296752,94.46355750747912
2025-02-28 06:16:13.672802,Soybeans,44.811750864021086,83.09259853324455,90.77800778120344,91.43069917451182
2025-02-28 06:16:13.672802,Wheat,43.83264115943558,82.17902191899908,89.69464506739409,93.03438618964049
2025-02-28 06:16:13.672802,Cotton,14.834343554531124,98.21059512633377,86.01513036127407,92.21538246280728
2025-02-28 06:16:13.672802,Specialty,13.661205145441343,49.07572307894732,90.84877447575175,94.08602579310795
2025-03-31 06:16:13.672802,Corn,68.79575560142897,205.20498684196573,90.24424949165437,97.79516741022388
2025-03-31 06:16:13.672802,Soybeans,90.64482227431338,103.22201364779791,93.33547827408123,96.47327681394597
2025-03-31 06:16:13.672802,Wheat,51.00588882841935,115.28371087053316,93.33554122774692,92.71791548300425
2025-03-31 06:16:13.672802,Cotton,21.032877289381023,84.97448690756339,91.69779285743004,91.54736451468386
2025-03-31 06:16:13.672802,Specialty,29.002174130044235,71.01508006326455,92.91768644729122,97.29857177805181
2025-04-30 06:16:13.672802,Corn,94.04327875611789,241.24593092871544,94.9148806016963,92.78379288436544
2025-04-30 06:16:13.672802,Soybeans,52.755269713877986,205.28542119173272,86.73019257226412,92.24713874863032
2025-04-30 06:16:13.672802,Wheat,63.02804147838037,90.4002413161352,86.05288149105485,96.4172192707702
2025-04-30 06:16:13.672802,Cotton,13.99756697271703,39.73594499663775,88.51247280808495,95.1649599625139
2025-04-30 06:16:13.672802,Specialty,13.915567594360613,63.2117689971959,87.5538103075394,93.31174394722984
2025-05-31 06:16:13.672802,Corn,52.631124082231615,237.96966016533923,89.75878146058851,97.26583291503918
2025-05-31 06:16:13.672802,Soybeans,34.40786061822164,162.94470934674786,93.04357203931754,93.8415584991778
2025-05-31 06:16:13.672802,Wheat,18.7687930109656,92.18795926046865,85.38505385330436,94.92236248075618
2025-05-31 06:16:13.672802,Cotton,34.60362872480005,33.381474749693204,86.83369581826157,95.57158314024274
2025-05-31 06:16:13.672802,Specialty,15.76161506914701,51.524038122946706,89.64776198004631,90.46501582045791
2025-06-30 06:16:13.672802,Corn,40.46435897148791,140.95313083666562,89.9451454363354,95.14386904086491
2025-06-30 06:16:13.672802,Soybeans,37.08582989607454,205.78342409215995,85.12534241837326,96.0717084799467
