Date,Active_Radars,Coverage_Area_KM2_M,Data_Points_Per_Day_B,Latency_Seconds,Uptime_Pct
2023-06-30 06:16:13.673200,19,44.33443405816098,502.62550144999636,41.45283631265825,99.8475783383476
2023-07-31 06:16:13.673200,19,68.48435382147142,241.8362538867072,104.95664044993315,99.17784659172494
2023-08-31 06:16:13.673200,20,69.34201354972318,371.9443950140305,109.2945521674376,99.51374173277713
2023-09-30 06:16:13.673200,20,45.91083619367173,599.9639473708952,93.52451541990936,99.22811965449837
2023-10-31 06:16:13.673200,21,30.61924368528766,520.3966642046032,41.61855669955035,99.23141222724875
2023-11-30 06:16:13.673200,21,115.9587093426612,1101.3825096992969,58.990025629646325,99.82996124364782
2023-12-31 06:16:13.673200,22,87.1338638743629,1252.979134999187,104.8044572012691,99.35353884630197
2024-01-31 06:16:13.673200,22,68.73972931431337,1045.658617013333,70.36024735648613,99.0458096743123
2024-02-29 06:16:13.673200,23,62.61957094703385,584.1567817532488,97.92869205512648,99.29853657622164
2024-03-31 06:16:13.673200,23,87.72357441798917,1543.5654427548611,46.77493595376472,99.0874529374813
2024-04-30 06:16:13.673200,24,178.98940908953907,491.36130849730336,63.22481223412715,99.4342406763822
2024-05-31 06:16:13.673200,24,129.58138443320217,1993.4959576064161,106.59282199487846,99.65130378559334
2024-06-30 06:16:13.673200,25,98.55974802260266,850.9673305035587,100.33703270479295,99.33916132092378
2024-07-31 06:16:13.673200,25,84.57257432660828,1611.3768790921322,102.31363366526661,99.11743376694302
2024-08-31 06:16:13.673200,26,102.75786153618952,1921.864056700969,42.41455511457229,99.6195327269918
2024-09-30 06:16:13.673200,26,122.36250843774675,1962.1692889674148,48.655916962842404,99.8109612036766
2024-10-31 06:16:13.673200,27,263.29830132998313,1526.8872318772248,63.56508566996065,99.40851786004369
2024-11-30 06:16:13.673200,27,100.45023706444326,2617.3492540986504,89.61510150321526,99.84400418813144
2024-12-31 06:16:13.673200,28,266.5868693573312,3354.7473124591074,97.71991437428052,99.0464801367289
2025-01-31 06:16:13.673200,28,242.55930195271247,1239.7994749521029,78.76500656460026,99.17227320627391
2025-02-28 06:16:13.673200,29,402.7471541085758,1046.253077896746,59.306563386358135,99.3910279842228
2025-03-31 06:16:13.673200,29,437.8314436802483,3614.4834514132835,109.48466658333308,99.6411303743165
2025-04-30 06:16:13.673200,30,472.99543114148923,2492.8999641616574,37.56119836200187,99.44323172333696
2025-05-31 06:16:13.673200,30,200.40060860897424,2836.72364887652,112.54454341061003,99.09627459781329
2025-06-30 06:16:13.673200,31,235.44770629164967,5939.150114935426,72.12202214654207,99.63686499976585
2025-07-31 06:16:13.673200,31,251.8238035111181,4922.009862729743,52.48839074043168,99.25034027321017
2025-08-31 06:16:13.673200,32,458.70980638022286,6913.225113268887,68.85647741737007,99.38795496114831
2025-09-30 06:16:13.673200,32,626.6771584417676,9270.698374469463,117.96184841008983,99.32872014402209
2025-10-31 06:16:13.673200,33,715.9240712484512,7368.036468284048,69.3466968881148,99.6636222879903
2025-11-30 06:16:13.673200,33,336.82789782121154,11197.912577141029,83.85544721097067,99.73493794258347
2025-12-31 06:16:13.673200,34,842.0040035309629,9783.836691013048,91.18755159801741,99.70673088126445
2026-01-31 06:16:13.673200,34,1215.0765282870082,6397.22274119544,104.41222672665506,99.39603628421206
