Date,Severe_Weather_Alerts_K,MinuteCast_Usage_M,Forecast_Accuracy_Pct,RealFeel_Queries_M,Traffic_Spike_Events
2023-03-02 06:16:13.675532,98.4420042678623,18.094873010706287,84.48424290425899,22.98459958924375,6.0
2023-03-03 06:16:13.675532,48.598562113832145,7.038344714100858,85.61266567074668,43.88556328817913,2.0
2023-03-04 06:16:13.675532,80.28990412499763,19.394035036600403,90.2805666756898,41.60020638958971,6.0
2023-03-05 06:16:13.675532,66.07591134294618,8.418044519493796,91.73717684863117,39.252994373845354,3.0
2023-03-06 06:16:13.675532,92.56982675945036,8.780742037624647,81.66775008041958,39.048498620154334,6.0
2023-03-07 06:16:13.675532,53.86717312126016,8.113993491980281,90.35148329082551,29.83499507279758,1.0
2023-03-08 06:16:13.675532,26.24701760638931,6.914537568315274,91.28290251314215,53.22200679031077,7.0
2023-03-09 06:16:13.675532,76.80262318165012,9.656414007876615,91.72761291346616,36.667266709407556,9.0
2023-03-10 06:16:13.675532,46.3362946965964,9.63122190248849,87.92431063341752,34.667630185671875,9.0
2023-03-11 06:16:13.675532,38.348504625192206,15.887365577414215,88.67696337209789,21.290797512739626,6.0
2023-03-12 06:16:13.675532,15.991429310802507,14.926879139455075,81.93854250456586,43.53675184187124,2.0
2023-03-13 06:16:13.675532,71.54830039797645,16.348551004275325,92.02421959305057,34.56697493895111,4.0
2023-03-14 06:16:13.675532,58.33626329782708,16.36184098600473,93.43238550512297,38.799199410671655,2.0
2023-03-15 06:16:13.675532,37.560744428879254,11.863439137409204,80.5519318072489,30.686399629616172,5.0
2023-03-16 06:16:13.675532,60.726474807579194,10.830771032062271,82.96958974745941,26.332484185811616,5.0
2023-03-17 06:16:13.675532,29.845866814330666,19.397216325473913,87.76624668414097,46.44197415231361,6.0
2023-03-18 06:16:13.675532,85.76556865744017,16.51666771400956,83.60998821479986,37.60466144195589,5.0
2023-03-19 06:16:13.675532,72.58917449440433,10.708279883402337,88.60960179220977,37.06914612518629,6.0
2023-03-20 06:16:13.675532,53.606671727583546,11.663522226398873,80.84971379066953,59.09801473679992,7.0
2023-03-21 06:16:13.675532,14.51439451907999,15.674948058367537,91.31975666369222,26.00867725303839,9.0
2023-03-22 06:16:13.675532,49.04553718453515,18.29530711740491,87.13855739452522,47.18334735321315,6.0
2023-03-23 06:16:13.675532,47.790446977223105,19.95965127999452,81.11312998042324,37.71689986155999,9.0
2023-03-24 06:16:13.675532,40.44260663925371,12.139684753154947,81.54957944598529,25.973972619876076,4.0
2023-03-25 06:16:13.675532,90.86778689406746,19.092164478983335,82.19779070299124,37.71122655776385,9.0
2023-03-26 06:16:13.675532,13.236356967810757,8.559724288735834,89.21750918120328,59.851004499367754,8.0
2023-03-27 06:16:13.675532,40.212829348819504,15.350021144850704,87.10387753060894,36.12385014724362,9.0
2023-03-28 06:16:13.675532,30.704277511967202,5.664608730214377,91.93785558040027,22.93816148688134,1.0
2023-03-29 06:16:13.675532,74.62775590084763,5.090920063283286,83.7033044900177,33.75115807156307,6.0
2023-03-30 06:16:13.675532,43.10516291628225,6.764464983570323,86.30256826480644,59.30799013928351,9.0
2023-03-31 06:16:13.675532,50.6130803904284,7.080821440289921,89.13496115443459,30.228556300176336,8.0
2023-04-01 06:16:13.675532,120.96426885028042,10.400079763904698,92.33722525877926,46.90474844984725,18.0
2023-04-02 06:16:13.675532,36.46642002443437,7.9482981720962185,84.00980656988509,24.10874313061182,16.0
2023-04-03 06:16:13.675532,104.91626551144509,19.043007895671803,86.297973905133,27.67136449800767,18.0
2023-04-04 06:16:13.675532,121.35045180889657,5.069793427680556,93.71768784683836,31.668424212945382,10.0
2023-04-05 06:16:13.675532,75.72198595645749,11.150805274730963,90.76118530971493,40.590941030970534,0.0
2023-04-06 06:16:13.675532,54.16949970559551,14.512941354111174,82.38223161007122,38.13962699823994,12.0
2023-04-07 06:16:13.675532,120.76477692529615,10.42273465094684,84.03996874790779,47.0050233495214,2.0
2023-04-08 06:16:13.675532,21.418211255687382,16.73155518826768,83.74698832163779,24.315989628613288,14.0
2023-04-09 06:16:13.675532,169.99853946454087,14.106709573329447,91.47783097251204,21.91838153347088,0.0
2023-04-10 06:16:13.675532,38.90371181306811,5.428184759187567,88.66848004721724,46.50742660511452,0.0
2023-04-11 06:16:13.675532,139.2046619982531,16.129790986910603,91.12137407409087,37.707492278240785,0.0
2023-04-12 06:16:13.675532,162.46324752165006,13.803128026129393,80.38615405657247,55.266559041143715,6.0
2023-04-13 06:16:13.675532,177.6792949841099,14.439673703878979,80.88419780586207,36.34831641809012,10.0
2023-04-14 06:16:13.675532,139.65994474637137,17.330956731687436,88.12516536312776,59.26473828337763,16.0
2023-04-15 06:16:13.675532,158.45650122144008,14.112559703227085,86.77909241728555,29.5778175278306,6.0
2023-04-16 06:16:13.675532,124.77500746119651,11.116533122828379,93.62944545013154,51.68254778118562,8.0
2023-04-17 06:16:13.675532,65.24226569132912,5.370548691567167,83.74810062902337,40.12235338226,2.0
2023-04-18 06:16:13.675532,78.7753724733111,15.004067316742091,94.15134884003756,20.98327175318847,10.0
2023-04-19 06:16:13.675532,97.56181252023156,5.148421637840222,81.24862438312688,49.52256295246138,0.0
2023-04-20 06:16:13.675532,94.44723569214165,7.4262147064187785,89.77150930713769,32.764206474575275,18.0
2023-04-21 06:16:13.675532,161.4738434579661,7.404983283476643,93.61642736966002,32.83488669843199,6.0
2023-04-22 06:16:13.675532,24.437837398712322,9.894406268056489,85.34249804560741,52.76288789775705,14.0
2023-04-23 06:16:13.675532,112.29844200703518,9.512485528637367,94.82464151097454,48.66792174301541,18.0
2023-04-24 06:16:13.675532,136.52743783672517,14.175550029996119,81.33590556348733,37.28155472605307,14.0
2023-04-25 06:16:13.675532,35.14468699578695,5.128149483197364,91.01331028874003,27.319269291910075,0.0
2023-04-26 06:16:13.675532,82.37457615054285,5.090859937784725,91.77104301539332,44.68156687093531,10.0
2023-04-27 06:16:13.675532,109.10483088763868,17.18675088921511,92.50337960954855,48.572757507469476,0.0
2023-04-28 06:16:13.675532,123.03898716520385,11.365035646557105,92.16453601439717,26.10985663047152,10.0
2023-04-29 06:16:13.675532,33.08835636596091,18.442934338407415,85.12253750304349,54.13100057796296,0.0
2023-04-30 06:16:13.675532,40.25525553448151,6.640058137558183,93.2120047419143,32.175049602798104,14.0
2023-05-01 06:16:13.675532,157.91014406856456,17.176130531913167,80.41663835677913,43.47783993309197,12.0
2023-05-02 06:16:13.675532,143.73331401324378,18.422964677279047,81.4575125274571,31.212095126081024,10.0
2023-05-03 06:16:13.675532,139.29196494312805,19.629975186039843,84.91551037248638,28.275007287298294,8.0
2023-05-04 06:16:13.675532,28.96154153180657,14.643460435715156,90.54861028936757,35.22351711770557,0.0
2023-05-05 06:16:13.675532,37.50497641752532,16.787143074524916,84.08709234771496,55.31590705480412,2.0
2023-05-06 06:16:13.675532,99.5242912418865,17.969753273384608,92.37800903660418,42.849924486114396,10.0
2023-05-07 06:16:13.675532,61.112068543102545,13.986108207950055,92.24743785432484,24.15855369759317,8.0
2023-05-08 06:16:13.675532,96.46145651238247,13.632904724572361,83.83254092415575,54.28886671153777,14.0
2023-05-09 06:16:13.675532,103.36162811726471,13.11734475033561,92.5818962867706,35.79655859288144,14.0
2023-05-10 06:16:13.675532,156.01299800167982,5.556493128383019,86.1491821017935,32.429967954466534,2.0
2023-05-11 06:16:13.675532,127.33964915637969,8.864918319687154,81.83698714755106,54.67947654380255,0.0
2023-05-12 06:16:13.675532,40.02366685283184,15.248977957554509,87.8538823533109,56.41088035329946,18.0
2023-05-13 06:16:13.675532,109.501202945777,16.200321923905033,90.6111482648776,48.47726247414244,16.0
2023-05-14 06:16:13.675532,84.19966633082464,11.915988455120363,88.45200491003892,39.678267912108815,14.0
2023-05-15 06:16:13.675532,90.94862380433554,15.145135825459404,81.29111108755266,29.475343410479923,18.0
2023-05-16 06:16:13.675532,31.29495126285194,15.545357045046867,87.22232642145184,31.22569064120231,2.0
2023-05-17 06:16:13.675532,197.88456587942983,16.33487802060284,85.04907839458711,35.10593474476747,0.0
2023-05-18 06:16:13.675532,154.12100344327425,17.205868261321033,92.41131256047598,52.76426884219815,4.0
2023-05-19 06:16:13.675532,147.9818265079884,5.9831633222360185,85.14692166371367,40.79012724402625,2.0
2023-05-20 06:16:13.675532,136.27797650536718,18.878627527346136,91.16042583041583,40.96507836001177,12.0
2023-05-21 06:16:13.675532,29.69352955297924,17.87360920446825,93.61391285417238,33.695013825412296,2.0
2023-05-22 06:16:13.675532,73.61612534483173,15.151781012217079,89.00614671290121,57.440997158062885,2.0
2023-05-23 06:16:13.675532,31.851565310907507,15.410982467727276,80.08870944547975,23.187437569244942,4.0
2023-05-24 06:16:13.675532,121.59650371658915,12.133777726313639,92.78500062392816,26.819514385713568,16.0
2023-05-25 06:16:13.675532,26.701285554790587,19.612418601227265,83.10322718874998,29.652232997086063,4.0
2023-05-26 06:16:13.675532,58.86599148419752,12.75153313468789,81.94532101946173,50.29403136369295,14.0
2023-05-27 06:16:13.675532,118.35048950325829,9.637740573198174,87.83443823833969,55.74817288325506,16.0
2023-05-28 06:16:13.675532,97.73054375102176,17.804314858929526,81.52780753093381,57.60162495741967,6.0
2023-05-29 06:16:13.675532,91.14710746297763,5.304811302566586,93.90743166147513,25.435802080860014,2.0
2023-05-30 06:16:13.675532,107.6551926631005,17.546584514103653,91.13261384362714,29.450540108999036,12.0
2023-05-31 06:16:13.675532,185.7987030874298,11.117131721269667,92.8370096285172,43.661677535820864,18.0
2023-06-01 06:16:13.675532,184.88989177123344,15.119613339234458,86.50568317896665,58.03613907461463,16.0
2023-06-02 06:16:13.675532,101.09503355459658,11.624722154676963,90.83713979039938,32.77161237682692,18.0
2023-06-03 06:16:13.675532,195.83717565848985,15.162365268791454,81.58901625677919,43.675417358877205,18.0
2023-06-04 06:16:13.675532,112.76831999361801,6.450586721534458,83.63648723212742,48.26196840764177,2.0
2023-06-05 06:16:13.675532,37.073489279483965,7.562349454494786,88.53904917693224,52.36521907365778,4.0
2023-06-06 06:16:13.675532,195.11788779439715,12.931595516452036,90.16571476257282,38.04490207632101,12.0
2023-06-07 06:16:13.675532,60.48955730879907,9.449810481419595,93.23563648132046,24.17052024731933,12.0
2023-06-08 06:16:13.675532,138.38965717695342,16.52726372799254,82.63805295110588,51.47322023559373,4.0
2023-06-09 06:16:13.675532,40.02240295634874,10.942979100081434,87.74619541568904,26.851642680991095,0.0
2023-06-10 06:16:13.675532,166.48769457228408,6.6973053138429055,93.46341741132562,27.18743797614582,12.0
2023-06-11 06:16:13.675532,146.0707514844455,5.104990954823686,85.84389960946383,59.78026929101385,4.0
2023-06-12 06:16:13.675532,113.10468353784583,12.772133192728631,85.22311190353174,49.67037916870814,0.0
2023-06-13 06:16:13.675532,159.99406258365852,13.43030421926164,85.8609561223509,42.86862100956122,8.0
2023-06-14 06:16:13.675532,80.5217280731267,11.234063927673155,86.4239027107156,50.22012735961899,6.0
2023-06-15 06:16:13.675532,142.2303626757811,16.276107745553844,86.75744979957094,53.99903197279669,6.0
2023-06-16 06:16:13.675532,127.61835363303814,11.527921235118471,82.73222666937049,48.12202613517364,4.0
2023-06-17 06:16:13.675532,51.281462148691865,9.60165985226259,91.12070670097532,59.75547976353695,16.0
2023-06-18 06:16:13.675532,113.26337959081357,9.2669049003138,89.66595434106276,32.87539997976683,6.0
2023-06-19 06:16:13.675532,176.62056251882066,7.189860178566377,86.748858701509,34.1871269847655,14.0
2023-06-20 06:16:13.675532,112.67331223422887,19.331608695803354,86.13356051926685,48.671285978061874,10.0
2023-06-21 06:16:13.675532,126.50856308812013,16.349416839690345,89.70077898919249,53.21828470328726,4.0
2023-06-22 06:16:13.675532,102.85918488728682,12.455310870573925,93.27219071778875,41.47164077317141,16.0
2023-06-23 06:16:13.675532,109.55502678946395,12.537554873990485,94.22527358493889,36.349925811142185,10.0
2023-06-24 06:16:13.675532,172.26582165702195,6.608906515550016,80.35715097503694,22.132167574030998,18.0
2023-06-25 06:16:13.675532,146.89697822913632,7.199537554421382,94.43987041246011,44.887384997259446,18.0
2023-06-26 06:16:13.675532,197.46916306175984,18.057533468285552,93.6163575314303,57.889146000711676,18.0
2023-06-27 06:16:13.675532,44.0684787759608,8.766556157095573,91.23324564187409,52.44307925753839,12.0
2023-06-28 06:16:13.675532,33.29391596888246,18.777764977822308,82.80621608569385,42.8830565051638,6.0
2023-06-29 06:16:13.675532,123.51054813639878,7.131582579266322,86.13040960184485,53.862740218120976,16.0
2023-06-30 06:16:13.675532,83.15041143040426,11.682062713283425,80.53576526800961,40.634704167260615,8.0
2023-07-01 06:16:13.675532,80.88541125690621,12.253533821871219,92.51917850038859,54.26889273942615,8.0
2023-07-02 06:16:13.675532,63.370561800155706,5.163628112181674,81.52505664086077,28.931655931815502,2.0
2023-07-03 06:16:13.675532,67.70086847611235,19.16386052196371,86.1232680118423,40.55147619771981,7.0
2023-07-04 06:16:13.675532,40.8848786351785,8.032381699229951,87.90126642558982,48.230204236452664,6.0
2023-07-05 06:16:13.675532,62.550499261208365,19.267733774372637,83.66174061175131,37.295287660868375,9.0
2023-07-06 06:16:13.675532,42.83585051001353,12.918202282016576,81.38731154816942,53.31979021722949,5.0
2023-07-07 06:16:13.675532,87.64372687889275,9.758850869485437,86.47767708630572,43.90407212636155,5.0
2023-07-08 06:16:13.675532,99.85496013847147,14.248737303450632,83.67861845716972,50.63491057407295,9.0
2023-07-09 06:16:13.675532,51.32731448971828,14.897179930058881,92.42550404494989,55.3802210387568,8.0
2023-07-10 06:16:13.675532,84.96598487609714,7.435021757385072,90.08642582069476,24.033948236373117,0.0
2023-07-11 06:16:13.675532,27.30705872049419,11.735364671821959,84.08181202891902,53.44809734689284,9.0
2023-07-12 06:16:13.675532,18.54198662138757,13.94619814077309,83.02157837904902,52.945756084770764,2.0
2023-07-13 06:16:13.675532,30.74944924637507,8.360157242016719,91.11437050494577,35.83945979736687,0.0
2023-07-14 06:16:13.675532,16.21050956103881,17.404796462699203,85.1563453032503,45.370044037364025,7.0
2023-07-15 06:16:13.675532,83.2426296261412,11.562497210266686,81.7594045025503,47.50911867644673,3.0
2023-07-16 06:16:13.675532,64.05907839104542,10.42218457061803,87.87004489337895,25.781466691892632,1.0
2023-07-17 06:16:13.675532,31.4493838055377,13.428795612485722,93.76257692046202,47.435881662715346,7.0
2023-07-18 06:16:13.675532,30.759452171535,6.91936733148454,87.75466098517386,26.64874147927812,4.0
2023-07-19 06:16:13.675532,12.489212767766594,6.8530467862792,82.8882976146135,41.855765383922495,7.0
2023-07-20 06:16:13.675532,96.03485128717817,6.776966426667609,84.54999752608703,37.994146448213975,0.0
2023-07-21 06:16:13.675532,41.758558079405574,18.250046580548194,86.3162922615255,32.62767774970488,0.0
2023-07-22 06:16:13.675532,65.3207439591332,19.54819590872486,86.8848223906995,35.94067209800657,2.0
2023-07-23 06:16:13.675532,21.04809769691921,12.509300494965323,93.49937310649236,24.30760993970948,8.0
2023-07-24 06:16:13.675532,24.98312076931995,10.756863391287979,90.26403154833439,53.08701003522566,3.0
2023-07-25 06:16:13.675532,88.64080444204517,5.441499095715649,84.34647282542241,24.621414407723712,1.0
2023-07-26 06:16:13.675532,23.331164521439295,8.555473990267085,87.6743012955613,46.78907930187665,5.0
2023-07-27 06:16:13.675532,30.624449523450853,17.261589690782067,84.48321915517285,41.89093738948464,6.0
2023-07-28 06:16:13.675532,95.22578635765007,5.103501698587834,91.86824761545786,23.624160921589375,6.0
2023-07-29 06:16:13.675532,55.19973659052101,6.069690346549914,89.91640882520828,24.550375468513952,7.0
2023-07-30 06:16:13.675532,32.38647935915306,10.7808997857435,84.13735520540723,42.56064482806658,9.0
2023-07-31 06:16:13.675532,89.99201707804066,18.951034684315694,81.94291338771667,20.843067878581557,1.0
2023-08-01 06:16:13.675532,90.07484874332471,16.903341601957713,93.31521063191717,48.453545695454935,7.0
2023-08-02 06:16:13.675532,50.66781828389803,14.01627469286604,92.2799535779961,35.052654915652475,1.0
2023-08-03 06:16:13.675532,45.08114231387991,10.45847811231709,84.38227419272692,27.6628858788318,9.0
2023-08-04 06:16:13.675532,68.53263475568656,6.994462945347937,89.82396397875497,50.983089762950435,8.0
2023-08-05 06:16:13.675532,28.65540347032932,6.657094668783391,91.09213428568512,24.6428810598683,5.0
2023-08-06 06:16:13.675532,15.259239127601411,12.371834735012808,83.82276773309876,23.54888450623632,3.0
2023-08-07 06:16:13.675532,99.43234517039261,15.720552476190582,90.90673159799228,37.07102694106825,8.0
2023-08-08 06:16:13.675532,85.90922842111749,8.294781436452512,80.06400226371858,42.74295460505487,5.0
2023-08-09 06:16:13.675532,32.411843415484576,5.599415317075998,83.97404097845367,41.862259936081074,8.0
2023-08-10 06:16:13.675532,93.6425742295208,11.417946790414133,87.12708005659364,46.25174387532192,7.0
2023-08-11 06:16:13.675532,63.886969325601335,6.223412031611572,80.31361820773652,45.43083850599174,8.0
2023-08-12 06:16:13.675532,44.96172479953408,17.25677042357033,90.71371975476885,34.62867677356036,6.0
2023-08-13 06:16:13.675532,64.42058915933887,11.48967730322567,81.3637048299309,21.667228756392575,5.0
2023-08-14 06:16:13.675532,88.56300519500384,8.097226448779697,86.83501976868627,45.89477276007132,6.0
2023-08-15 06:16:13.675532,74.77478515067173,14.666809727260807,94.12340607969264,30.548143658524655,1.0
2023-08-16 06:16:13.675532,75.80757890548475,16.385281300439235,89.1764866324603,51.40217739505788,1.0
2023-08-17 06:16:13.675532,88.21337552880728,9.245551417480437,90.48676854730226,24.04638101883127,5.0
2023-08-18 06:16:13.675532,57.8300204138553,13.816758269903797,93.1104804835407,27.914928233963018,4.0
2023-08-19 06:16:13.675532,65.75110356422313,17.783130072625326,83.76979286581442,34.3880877158768,0.0
2023-08-20 06:16:13.675532,86.76631639573539,7.246869237833792,87.95675917145438,48.79974316817547,8.0
2023-08-21 06:16:13.675532,24.571998915534692,5.3441960180306305,84.74067833882103,29.37817642371177,4.0
2023-08-22 06:16:13.675532,61.35306239137676,17.812606410732204,93.19333792970676,27.43339506911049,2.0
2023-08-23 06:16:13.675532,32.19339088275619,12.337319268592015,90.66536300117464,49.49165813774746,2.0
2023-08-24 06:16:13.675532,71.66680675597661,18.931987367723803,86.63477089172339,33.875641367030674,4.0
2023-08-25 06:16:13.675532,18.480099708593112,11.046718065532524,81.04302175711211,29.499937161115845,1.0
2023-08-26 06:16:13.675532,97.88609089081423,7.729990944300176,92.37303030035652,56.85286016479141,6.0
2023-08-27 06:16:13.675532,12.10504628369078,6.735433639014038,88.16631943588875,26.91424850447415,9.0
2023-08-28 06:16:13.675532,66.85133949662716,17.747965130907055,91.00513144417897,31.258915842369596,0.0
2023-08-29 06:16:13.675532,99.41608008713207,13.058296018379522,91.77245105150037,25.354985870039673,4.0
2023-08-30 06:16:13.675532,25.506541690066257,10.850198355325336,90.37557129552165,53.382555436565006,3.0
2023-08-31 06:16:13.675532,41.77024674891347,12.818223555622923,80.19776203273935,38.91357833411385,4.0
2023-09-01 06:16:13.675532,144.44737888845805,7.165866436872675,82.6797812077452,44.80232447046483,0.0
2023-09-02 06:16:13.675532,166.18617544693143,18.157511457584356,80.44508595862354,24.84052827412743,4.0
2023-09-03 06:16:13.675532,112.7018259939489,9.425471778034696,92.40039879782393,48.53307343493086,14.0
2023-09-04 06:16:13.675532,132.90526473544656,7.766513886428149,87.61837996202863,37.729650449568375,14.0
2023-09-05 06:16:13.675532,140.4296494893496,16.59705339005722,90.50930646106256,42.964255078693824,18.0
2023-09-06 06:16:13.675532,25.0953290761938,13.098119141913058,87.3095146649221,57.10099545806988,14.0
2023-09-07 06:16:13.675532,85.85582538038035,12.398954214104997,80.4011519345026,22.25021220293487,0.0
2023-09-08 06:16:13.675532,21.511422763014583,7.349398951682485,85.36582229390707,49.84478968774922,10.0
2023-09-09 06:16:13.675532,60.77990450642281,8.559355344439226,82.38858311302974,21.99906556847855,6.0
2023-09-10 06:16:13.675532,20.966486042192646,16.23275502012429,94.22841817173935,46.5180836721932,0.0
2023-09-11 06:16:13.675532,59.24425120128473,6.024514179434272,85.68707827190256,28.15294213830432,2.0
2023-09-12 06:16:13.675532,192.95220966007943,14.497326896037256,89.7846934748413,24.30252382317189,4.0
2023-09-13 06:16:13.675532,23.96456607560292,12.635307378403956,94.87077024997225,26.551947072954786,2.0
2023-09-14 06:16:13.675532,40.18093761347317,7.116351043439623,89.63165249910953,50.85565412613696,8.0
2023-09-15 06:16:13.675532,163.6208473031886,13.190427797408596,94.29461610971894,32.83406945158366,4.0
2023-09-16 06:16:13.675532,37.196743163769106,8.726475290466245,86.81228549334355,21.461689054957127,8.0
2023-09-17 06:16:13.675532,81.82097319262641,13.184122463422886,87.83841014385793,23.74548588666069,8.0
2023-09-18 06:16:13.675532,38.15146023989536,17.357306266900757,86.50478137913166,54.337640570192754,16.0
2023-09-19 06:16:13.675532,107.9030125785184,12.982537115144273,94.60479544794383,37.99987537043368,0.0
2023-09-20 06:16:13.675532,196.2685569657067,9.937724916389742,84.04706674968905,44.59697227586184,4.0
2023-09-21 06:16:13.675532,81.99051428556689,15.242844120209062,87.51714101130608,51.779543589384815,2.0
2023-09-22 06:16:13.675532,111.87102981693096,13.273563649473878,89.41051307588478,22.628434717010713,6.0
2023-09-23 06:16:13.675532,52.05679661686558,15.96815175892322,90.1887542233459,43.636364360939474,14.0
2023-09-24 06:16:13.675532,66.03281200955334,17.40522318903847,88.17625243824686,24.355764208885205,10.0
2023-09-25 06:16:13.675532,92.00901873113243,7.577254930055177,82.50529510508304,26.702394803072607,18.0
2023-09-26 06:16:13.675532,106.72407997705223,17.550026072388242,87.48435341678653,34.782094162299664,16.0
2023-09-27 06:16:13.675532,89.39048479394006,7.785054075288046,81.90903241702745,38.977842424289,16.0
2023-09-28 06:16:13.675532,177.37168171553733,16.03062853047,90.14190850349398,50.47762271225335,10.0
2023-09-29 06:16:13.675532,21.327778095420776,11.868789642202154,93.95998463367471,58.625476948508144,12.0
2023-09-30 06:16:13.675532,156.6054381721683,18.702358761142126,89.90413464299186,36.10437123083736,2.0
2023-10-01 06:16:13.675532,141.02152849218666,7.792391700525657,80.46598492173405,49.271956049981675,16.0
2023-10-02 06:16:13.675532,49.17793034764376,12.580673340450902,85.84026682596195,56.38969550654232,18.0
2023-10-03 06:16:13.675532,59.711633429311625,12.632225978642465,93.24602407421506,29.8932157760379,16.0
2023-10-04 06:16:13.675532,133.0784641976585,9.218557867594233,90.09954764168688,45.29613921336523,4.0
2023-10-05 06:16:13.675532,158.25324803694994,7.831128890498277,80.89730047542605,56.1344723996859,8.0
2023-10-06 06:16:13.675532,36.22978431771656,9.10318019913433,94.67940844076551,26.793958780334535,8.0
2023-10-07 06:16:13.675532,129.6857108199076,11.318357196624461,87.90792727706314,51.57755900869949,8.0
2023-10-08 06:16:13.675532,164.7761601206734,17.450255673467172,84.39218431571001,43.10675059463176,6.0
2023-10-09 06:16:13.675532,104.45412571125485,6.179011355599052,81.46300981649884,28.7741954867585,16.0
2023-10-10 06:16:13.675532,140.51056888326215,11.512719445748983,92.39023534130577,58.44737279879565,14.0
2023-10-11 06:16:13.675532,46.19849963039233,9.559060539055926,93.02854109382143,29.8511082513931,6.0
2023-10-12 06:16:13.675532,20.342609387060715,11.347912304263875,85.80911374326698,24.013412498908412,12.0
2023-10-13 06:16:13.675532,179.72881577886469,10.348483962072107,90.99934022426474,33.022551857889646,10.0
2023-10-14 06:16:13.675532,72.31084101195142,14.34025826746813,82.06577214147923,27.802945058761836,8.0
2023-10-15 06:16:13.675532,113.68394198082014,8.33047583101159,92.36269579760616,32.74708891452636,16.0
2023-10-16 06:16:13.675532,197.60129749044088,9.344879595324304,91.23734234277156,49.51983077946568,6.0
2023-10-17 06:16:13.675532,31.190078851047616,14.341301105661094,92.68857722842282,58.39504100204489,14.0
2023-10-18 06:16:13.675532,87.82419666615397,5.357389883029194,92.21764568077462,20.284812496441035,18.0
2023-10-19 06:16:13.675532,185.18792115974296,8.39458632544136,83.93573818544134,56.29888711117257,6.0
2023-10-20 06:16:13.675532,57.84682318996053,10.159512265323382,81.26092654632862,34.80853609157115,8.0
2023-10-21 06:16:13.675532,157.52684812270388,9.568277917241131,84.04663853041225,33.88293439652683,10.0
2023-10-22 06:16:13.675532,32.56339496918191,18.60539391797802,81.01475818215339,39.24872398690083,4.0
2023-10-23 06:16:13.675532,44.173211695979255,14.875588522950999,84.58388617094093,35.58818159437055,10.0
2023-10-24 06:16:13.675532,20.436567394226223,14.777516771837828,86.25175446284604,40.199849683315946,10.0
2023-10-25 06:16:13.675532,88.89296970930039,7.681768014734857,90.75159261007896,28.804598966646182,4.0
