Date,Ad_Revenue_M,CPM,Ad_Fill_Rate_Pct,Video_Ads_Pct,Programmatic_Pct
2024-04-30 06:16:13.673839,25.84801440707473,11.833464452973251,92.98592995384212,20.338431716579386,71.53749752304017
2024-05-31 06:16:13.673839,23.15045866204827,11.821794284233073,96.71998366130441,23.07084732659146,78.26369039960181
2024-06-30 06:16:13.673839,33.01085572321304,14.64807041849772,97.29029842216121,33.448985873989685,76.07276681142909
2024-07-31 06:16:13.673839,25.811136040930695,6.7510787547771685,94.70469486449898,36.76884504149012,75.77374386356563
2024-08-31 06:16:13.673839,26.388884987662006,11.716652736887172,93.68821816124665,29.97639946072167,86.81850431972369
2024-09-30 06:16:13.673839,26.490322402701356,8.262662371253679,95.66853784691621,36.11970588936807,83.44078442710213
2024-10-31 06:16:13.673839,32.152744583997574,10.79507861824781,93.63239027854509,35.284671353498354,85.67735792136392
2024-11-30 06:16:13.673839,51.81717129371263,12.978769346177248,92.26931820354747,30.506992233250525,86.06271650661742
2024-12-31 06:16:13.673839,23.878659701655124,12.79409364077077,93.80426555489863,33.51537031568447,84.76037119467333
2025-01-31 06:16:13.673839,37.16922411251317,9.300198638698467,95.0705808065584,34.000591429693465,73.12589909491949
2025-02-28 06:16:13.673839,24.077945578829986,10.658853313499117,96.73504697966463,25.82955161326293,89.2870878058787
2025-03-31 06:16:13.673839,21.916362428200838,14.984384895279524,85.37750452366099,26.40962832354907,81.6578670736615
2025-04-30 06:16:13.673839,18.425540835127965,11.259330453731902,85.43688740106941,28.014477856769858,79.25823183033894
2025-05-31 06:16:13.673839,34.034147584579486,8.92530932585981,88.1109610248684,23.4906392504275,80.75294725058941
2025-06-30 06:16:13.673839,24.99468746445318,6.162931028742998,87.60694822708011,29.3157789540629,84.43038287226416
2025-07-31 06:16:13.673839,17.394803876024604,7.015776244494017,89.24972774152585,35.74366092416838,76.52579991393331
2025-08-31 06:16:13.673839,31.50224738864444,6.434561069205953,97.03664185336362,27.401968239436005,81.09665132769182
2025-09-30 06:16:13.673839,25.637475718787016,10.928799932239443,89.6991307450745,25.225424840303447,85.7734771428998
2025-10-31 06:16:13.673839,38.671509753116375,8.286100259499111,90.78007107457738,21.033406111250265,88.54891663569528
2025-11-30 06:16:13.673839,45.588012602612274,6.957178818341866,87.1628183192644,35.50554621488438,79.32321270624283
2025-12-31 06:16:13.673839,44.35270477639539,12.749315848061173,89.81078458350038,38.431681317389526,76.08863300283414
2026-01-31 06:16:13.673839,28.307954277387452,12.23296828017217,96.90748466581265,22.730780378828037,77.26322003045681
