Date,PPA_Signed_MW,PPA_Price_MWh,Contract_Length_Years,Backlog_MW,Development_Pipeline_MW
2025-02-28 06:16:15.297950,1806.0016997422217,39.66654597869905,18.73786519668769,21981.75028135682,45794.80302689883
2025-03-31 06:16:15.297950,1249.315986081671,27.898234576945725,22.66663056894898,17821.02524242022,35958.21493444474
2025-04-30 06:16:15.297950,610.0378891517765,43.573447230788915,23.971129379226262,18588.59089539686,30455.79147344993
2025-05-31 06:16:15.297950,1195.174765745072,44.92423639948169,16.81269006980238,17224.171978994586,32448.926762432347
2025-06-30 06:16:15.297950,1629.3375942880332,31.007193446128852,22.22228145039135,19652.89126984571,41947.7401984867
2025-07-31 06:16:15.297950,1325.2162773219522,27.84036238563868,19.65342639947887,22582.52156268906,46525.58994645062
2025-08-31 06:16:15.297950,790.8144716806764,35.848973720570605,17.629779583085067,20650.054919451006,35478.06876860247
2025-09-30 06:16:15.297950,743.2988505395825,40.42396378107135,19.929429466136035,20367.862615543458,49630.11112156962
2025-10-31 06:16:15.297950,1470.9654742139849,42.565451364520214,21.91551019074866,16844.075418890505,34102.10392050679
2025-11-30 06:16:15.297950,1114.9967771914148,30.14243603810283,16.508194275840367,23110.59736963244,34863.20424822914
2025-12-31 06:16:15.297950,1173.2130681510985,37.52703058345469,20.058405833499258,16617.341307493534,35838.34419183648
2026-01-31 06:16:15.297950,1409.2493158839593,42.7092851625334,16.981517497230435,18555.703641487522,49176.70382124002
