Date,Net_Bookings_GW,Backlog_GW,Pipeline_GW,Contract_Price_W,US_Bookings_Pct
2025-03-31 06:16:14.715305,7.680972688526919,72.22008165195533,122.5922710370122,0.3534791574080728,73.33068802152025
2025-04-30 06:16:14.715305,7.491509298185937,75.71527206356828,128.2112346248439,0.2938196268078006,81.34702959547191
2025-05-31 06:16:14.715305,5.558494802513167,59.38784295546118,145.0449566282606,0.32502801413261573,83.79028139961594
2025-06-30 06:16:14.715305,3.591393288758411,71.12254607665723,153.2349628139958,0.3179792966155251,61.61550051479411
2025-07-31 06:16:14.715305,3.995491870186221,58.130097586216955,178.5058506406629,0.36921566931490596,64.72528746309293
2025-08-31 06:16:14.715305,2.1872962261265974,79.8705940123461,181.24996396126468,0.370039646760255,78.23556546612272
2025-09-30 06:16:14.715305,5.308906598616101,74.17790490419985,151.40967450974563,0.3741153540926924,64.35603902627821
2025-10-31 06:16:14.715305,6.481711910964831,61.18077336105746,147.7178122434517,0.34410513620693234,73.25966939541455
2025-11-30 06:16:14.715305,3.9683012141219467,74.92640113489465,113.39493763467406,0.29748904760423767,71.2371289688344
2025-12-31 06:16:14.715305,7.685277481553891,57.878478397523914,100.70259701180677,0.3181157590141124,61.402561119914836
2026-01-31 06:16:14.715305,6.482848692488197,75.79356366249975,170.54320868814264,0.3782756473346192,70.11641810345816
